"AGE","SEX","TNM_N_cat","TNM_T_cat","colon_cea","no_metastasis","metastasis","risk_level"
76,"2","N2","T1",15,0.3812,0.6188,"HIGH"
77,"2","N2","T1",15,0.2403,0.7597,"HIGH"
78,"2","N2","T1",15,0.239,0.761,"HIGH"
79,"2","N2","T1",15,0.4652,0.5348,"HIGH"
80,"2","N2","T1",15,0.4891,0.5109,"HIGH"
81,"2","N2","T1",15,0.3844,0.6156,"HIGH"
82,"2","N2","T1",15,0.2139,0.7861,"HIGH"
83,"2","N2","T1",15,0.1998,0.8002,"HIGH"
84,"2","N2","T1",15,0.1977,0.8023,"HIGH"
85,"2","N2","T1",15,0.2218,0.7782,"HIGH"
86,"2","N2","T1",15,0.1978,0.8022,"HIGH"
87,"2","N2","T1",15,0.5138,0.4862,"LOW"
88,"2","N2","T1",15,0.4884,0.5116,"HIGH"
89,"2","N2","T1",15,0.5256,0.4744,"LOW"
90,"2","N2","T1",15,0.4479,0.5521,"HIGH"
91,"2","N2","T1",15,0.4479,0.5521,"HIGH"
92,"2","N2","T1",15,0.4479,0.5521,"HIGH"
93,"2","N2","T1",15,0.4479,0.5521,"HIGH"
94,"2","N2","T1",15,0.4479,0.5521,"HIGH"
95,"2","N2","T1",15,0.4479,0.5521,"HIGH"
96,"2","N2","T1",15,0.4479,0.5521,"HIGH"
97,"2","N2","T1",15,0.4479,0.5521,"HIGH"
98,"2","N2","T1",15,0.4479,0.5521,"HIGH"
99,"2","N2","T1",15,0.4479,0.5521,"HIGH"
0,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
1,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
2,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
3,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
4,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
5,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
6,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
7,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
8,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
9,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
10,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
11,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
12,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
13,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
14,"1","Other/Unknown","T1",15,0.2544,0.7456,"HIGH"
15,"1","Other/Unknown","T1",15,0.2426,0.7574,"HIGH"
16,"1","Other/Unknown","T1",15,0.2405,0.7595,"HIGH"
17,"1","Other/Unknown","T1",15,0.2785,0.7215,"HIGH"
18,"1","Other/Unknown","T1",15,0.2487,0.7513,"HIGH"
19,"1","Other/Unknown","T1",15,0.1893,0.8107,"HIGH"
20,"1","Other/Unknown","T1",15,0.1845,0.8155,"HIGH"
21,"1","Other/Unknown","T1",15,0.1933,0.8067,"HIGH"
22,"1","Other/Unknown","T1",15,0.1905,0.8095,"HIGH"
23,"1","Other/Unknown","T1",15,0.1991,0.8009,"HIGH"
24,"1","Other/Unknown","T1",15,0.1966,0.8034,"HIGH"
25,"1","Other/Unknown","T1",15,0.1919,0.8081,"HIGH"
26,"1","Other/Unknown","T1",15,0.2053,0.7947,"HIGH"
27,"1","Other/Unknown","T1",15,0.211,0.789,"HIGH"
28,"1","Other/Unknown","T1",15,0.2026,0.7974,"HIGH"
29,"1","Other/Unknown","T1",15,0.1872,0.8128,"HIGH"
30,"1","Other/Unknown","T1",15,0.181,0.819,"HIGH"
31,"1","Other/Unknown","T1",15,0.1873,0.8127,"HIGH"
32,"1","Other/Unknown","T1",15,0.1916,0.8084,"HIGH"
33,"1","Other/Unknown","T1",15,0.1933,0.8067,"HIGH"
34,"1","Other/Unknown","T1",15,0.1993,0.8007,"HIGH"
35,"1","Other/Unknown","T1",15,0.215,0.785,"HIGH"
36,"1","Other/Unknown","T1",15,0.22,0.78,"HIGH"
37,"1","Other/Unknown","T1",15,0.2213,0.7787,"HIGH"
38,"1","Other/Unknown","T1",15,0.2057,0.7943,"HIGH"
39,"1","Other/Unknown","T1",15,0.2052,0.7948,"HIGH"
40,"1","Other/Unknown","T1",15,0.5135,0.4865,"LOW"
41,"1","Other/Unknown","T1",15,0.5394,0.4606,"LOW"
42,"1","Other/Unknown","T1",15,0.1387,0.8613,"HIGH"
43,"1","Other/Unknown","T1",15,0.1262,0.8738,"HIGH"
44,"1","Other/Unknown","T1",15,0.1397,0.8603,"HIGH"
45,"1","Other/Unknown","T1",15,0.1363,0.8637,"HIGH"
46,"1","Other/Unknown","T1",15,0.3897,0.6103,"HIGH"
47,"1","Other/Unknown","T1",15,0.4484,0.5516,"HIGH"
48,"1","Other/Unknown","T1",15,0.2859,0.7141,"HIGH"
49,"1","Other/Unknown","T1",15,0.247,0.753,"HIGH"
50,"1","Other/Unknown","T1",15,0.3763,0.6237,"HIGH"
51,"1","Other/Unknown","T1",15,0.3539,0.6461,"HIGH"
52,"1","Other/Unknown","T1",15,0.4085,0.5915,"HIGH"
53,"1","Other/Unknown","T1",15,0.2852,0.7148,"HIGH"
54,"1","Other/Unknown","T1",15,0.3688,0.6312,"HIGH"
55,"1","Other/Unknown","T1",15,0.2936,0.7064,"HIGH"
56,"1","Other/Unknown","T1",15,0.4133,0.5867,"HIGH"
57,"1","Other/Unknown","T1",15,0.3357,0.6643,"HIGH"
58,"1","Other/Unknown","T1",15,0.3177,0.6823,"HIGH"
59,"1","Other/Unknown","T1",15,0.3827,0.6173,"HIGH"
60,"1","Other/Unknown","T1",15,0.3937,0.6063,"HIGH"
61,"1","Other/Unknown","T1",15,0.3176,0.6824,"HIGH"
62,"1","Other/Unknown","T1",15,0.4151,0.5849,"HIGH"
63,"1","Other/Unknown","T1",15,0.4359,0.5641,"HIGH"
64,"1","Other/Unknown","T1",15,0.5116,0.4884,"LOW"
65,"1","Other/Unknown","T1",15,0.338,0.662,"HIGH"
66,"1","Other/Unknown","T1",15,0.3131,0.6869,"HIGH"
67,"1","Other/Unknown","T1",15,0.1818,0.8182,"HIGH"
68,"1","Other/Unknown","T1",15,0.4158,0.5842,"HIGH"
69,"1","Other/Unknown","T1",15,0.2568,0.7432,"HIGH"
70,"1","Other/Unknown","T1",15,0.3649,0.6351,"HIGH"
71,"1","Other/Unknown","T1",15,0.3038,0.6962,"HIGH"
72,"1","Other/Unknown","T1",15,0.3465,0.6535,"HIGH"
73,"1","Other/Unknown","T1",15,0.4762,0.5238,"HIGH"
74,"1","Other/Unknown","T1",15,0.6708,0.3292,"LOW"
75,"1","Other/Unknown","T1",15,0.6263,0.3737,"LOW"
76,"1","Other/Unknown","T1",15,0.6314,0.3686,"LOW"
77,"1","Other/Unknown","T1",15,0.6679,0.3321,"LOW"
78,"1","Other/Unknown","T1",15,0.5537,0.4463,"LOW"
79,"1","Other/Unknown","T1",15,0.5945,0.4055,"LOW"
80,"1","Other/Unknown","T1",15,0.6454,0.3546,"LOW"
81,"1","Other/Unknown","T1",15,0.5025,0.4975,"LOW"
82,"1","Other/Unknown","T1",15,0.619,0.381,"LOW"
83,"1","Other/Unknown","T1",15,0.5396,0.4604,"LOW"
84,"1","Other/Unknown","T1",15,0.5817,0.4183,"LOW"
85,"1","Other/Unknown","T1",15,0.455,0.545,"HIGH"
86,"1","Other/Unknown","T1",15,0.2396,0.7604,"HIGH"
87,"1","Other/Unknown","T1",15,0.2396,0.7604,"HIGH"
88,"1","Other/Unknown","T1",15,0.233,0.767,"HIGH"
89,"1","Other/Unknown","T1",15,0.3707,0.6293,"HIGH"
90,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
91,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
92,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
93,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
94,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
95,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
96,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
97,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
98,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
99,"1","Other/Unknown","T1",15,0.3929,0.6071,"HIGH"
0,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
1,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
2,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
3,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
4,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
5,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
6,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
7,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
8,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
9,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
10,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
11,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
12,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
13,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
14,"2","Other/Unknown","T1",15,0.334,0.666,"HIGH"
15,"2","Other/Unknown","T1",15,0.3262,0.6738,"HIGH"
16,"2","Other/Unknown","T1",15,0.3108,0.6892,"HIGH"
17,"2","Other/Unknown","T1",15,0.3124,0.6876,"HIGH"
18,"2","Other/Unknown","T1",15,0.2262,0.7738,"HIGH"
19,"2","Other/Unknown","T1",15,0.205,0.795,"HIGH"
20,"2","Other/Unknown","T1",15,0.2239,0.7761,"HIGH"
21,"2","Other/Unknown","T1",15,0.2218,0.7782,"HIGH"
22,"2","Other/Unknown","T1",15,0.2183,0.7817,"HIGH"
23,"2","Other/Unknown","T1",15,0.202,0.798,"HIGH"
24,"2","Other/Unknown","T1",15,0.2102,0.7898,"HIGH"
25,"2","Other/Unknown","T1",15,0.2157,0.7843,"HIGH"
26,"2","Other/Unknown","T1",15,0.2328,0.7672,"HIGH"
27,"2","Other/Unknown","T1",15,0.2612,0.7388,"HIGH"
28,"2","Other/Unknown","T1",15,0.2713,0.7287,"HIGH"
29,"2","Other/Unknown","T1",15,0.1733,0.8267,"HIGH"
30,"2","Other/Unknown","T1",15,0.1631,0.8369,"HIGH"
31,"2","Other/Unknown","T1",15,0.1266,0.8734,"HIGH"
32,"2","Other/Unknown","T1",15,0.1253,0.8747,"HIGH"
33,"2","Other/Unknown","T1",15,0.1242,0.8758,"HIGH"
34,"2","Other/Unknown","T1",15,0.1262,0.8738,"HIGH"
35,"2","Other/Unknown","T1",15,0.1629,0.8371,"HIGH"
36,"2","Other/Unknown","T1",15,0.1534,0.8466,"HIGH"
37,"2","Other/Unknown","T1",15,0.1559,0.8441,"HIGH"
38,"2","Other/Unknown","T1",15,0.1521,0.8479,"HIGH"
39,"2","Other/Unknown","T1",15,0.1575,0.8425,"HIGH"
40,"2","Other/Unknown","T1",15,0.5016,0.4984,"LOW"
41,"2","Other/Unknown","T1",15,0.5114,0.4886,"LOW"
42,"2","Other/Unknown","T1",15,0.3103,0.6897,"HIGH"
43,"2","Other/Unknown","T1",15,0.1605,0.8395,"HIGH"
44,"2","Other/Unknown","T1",15,0.128,0.872,"HIGH"
45,"2","Other/Unknown","T1",15,0.1162,0.8838,"HIGH"
46,"2","Other/Unknown","T1",15,0.1691,0.8309,"HIGH"
47,"2","Other/Unknown","T1",15,0.1468,0.8532,"HIGH"
48,"2","Other/Unknown","T1",15,0.1134,0.8866,"HIGH"
49,"2","Other/Unknown","T1",15,0.1084,0.8916,"HIGH"
50,"2","Other/Unknown","T1",15,0.1996,0.8004,"HIGH"
51,"2","Other/Unknown","T1",15,0.1467,0.8533,"HIGH"
52,"2","Other/Unknown","T1",15,0.157,0.843,"HIGH"
53,"2","Other/Unknown","T1",15,0.2704,0.7296,"HIGH"
54,"2","Other/Unknown","T1",15,0.4323,0.5677,"HIGH"
55,"2","Other/Unknown","T1",15,0.3886,0.6114,"HIGH"
56,"2","Other/Unknown","T1",15,0.362,0.638,"HIGH"
57,"2","Other/Unknown","T1",15,0.3642,0.6358,"HIGH"
58,"2","Other/Unknown","T1",15,0.3742,0.6258,"HIGH"
59,"2","Other/Unknown","T1",15,0.4829,0.5171,"HIGH"
60,"2","Other/Unknown","T1",15,0.4316,0.5684,"HIGH"
61,"2","Other/Unknown","T1",15,0.6199,0.3801,"LOW"
62,"2","Other/Unknown","T1",15,0.5645,0.4355,"LOW"
63,"2","Other/Unknown","T1",15,0.3555,0.6445,"HIGH"
64,"2","Other/Unknown","T1",15,0.252,0.748,"HIGH"
65,"2","Other/Unknown","T1",15,0.3206,0.6794,"HIGH"
66,"2","Other/Unknown","T1",15,0.4259,0.5741,"HIGH"
67,"2","Other/Unknown","T1",15,0.18,0.82,"HIGH"
68,"2","Other/Unknown","T1",15,0.22,0.78,"HIGH"
69,"2","Other/Unknown","T1",15,0.4526,0.5474,"HIGH"
70,"2","Other/Unknown","T1",15,0.3787,0.6213,"HIGH"
71,"2","Other/Unknown","T1",15,0.3628,0.6372,"HIGH"
72,"2","Other/Unknown","T1",15,0.5485,0.4515,"LOW"
73,"2","Other/Unknown","T1",15,0.4513,0.5487,"HIGH"
74,"2","Other/Unknown","T1",15,0.5022,0.4978,"LOW"
75,"2","Other/Unknown","T1",15,0.6161,0.3839,"LOW"
76,"2","Other/Unknown","T1",15,0.5862,0.4138,"LOW"
77,"2","Other/Unknown","T1",15,0.5845,0.4155,"LOW"
78,"2","Other/Unknown","T1",15,0.6575,0.3425,"LOW"
79,"2","Other/Unknown","T1",15,0.6744,0.3256,"LOW"
80,"2","Other/Unknown","T1",15,0.7842,0.2158,"LOW"
81,"2","Other/Unknown","T1",15,0.7451,0.2549,"LOW"
82,"2","Other/Unknown","T1",15,0.6446,0.3554,"LOW"
83,"2","Other/Unknown","T1",15,0.5359,0.4641,"LOW"
84,"2","Other/Unknown","T1",15,0.4492,0.5508,"HIGH"
85,"2","Other/Unknown","T1",15,0.6143,0.3857,"LOW"
86,"2","Other/Unknown","T1",15,0.7693,0.2307,"LOW"
87,"2","Other/Unknown","T1",15,0.8005,0.1995,"LOW"
88,"2","Other/Unknown","T1",15,0.658,0.342,"LOW"
89,"2","Other/Unknown","T1",15,0.6084,0.3916,"LOW"
90,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
91,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
92,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
93,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
94,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
95,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
96,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
97,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
98,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
99,"2","Other/Unknown","T1",15,0.7543,0.2457,"LOW"
0,"1","N0","T2",15,0.5843,0.4157,"LOW"
1,"1","N0","T2",15,0.5843,0.4157,"LOW"
2,"1","N0","T2",15,0.5843,0.4157,"LOW"
3,"1","N0","T2",15,0.5843,0.4157,"LOW"
4,"1","N0","T2",15,0.5843,0.4157,"LOW"
5,"1","N0","T2",15,0.5843,0.4157,"LOW"
6,"1","N0","T2",15,0.5843,0.4157,"LOW"
7,"1","N0","T2",15,0.5838,0.4162,"LOW"
8,"1","N0","T2",15,0.5838,0.4162,"LOW"
9,"1","N0","T2",15,0.5838,0.4162,"LOW"
10,"1","N0","T2",15,0.5838,0.4162,"LOW"
11,"1","N0","T2",15,0.5838,0.4162,"LOW"
12,"1","N0","T2",15,0.5838,0.4162,"LOW"
13,"1","N0","T2",15,0.5838,0.4162,"LOW"
14,"1","N0","T2",15,0.5838,0.4162,"LOW"
15,"1","N0","T2",15,0.5838,0.4162,"LOW"
16,"1","N0","T2",15,0.5838,0.4162,"LOW"
17,"1","N0","T2",15,0.5838,0.4162,"LOW"
18,"1","N0","T2",15,0.5817,0.4183,"LOW"
19,"1","N0","T2",15,0.5977,0.4023,"LOW"
20,"1","N0","T2",15,0.5936,0.4064,"LOW"
21,"1","N0","T2",15,0.6025,0.3975,"LOW"
22,"1","N0","T2",15,0.6077,0.3923,"LOW"
23,"1","N0","T2",15,0.655,0.345,"LOW"
24,"1","N0","T2",15,0.6477,0.3523,"LOW"
25,"1","N0","T2",15,0.6207,0.3793,"LOW"
26,"1","N0","T2",15,0.6457,0.3543,"LOW"
27,"1","N0","T2",15,0.6665,0.3335,"LOW"
28,"1","N0","T2",15,0.6694,0.3306,"LOW"
29,"1","N0","T2",15,0.6271,0.3729,"LOW"
30,"1","N0","T2",15,0.6343,0.3657,"LOW"
31,"1","N0","T2",15,0.7073,0.2927,"LOW"
32,"1","N0","T2",15,0.7119,0.2881,"LOW"
33,"1","N0","T2",15,0.7482,0.2518,"LOW"
34,"1","N0","T2",15,0.7356,0.2644,"LOW"
35,"1","N0","T2",15,0.7032,0.2968,"LOW"
36,"1","N0","T2",15,0.6439,0.3561,"LOW"
37,"1","N0","T2",15,0.7942,0.2058,"LOW"
38,"1","N0","T2",15,0.8117,0.1883,"LOW"
39,"1","N0","T2",15,0.7821,0.2179,"LOW"
40,"1","N0","T2",15,0.8207,0.1793,"LOW"
41,"1","N0","T2",15,0.8014,0.1986,"LOW"
42,"1","N0","T2",15,0.8316,0.1684,"LOW"
43,"1","N0","T2",15,0.8024,0.1976,"LOW"
44,"1","N0","T2",15,0.684,0.316,"LOW"
45,"1","N0","T2",15,0.7957,0.2043,"LOW"
46,"1","N0","T2",15,0.7276,0.2724,"LOW"
47,"1","N0","T2",15,0.7518,0.2482,"LOW"
48,"1","N0","T2",15,0.7434,0.2566,"LOW"
49,"1","N0","T2",15,0.7863,0.2137,"LOW"
50,"1","N0","T2",15,0.8216,0.1784,"LOW"
51,"1","N0","T2",15,0.8031,0.1969,"LOW"
52,"1","N0","T2",15,0.83,0.17,"LOW"
53,"1","N0","T2",15,0.8053,0.1947,"LOW"
54,"1","N0","T2",15,0.7973,0.2027,"LOW"
55,"1","N0","T2",15,0.8,0.2,"LOW"
56,"1","N0","T2",15,0.7931,0.2069,"LOW"
57,"1","N0","T2",15,0.758,0.242,"LOW"
58,"1","N0","T2",15,0.7805,0.2195,"LOW"
59,"1","N0","T2",15,0.7905,0.2095,"LOW"
60,"1","N0","T2",15,0.7931,0.2069,"LOW"
61,"1","N0","T2",15,0.7895,0.2105,"LOW"
62,"1","N0","T2",15,0.8008,0.1992,"LOW"
63,"1","N0","T2",15,0.7976,0.2024,"LOW"
64,"1","N0","T2",15,0.7944,0.2056,"LOW"
65,"1","N0","T2",15,0.8125,0.1875,"LOW"
66,"1","N0","T2",15,0.8846,0.1154,"LOW"
67,"1","N0","T2",15,0.822,0.178,"LOW"
68,"1","N0","T2",15,0.8397,0.1603,"LOW"
69,"1","N0","T2",15,0.8542,0.1458,"LOW"
70,"1","N0","T2",15,0.8638,0.1362,"LOW"
71,"1","N0","T2",15,0.8545,0.1455,"LOW"
72,"1","N0","T2",15,0.8506,0.1494,"LOW"
73,"1","N0","T2",15,0.8594,0.1406,"LOW"
74,"1","N0","T2",15,0.8501,0.1499,"LOW"
75,"1","N0","T2",15,0.8613,0.1387,"LOW"
76,"1","N0","T2",15,0.8716,0.1284,"LOW"
77,"1","N0","T2",15,0.8565,0.1435,"LOW"
78,"1","N0","T2",15,0.8595,0.1405,"LOW"
79,"1","N0","T2",15,0.8783,0.1217,"LOW"
80,"1","N0","T2",15,0.8729,0.1271,"LOW"
81,"1","N0","T2",15,0.8529,0.1471,"LOW"
82,"1","N0","T2",15,0.8289,0.1711,"LOW"
83,"1","N0","T2",15,0.8627,0.1373,"LOW"
84,"1","N0","T2",15,0.866,0.134,"LOW"
85,"1","N0","T2",15,0.8677,0.1323,"LOW"
86,"1","N0","T2",15,0.8849,0.1151,"LOW"
87,"1","N0","T2",15,0.896,0.104,"LOW"
88,"1","N0","T2",15,0.8846,0.1154,"LOW"
89,"1","N0","T2",15,0.8571,0.1429,"LOW"
90,"1","N0","T2",15,0.8602,0.1398,"LOW"
91,"1","N0","T2",15,0.8602,0.1398,"LOW"
92,"1","N0","T2",15,0.8602,0.1398,"LOW"
93,"1","N0","T2",15,0.8602,0.1398,"LOW"
94,"1","N0","T2",15,0.8602,0.1398,"LOW"
95,"1","N0","T2",15,0.8602,0.1398,"LOW"
96,"1","N0","T2",15,0.8602,0.1398,"LOW"
97,"1","N0","T2",15,0.8602,0.1398,"LOW"
98,"1","N0","T2",15,0.8602,0.1398,"LOW"
99,"1","N0","T2",15,0.8602,0.1398,"LOW"
0,"2","N0","T2",15,0.5026,0.4974,"LOW"
1,"2","N0","T2",15,0.5026,0.4974,"LOW"
2,"2","N0","T2",15,0.5026,0.4974,"LOW"
3,"2","N0","T2",15,0.5026,0.4974,"LOW"
4,"2","N0","T2",15,0.5026,0.4974,"LOW"
5,"2","N0","T2",15,0.5026,0.4974,"LOW"
6,"2","N0","T2",15,0.5026,0.4974,"LOW"
7,"2","N0","T2",15,0.5021,0.4979,"LOW"
8,"2","N0","T2",15,0.5009,0.4991,"LOW"
9,"2","N0","T2",15,0.5009,0.4991,"LOW"
10,"2","N0","T2",15,0.5009,0.4991,"LOW"
11,"2","N0","T2",15,0.5009,0.4991,"LOW"
12,"2","N0","T2",15,0.5009,0.4991,"LOW"
13,"2","N0","T2",15,0.5009,0.4991,"LOW"
14,"2","N0","T2",15,0.5009,0.4991,"LOW"
15,"2","N0","T2",15,0.5009,0.4991,"LOW"
16,"2","N0","T2",15,0.5009,0.4991,"LOW"
17,"2","N0","T2",15,0.4977,0.5023,"HIGH"
18,"2","N0","T2",15,0.4928,0.5072,"HIGH"
19,"2","N0","T2",15,0.4971,0.5029,"HIGH"
20,"2","N0","T2",15,0.4954,0.5046,"HIGH"
21,"2","N0","T2",15,0.503,0.497,"LOW"
22,"2","N0","T2",15,0.5016,0.4984,"LOW"
23,"2","N0","T2",15,0.5794,0.4206,"LOW"
24,"2","N0","T2",15,0.5778,0.4222,"LOW"
25,"2","N0","T2",15,0.5196,0.4804,"LOW"
26,"2","N0","T2",15,0.5406,0.4594,"LOW"
27,"2","N0","T2",15,0.5791,0.4209,"LOW"
28,"2","N0","T2",15,0.5778,0.4222,"LOW"
29,"2","N0","T2",15,0.4792,0.5208,"HIGH"
30,"2","N0","T2",15,0.4842,0.5158,"HIGH"
31,"2","N0","T2",15,0.5908,0.4092,"LOW"
32,"2","N0","T2",15,0.5936,0.4064,"LOW"
33,"2","N0","T2",15,0.6184,0.3816,"LOW"
34,"2","N0","T2",15,0.5808,0.4192,"LOW"
35,"2","N0","T2",15,0.6319,0.3681,"LOW"
36,"2","N0","T2",15,0.6897,0.3103,"LOW"
37,"2","N0","T2",15,0.8348,0.1652,"LOW"
38,"2","N0","T2",15,0.8364,0.1636,"LOW"
39,"2","N0","T2",15,0.836,0.164,"LOW"
40,"2","N0","T2",15,0.8353,0.1647,"LOW"
41,"2","N0","T2",15,0.8316,0.1684,"LOW"
42,"2","N0","T2",15,0.7331,0.2669,"LOW"
43,"2","N0","T2",15,0.7676,0.2324,"LOW"
44,"2","N0","T2",15,0.7142,0.2858,"LOW"
45,"2","N0","T2",15,0.744,0.256,"LOW"
46,"2","N0","T2",15,0.6993,0.3007,"LOW"
47,"2","N0","T2",15,0.7425,0.2575,"LOW"
48,"2","N0","T2",15,0.7768,0.2232,"LOW"
49,"2","N0","T2",15,0.8295,0.1705,"LOW"
50,"2","N0","T2",15,0.8796,0.1204,"LOW"
51,"2","N0","T2",15,0.8756,0.1244,"LOW"
52,"2","N0","T2",15,0.8591,0.1409,"LOW"
53,"2","N0","T2",15,0.7918,0.2082,"LOW"
54,"2","N0","T2",15,0.7867,0.2133,"LOW"
55,"2","N0","T2",15,0.8326,0.1674,"LOW"
56,"2","N0","T2",15,0.8147,0.1853,"LOW"
57,"2","N0","T2",15,0.7927,0.2073,"LOW"
58,"2","N0","T2",15,0.8067,0.1933,"LOW"
59,"2","N0","T2",15,0.7978,0.2022,"LOW"
60,"2","N0","T2",15,0.8324,0.1676,"LOW"
61,"2","N0","T2",15,0.8373,0.1627,"LOW"
62,"2","N0","T2",15,0.8374,0.1626,"LOW"
63,"2","N0","T2",15,0.8081,0.1919,"LOW"
64,"2","N0","T2",15,0.8085,0.1915,"LOW"
65,"2","N0","T2",15,0.8288,0.1712,"LOW"
66,"2","N0","T2",15,0.8444,0.1556,"LOW"
67,"2","N0","T2",15,0.8465,0.1535,"LOW"
68,"2","N0","T2",15,0.8754,0.1246,"LOW"
69,"2","N0","T2",15,0.8871,0.1129,"LOW"
70,"2","N0","T2",15,0.8917,0.1083,"LOW"
71,"2","N0","T2",15,0.8716,0.1284,"LOW"
72,"2","N0","T2",15,0.8759,0.1241,"LOW"
73,"2","N0","T2",15,0.9049,0.0951,"LOW"
74,"2","N0","T2",15,0.9019,0.0981,"LOW"
75,"2","N0","T2",15,0.9024,0.0976,"LOW"
76,"2","N0","T2",15,0.9096,0.0904,"LOW"
77,"2","N0","T2",15,0.9156,0.0844,"LOW"
78,"2","N0","T2",15,0.9151,0.0849,"LOW"
79,"2","N0","T2",15,0.919,0.081,"LOW"
80,"2","N0","T2",15,0.9152,0.0848,"LOW"
81,"2","N0","T2",15,0.9204,0.0796,"LOW"
82,"2","N0","T2",15,0.8987,0.1013,"LOW"
83,"2","N0","T2",15,0.9232,0.0768,"LOW"
84,"2","N0","T2",15,0.9111,0.0889,"LOW"
85,"2","N0","T2",15,0.9107,0.0893,"LOW"
86,"2","N0","T2",15,0.9126,0.0874,"LOW"
87,"2","N0","T2",15,0.9137,0.0863,"LOW"
88,"2","N0","T2",15,0.9098,0.0902,"LOW"
89,"2","N0","T2",15,0.9173,0.0827,"LOW"
90,"2","N0","T2",15,0.9164,0.0836,"LOW"
91,"2","N0","T2",15,0.9164,0.0836,"LOW"
92,"2","N0","T2",15,0.9164,0.0836,"LOW"
93,"2","N0","T2",15,0.9164,0.0836,"LOW"
94,"2","N0","T2",15,0.9164,0.0836,"LOW"
95,"2","N0","T2",15,0.9164,0.0836,"LOW"
96,"2","N0","T2",15,0.9164,0.0836,"LOW"
97,"2","N0","T2",15,0.9164,0.0836,"LOW"
98,"2","N0","T2",15,0.9164,0.0836,"LOW"
99,"2","N0","T2",15,0.9164,0.0836,"LOW"
0,"1","N1","T2",15,0.4912,0.5088,"HIGH"
1,"1","N1","T2",15,0.4912,0.5088,"HIGH"
2,"1","N1","T2",15,0.4912,0.5088,"HIGH"
3,"1","N1","T2",15,0.4912,0.5088,"HIGH"
4,"1","N1","T2",15,0.4912,0.5088,"HIGH"
5,"1","N1","T2",15,0.4912,0.5088,"HIGH"
6,"1","N1","T2",15,0.4912,0.5088,"HIGH"
7,"1","N1","T2",15,0.4912,0.5088,"HIGH"
8,"1","N1","T2",15,0.4912,0.5088,"HIGH"
9,"1","N1","T2",15,0.4912,0.5088,"HIGH"
10,"1","N1","T2",15,0.4912,0.5088,"HIGH"
11,"1","N1","T2",15,0.4912,0.5088,"HIGH"
12,"1","N1","T2",15,0.4912,0.5088,"HIGH"
13,"1","N1","T2",15,0.4912,0.5088,"HIGH"
14,"1","N1","T2",15,0.4912,0.5088,"HIGH"
15,"1","N1","T2",15,0.4912,0.5088,"HIGH"
16,"1","N1","T2",15,0.4912,0.5088,"HIGH"
17,"1","N1","T2",15,0.4912,0.5088,"HIGH"
