"AGE","SEX","TNM_N_cat","TNM_T_cat","colon_cea","no_metastasis","metastasis","risk_level"
17,"2","N0","T2",35,0.8796,0.1204,"LOW"
18,"2","N0","T2",35,0.8773,0.1227,"LOW"
19,"2","N0","T2",35,0.876,0.124,"LOW"
20,"2","N0","T2",35,0.8713,0.1287,"LOW"
21,"2","N0","T2",35,0.8816,0.1184,"LOW"
22,"2","N0","T2",35,0.8909,0.1091,"LOW"
23,"2","N0","T2",35,0.8917,0.1083,"LOW"
24,"2","N0","T2",35,0.8829,0.1171,"LOW"
25,"2","N0","T2",35,0.8778,0.1222,"LOW"
26,"2","N0","T2",35,0.8568,0.1432,"LOW"
27,"2","N0","T2",35,0.9487,0.0513,"LOW"
28,"2","N0","T2",35,0.9763,0.0237,"LOW"
29,"2","N0","T2",35,0.9769,0.0231,"LOW"
30,"2","N0","T2",35,0.9744,0.0256,"LOW"
31,"2","N0","T2",35,0.9566,0.0434,"LOW"
32,"2","N0","T2",35,0.9709,0.0291,"LOW"
33,"2","N0","T2",35,0.9651,0.0349,"LOW"
34,"2","N0","T2",35,0.9484,0.0516,"LOW"
35,"2","N0","T2",35,0.9174,0.0826,"LOW"
36,"2","N0","T2",35,0.9377,0.0623,"LOW"
37,"2","N0","T2",35,0.9546,0.0454,"LOW"
38,"2","N0","T2",35,0.9504,0.0496,"LOW"
39,"2","N0","T2",35,0.9627,0.0373,"LOW"
40,"2","N0","T2",35,0.9452,0.0548,"LOW"
41,"2","N0","T2",35,0.9686,0.0314,"LOW"
42,"2","N0","T2",35,0.9676,0.0324,"LOW"
43,"2","N0","T2",35,0.9675,0.0325,"LOW"
44,"2","N0","T2",35,0.9677,0.0323,"LOW"
45,"2","N0","T2",35,0.9301,0.0699,"LOW"
46,"2","N0","T2",35,0.9568,0.0432,"LOW"
47,"2","N0","T2",35,0.9611,0.0389,"LOW"
48,"2","N0","T2",35,0.9515,0.0485,"LOW"
49,"2","N0","T2",35,0.9524,0.0476,"LOW"
50,"2","N0","T2",35,0.9639,0.0361,"LOW"
51,"2","N0","T2",35,0.9691,0.0309,"LOW"
52,"2","N0","T2",35,0.9671,0.0329,"LOW"
53,"2","N0","T2",35,0.9551,0.0449,"LOW"
54,"2","N0","T2",35,0.9462,0.0538,"LOW"
55,"2","N0","T2",35,0.9544,0.0456,"LOW"
56,"2","N0","T2",35,0.9647,0.0353,"LOW"
57,"2","N0","T2",35,0.96,0.04,"LOW"
58,"2","N0","T2",35,0.9566,0.0434,"LOW"
59,"2","N0","T2",35,0.9699,0.0301,"LOW"
60,"2","N0","T2",35,0.9592,0.0408,"LOW"
61,"2","N0","T2",35,0.9704,0.0296,"LOW"
62,"2","N0","T2",35,0.9571,0.0429,"LOW"
63,"2","N0","T2",35,0.9708,0.0292,"LOW"
64,"2","N0","T2",35,0.9603,0.0397,"LOW"
65,"2","N0","T2",35,0.9611,0.0389,"LOW"
66,"2","N0","T2",35,0.9608,0.0392,"LOW"
67,"2","N0","T2",35,0.9523,0.0477,"LOW"
68,"2","N0","T2",35,0.9717,0.0283,"LOW"
69,"2","N0","T2",35,0.9663,0.0337,"LOW"
70,"2","N0","T2",35,0.9767,0.0233,"LOW"
71,"2","N0","T2",35,0.9767,0.0233,"LOW"
72,"2","N0","T2",35,0.9751,0.0249,"LOW"
73,"2","N0","T2",35,0.9765,0.0235,"LOW"
74,"2","N0","T2",35,0.9758,0.0242,"LOW"
75,"2","N0","T2",35,0.9705,0.0295,"LOW"
76,"2","N0","T2",35,0.9574,0.0426,"LOW"
77,"2","N0","T2",35,0.9677,0.0323,"LOW"
78,"2","N0","T2",35,0.9611,0.0389,"LOW"
79,"2","N0","T2",35,0.9661,0.0339,"LOW"
80,"2","N0","T2",35,0.9619,0.0381,"LOW"
81,"2","N0","T2",35,0.8312,0.1688,"LOW"
82,"2","N0","T2",35,0.8259,0.1741,"LOW"
83,"2","N0","T2",35,0.8574,0.1426,"LOW"
84,"2","N0","T2",35,0.8685,0.1315,"LOW"
85,"2","N0","T2",35,0.9067,0.0933,"LOW"
86,"2","N0","T2",35,0.9343,0.0657,"LOW"
87,"2","N0","T2",35,0.9416,0.0584,"LOW"
88,"2","N0","T2",35,0.9418,0.0582,"LOW"
89,"2","N0","T2",35,0.9398,0.0602,"LOW"
90,"2","N0","T2",35,0.9336,0.0664,"LOW"
91,"2","N0","T2",35,0.9336,0.0664,"LOW"
92,"2","N0","T2",35,0.9336,0.0664,"LOW"
93,"2","N0","T2",35,0.9336,0.0664,"LOW"
94,"2","N0","T2",35,0.9336,0.0664,"LOW"
95,"2","N0","T2",35,0.9336,0.0664,"LOW"
96,"2","N0","T2",35,0.9336,0.0664,"LOW"
97,"2","N0","T2",35,0.9336,0.0664,"LOW"
98,"2","N0","T2",35,0.9336,0.0664,"LOW"
99,"2","N0","T2",35,0.9336,0.0664,"LOW"
0,"1","N1","T2",35,0.5951,0.4049,"LOW"
1,"1","N1","T2",35,0.5951,0.4049,"LOW"
2,"1","N1","T2",35,0.5951,0.4049,"LOW"
3,"1","N1","T2",35,0.5951,0.4049,"LOW"
4,"1","N1","T2",35,0.5951,0.4049,"LOW"
5,"1","N1","T2",35,0.5951,0.4049,"LOW"
6,"1","N1","T2",35,0.5951,0.4049,"LOW"
7,"1","N1","T2",35,0.5951,0.4049,"LOW"
8,"1","N1","T2",35,0.5951,0.4049,"LOW"
9,"1","N1","T2",35,0.5951,0.4049,"LOW"
10,"1","N1","T2",35,0.5951,0.4049,"LOW"
11,"1","N1","T2",35,0.5951,0.4049,"LOW"
12,"1","N1","T2",35,0.5951,0.4049,"LOW"
13,"1","N1","T2",35,0.5951,0.4049,"LOW"
14,"1","N1","T2",35,0.5951,0.4049,"LOW"
15,"1","N1","T2",35,0.5951,0.4049,"LOW"
16,"1","N1","T2",35,0.5951,0.4049,"LOW"
17,"1","N1","T2",35,0.5951,0.4049,"LOW"
18,"1","N1","T2",35,0.5951,0.4049,"LOW"
19,"1","N1","T2",35,0.5951,0.4049,"LOW"
20,"1","N1","T2",35,0.5951,0.4049,"LOW"
21,"1","N1","T2",35,0.5891,0.4109,"LOW"
22,"1","N1","T2",35,0.5974,0.4026,"LOW"
23,"1","N1","T2",35,0.5709,0.4291,"LOW"
24,"1","N1","T2",35,0.6437,0.3563,"LOW"
25,"1","N1","T2",35,0.7783,0.2217,"LOW"
26,"1","N1","T2",35,0.816,0.184,"LOW"
27,"1","N1","T2",35,0.8431,0.1569,"LOW"
28,"1","N1","T2",35,0.8471,0.1529,"LOW"
29,"1","N1","T2",35,0.8471,0.1529,"LOW"
30,"1","N1","T2",35,0.8481,0.1519,"LOW"
31,"1","N1","T2",35,0.8447,0.1553,"LOW"
32,"1","N1","T2",35,0.8411,0.1589,"LOW"
33,"1","N1","T2",35,0.8359,0.1641,"LOW"
34,"1","N1","T2",35,0.8323,0.1677,"LOW"
35,"1","N1","T2",35,0.8168,0.1832,"LOW"
36,"1","N1","T2",35,0.7676,0.2324,"LOW"
37,"1","N1","T2",35,0.8195,0.1805,"LOW"
38,"1","N1","T2",35,0.845,0.155,"LOW"
39,"1","N1","T2",35,0.8002,0.1998,"LOW"
40,"1","N1","T2",35,0.8276,0.1724,"LOW"
41,"1","N1","T2",35,0.8265,0.1735,"LOW"
42,"1","N1","T2",35,0.8548,0.1452,"LOW"
43,"1","N1","T2",35,0.8493,0.1507,"LOW"
44,"1","N1","T2",35,0.8353,0.1647,"LOW"
45,"1","N1","T2",35,0.8112,0.1888,"LOW"
46,"1","N1","T2",35,0.8148,0.1852,"LOW"
47,"1","N1","T2",35,0.7989,0.2011,"LOW"
48,"1","N1","T2",35,0.8363,0.1637,"LOW"
49,"1","N1","T2",35,0.8594,0.1406,"LOW"
50,"1","N1","T2",35,0.8634,0.1366,"LOW"
51,"1","N1","T2",35,0.8784,0.1216,"LOW"
52,"1","N1","T2",35,0.8469,0.1531,"LOW"
53,"1","N1","T2",35,0.8339,0.1661,"LOW"
54,"1","N1","T2",35,0.8299,0.1701,"LOW"
55,"1","N1","T2",35,0.7913,0.2087,"LOW"
56,"1","N1","T2",35,0.7447,0.2553,"LOW"
57,"1","N1","T2",35,0.7902,0.2098,"LOW"
58,"1","N1","T2",35,0.7993,0.2007,"LOW"
59,"1","N1","T2",35,0.8019,0.1981,"LOW"
60,"1","N1","T2",35,0.7939,0.2061,"LOW"
61,"1","N1","T2",35,0.7976,0.2024,"LOW"
62,"1","N1","T2",35,0.7704,0.2296,"LOW"
63,"1","N1","T2",35,0.7417,0.2583,"LOW"
64,"1","N1","T2",35,0.661,0.339,"LOW"
65,"1","N1","T2",35,0.6903,0.3097,"LOW"
66,"1","N1","T2",35,0.6908,0.3092,"LOW"
67,"1","N1","T2",35,0.6655,0.3345,"LOW"
68,"1","N1","T2",35,0.6343,0.3657,"LOW"
69,"1","N1","T2",35,0.6612,0.3388,"LOW"
70,"1","N1","T2",35,0.6163,0.3837,"LOW"
71,"1","N1","T2",35,0.6197,0.3803,"LOW"
72,"1","N1","T2",35,0.6215,0.3785,"LOW"
73,"1","N1","T2",35,0.6071,0.3929,"LOW"
74,"1","N1","T2",35,0.5903,0.4097,"LOW"
75,"1","N1","T2",35,0.5917,0.4083,"LOW"
76,"1","N1","T2",35,0.5849,0.4151,"LOW"
77,"1","N1","T2",35,0.5697,0.4303,"LOW"
78,"1","N1","T2",35,0.5633,0.4367,"LOW"
79,"1","N1","T2",35,0.598,0.402,"LOW"
80,"1","N1","T2",35,0.5943,0.4057,"LOW"
81,"1","N1","T2",35,0.5677,0.4323,"LOW"
82,"1","N1","T2",35,0.5739,0.4261,"LOW"
83,"1","N1","T2",35,0.5896,0.4104,"LOW"
84,"1","N1","T2",35,0.5783,0.4217,"LOW"
85,"1","N1","T2",35,0.5689,0.4311,"LOW"
86,"1","N1","T2",35,0.6476,0.3524,"LOW"
87,"1","N1","T2",35,0.6458,0.3542,"LOW"
88,"1","N1","T2",35,0.6633,0.3367,"LOW"
89,"1","N1","T2",35,0.6765,0.3235,"LOW"
90,"1","N1","T2",35,0.6904,0.3096,"LOW"
91,"1","N1","T2",35,0.6904,0.3096,"LOW"
92,"1","N1","T2",35,0.6904,0.3096,"LOW"
93,"1","N1","T2",35,0.6904,0.3096,"LOW"
94,"1","N1","T2",35,0.6904,0.3096,"LOW"
95,"1","N1","T2",35,0.6904,0.3096,"LOW"
96,"1","N1","T2",35,0.6904,0.3096,"LOW"
97,"1","N1","T2",35,0.6904,0.3096,"LOW"
98,"1","N1","T2",35,0.6904,0.3096,"LOW"
99,"1","N1","T2",35,0.6904,0.3096,"LOW"
0,"2","N1","T2",35,0.6189,0.3811,"LOW"
1,"2","N1","T2",35,0.6189,0.3811,"LOW"
2,"2","N1","T2",35,0.6189,0.3811,"LOW"
3,"2","N1","T2",35,0.6189,0.3811,"LOW"
4,"2","N1","T2",35,0.6189,0.3811,"LOW"
5,"2","N1","T2",35,0.6189,0.3811,"LOW"
6,"2","N1","T2",35,0.6189,0.3811,"LOW"
7,"2","N1","T2",35,0.6189,0.3811,"LOW"
8,"2","N1","T2",35,0.6189,0.3811,"LOW"
9,"2","N1","T2",35,0.6189,0.3811,"LOW"
10,"2","N1","T2",35,0.6189,0.3811,"LOW"
11,"2","N1","T2",35,0.6189,0.3811,"LOW"
12,"2","N1","T2",35,0.6189,0.3811,"LOW"
13,"2","N1","T2",35,0.6189,0.3811,"LOW"
14,"2","N1","T2",35,0.6189,0.3811,"LOW"
15,"2","N1","T2",35,0.6189,0.3811,"LOW"
16,"2","N1","T2",35,0.6189,0.3811,"LOW"
17,"2","N1","T2",35,0.6189,0.3811,"LOW"
18,"2","N1","T2",35,0.6189,0.3811,"LOW"
19,"2","N1","T2",35,0.6189,0.3811,"LOW"
20,"2","N1","T2",35,0.6189,0.3811,"LOW"
21,"2","N1","T2",35,0.6129,0.3871,"LOW"
22,"2","N1","T2",35,0.6836,0.3164,"LOW"
23,"2","N1","T2",35,0.6602,0.3398,"LOW"
24,"2","N1","T2",35,0.7305,0.2695,"LOW"
25,"2","N1","T2",35,0.809,0.191,"LOW"
26,"2","N1","T2",35,0.8254,0.1746,"LOW"
27,"2","N1","T2",35,0.8331,0.1669,"LOW"
28,"2","N1","T2",35,0.8331,0.1669,"LOW"
29,"2","N1","T2",35,0.8331,0.1669,"LOW"
30,"2","N1","T2",35,0.8324,0.1676,"LOW"
31,"2","N1","T2",35,0.82,0.18,"LOW"
32,"2","N1","T2",35,0.7933,0.2067,"LOW"
33,"2","N1","T2",35,0.8186,0.1814,"LOW"
34,"2","N1","T2",35,0.8227,0.1773,"LOW"
35,"2","N1","T2",35,0.8178,0.1822,"LOW"
36,"2","N1","T2",35,0.822,0.178,"LOW"
37,"2","N1","T2",35,0.8287,0.1713,"LOW"
38,"2","N1","T2",35,0.8409,0.1591,"LOW"
39,"2","N1","T2",35,0.8031,0.1969,"LOW"
40,"2","N1","T2",35,0.8268,0.1732,"LOW"
41,"2","N1","T2",35,0.8137,0.1863,"LOW"
42,"2","N1","T2",35,0.8331,0.1669,"LOW"
43,"2","N1","T2",35,0.8323,0.1677,"LOW"
44,"2","N1","T2",35,0.8305,0.1695,"LOW"
45,"2","N1","T2",35,0.8302,0.1698,"LOW"
46,"2","N1","T2",35,0.7556,0.2444,"LOW"
47,"2","N1","T2",35,0.7605,0.2395,"LOW"
48,"2","N1","T2",35,0.7559,0.2441,"LOW"
49,"2","N1","T2",35,0.7932,0.2068,"LOW"
50,"2","N1","T2",35,0.7754,0.2246,"LOW"
51,"2","N1","T2",35,0.8055,0.1945,"LOW"
52,"2","N1","T2",35,0.7884,0.2116,"LOW"
53,"2","N1","T2",35,0.7762,0.2238,"LOW"
54,"2","N1","T2",35,0.75,0.25,"LOW"
55,"2","N1","T2",35,0.7522,0.2478,"LOW"
56,"2","N1","T2",35,0.7599,0.2401,"LOW"
57,"2","N1","T2",35,0.7504,0.2496,"LOW"
58,"2","N1","T2",35,0.7485,0.2515,"LOW"
59,"2","N1","T2",35,0.727,0.273,"LOW"
60,"2","N1","T2",35,0.6922,0.3078,"LOW"
61,"2","N1","T2",35,0.6694,0.3306,"LOW"
62,"2","N1","T2",35,0.634,0.366,"LOW"
63,"2","N1","T2",35,0.6165,0.3835,"LOW"
64,"2","N1","T2",35,0.4954,0.5046,"HIGH"
65,"2","N1","T2",35,0.4937,0.5063,"HIGH"
66,"2","N1","T2",35,0.4938,0.5062,"HIGH"
67,"2","N1","T2",35,0.4648,0.5352,"HIGH"
68,"2","N1","T2",35,0.4356,0.5644,"HIGH"
69,"2","N1","T2",35,0.481,0.519,"HIGH"
70,"2","N1","T2",35,0.4457,0.5543,"HIGH"
71,"2","N1","T2",35,0.4845,0.5155,"HIGH"
72,"2","N1","T2",35,0.4784,0.5216,"HIGH"
73,"2","N1","T2",35,0.4574,0.5426,"HIGH"
74,"2","N1","T2",35,0.4888,0.5112,"HIGH"
75,"2","N1","T2",35,0.523,0.477,"LOW"
76,"2","N1","T2",35,0.5107,0.4893,"LOW"
77,"2","N1","T2",35,0.4835,0.5165,"HIGH"
78,"2","N1","T2",35,0.481,0.519,"HIGH"
79,"2","N1","T2",35,0.4991,0.5009,"HIGH"
80,"2","N1","T2",35,0.4901,0.5099,"HIGH"
81,"2","N1","T2",35,0.4689,0.5311,"HIGH"
82,"2","N1","T2",35,0.49,0.51,"HIGH"
83,"2","N1","T2",35,0.544,0.456,"LOW"
84,"2","N1","T2",35,0.552,0.448,"LOW"
85,"2","N1","T2",35,0.5637,0.4363,"LOW"
86,"2","N1","T2",35,0.6648,0.3352,"LOW"
87,"2","N1","T2",35,0.6391,0.3609,"LOW"
88,"2","N1","T2",35,0.6667,0.3333,"LOW"
89,"2","N1","T2",35,0.6969,0.3031,"LOW"
90,"2","N1","T2",35,0.6969,0.3031,"LOW"
91,"2","N1","T2",35,0.6969,0.3031,"LOW"
92,"2","N1","T2",35,0.6969,0.3031,"LOW"
93,"2","N1","T2",35,0.6969,0.3031,"LOW"
94,"2","N1","T2",35,0.6969,0.3031,"LOW"
95,"2","N1","T2",35,0.6969,0.3031,"LOW"
96,"2","N1","T2",35,0.6969,0.3031,"LOW"
97,"2","N1","T2",35,0.6969,0.3031,"LOW"
98,"2","N1","T2",35,0.6969,0.3031,"LOW"
99,"2","N1","T2",35,0.6969,0.3031,"LOW"
0,"1","N2","T2",35,0.8501,0.1499,"LOW"
1,"1","N2","T2",35,0.8501,0.1499,"LOW"
2,"1","N2","T2",35,0.8501,0.1499,"LOW"
3,"1","N2","T2",35,0.8501,0.1499,"LOW"
4,"1","N2","T2",35,0.8501,0.1499,"LOW"
5,"1","N2","T2",35,0.8501,0.1499,"LOW"
6,"1","N2","T2",35,0.8501,0.1499,"LOW"
7,"1","N2","T2",35,0.8501,0.1499,"LOW"
8,"1","N2","T2",35,0.8501,0.1499,"LOW"
9,"1","N2","T2",35,0.8501,0.1499,"LOW"
10,"1","N2","T2",35,0.8501,0.1499,"LOW"
11,"1","N2","T2",35,0.8501,0.1499,"LOW"
12,"1","N2","T2",35,0.8501,0.1499,"LOW"
13,"1","N2","T2",35,0.8501,0.1499,"LOW"
14,"1","N2","T2",35,0.8501,0.1499,"LOW"
15,"1","N2","T2",35,0.8501,0.1499,"LOW"
16,"1","N2","T2",35,0.8501,0.1499,"LOW"
17,"1","N2","T2",35,0.8501,0.1499,"LOW"
18,"1","N2","T2",35,0.8501,0.1499,"LOW"
19,"1","N2","T2",35,0.8501,0.1499,"LOW"
20,"1","N2","T2",35,0.8501,0.1499,"LOW"
21,"1","N2","T2",35,0.8521,0.1479,"LOW"
22,"1","N2","T2",35,0.8541,0.1459,"LOW"
23,"1","N2","T2",35,0.8521,0.1479,"LOW"
24,"1","N2","T2",35,0.8521,0.1479,"LOW"
25,"1","N2","T2",35,0.8486,0.1514,"LOW"
26,"1","N2","T2",35,0.8396,0.1604,"LOW"
27,"1","N2","T2",35,0.8413,0.1587,"LOW"
28,"1","N2","T2",35,0.8627,0.1373,"LOW"
29,"1","N2","T2",35,0.8677,0.1323,"LOW"
30,"1","N2","T2",35,0.8633,0.1367,"LOW"
31,"1","N2","T2",35,0.8633,0.1367,"LOW"
32,"1","N2","T2",35,0.8803,0.1197,"LOW"
33,"1","N2","T2",35,0.8799,0.1201,"LOW"
34,"1","N2","T2",35,0.8755,0.1245,"LOW"
35,"1","N2","T2",35,0.8648,0.1352,"LOW"
36,"1","N2","T2",35,0.8825,0.1175,"LOW"
37,"1","N2","T2",35,0.8825,0.1175,"LOW"
38,"1","N2","T2",35,0.8716,0.1284,"LOW"
39,"1","N2","T2",35,0.8643,0.1357,"LOW"
40,"1","N2","T2",35,0.8422,0.1578,"LOW"
41,"1","N2","T2",35,0.8316,0.1684,"LOW"
42,"1","N2","T2",35,0.7666,0.2334,"LOW"
43,"1","N2","T2",35,0.6969,0.3031,"LOW"
44,"1","N2","T2",35,0.7039,0.2961,"LOW"
45,"1","N2","T2",35,0.6858,0.3142,"LOW"
46,"1","N2","T2",35,0.658,0.342,"LOW"
47,"1","N2","T2",35,0.681,0.319,"LOW"
48,"1","N2","T2",35,0.7562,0.2438,"LOW"
49,"1","N2","T2",35,0.7608,0.2392,"LOW"
50,"1","N2","T2",35,0.6938,0.3062,"LOW"
51,"1","N2","T2",35,0.7987,0.2013,"LOW"
52,"1","N2","T2",35,0.8003,0.1997,"LOW"
53,"1","N2","T2",35,0.697,0.303,"LOW"
54,"1","N2","T2",35,0.7856,0.2144,"LOW"
55,"1","N2","T2",35,0.8125,0.1875,"LOW"
56,"1","N2","T2",35,0.7882,0.2118,"LOW"
57,"1","N2","T2",35,0.8385,0.1615,"LOW"
58,"1","N2","T2",35,0.8464,0.1536,"LOW"
59,"1","N2","T2",35,0.8264,0.1736,"LOW"
60,"1","N2","T2",35,0.8212,0.1788,"LOW"
61,"1","N2","T2",35,0.7941,0.2059,"LOW"
62,"1","N2","T2",35,0.8643,0.1357,"LOW"
63,"1","N2","T2",35,0.8175,0.1825,"LOW"
64,"1","N2","T2",35,0.8645,0.1355,"LOW"
65,"1","N2","T2",35,0.8213,0.1787,"LOW"
66,"1","N2","T2",35,0.8515,0.1485,"LOW"
67,"1","N2","T2",35,0.868,0.132,"LOW"
68,"1","N2","T2",35,0.7587,0.2413,"LOW"
69,"1","N2","T2",35,0.845,0.155,"LOW"
70,"1","N2","T2",35,0.8845,0.1155,"LOW"
71,"1","N2","T2",35,0.909,0.091,"LOW"
72,"1","N2","T2",35,0.9023,0.0977,"LOW"
73,"1","N2","T2",35,0.9201,0.0799,"LOW"
74,"1","N2","T2",35,0.9212,0.0788,"LOW"
75,"1","N2","T2",35,0.9162,0.0838,"LOW"
76,"1","N2","T2",35,0.9122,0.0878,"LOW"
77,"1","N2","T2",35,0.9221,0.0779,"LOW"
78,"1","N2","T2",35,0.9147,0.0853,"LOW"
79,"1","N2","T2",35,0.9245,0.0755,"LOW"
80,"1","N2","T2",35,0.9398,0.0602,"LOW"
81,"1","N2","T2",35,0.9383,0.0617,"LOW"
82,"1","N2","T2",35,0.9034,0.0966,"LOW"
83,"1","N2","T2",35,0.9037,0.0963,"LOW"
84,"1","N2","T2",35,0.8525,0.1475,"LOW"
85,"1","N2","T2",35,0.9108,0.0892,"LOW"
86,"1","N2","T2",35,0.8566,0.1434,"LOW"
87,"1","N2","T2",35,0.878,0.122,"LOW"
88,"1","N2","T2",35,0.8794,0.1206,"LOW"
89,"1","N2","T2",35,0.8887,0.1113,"LOW"
90,"1","N2","T2",35,0.8996,0.1004,"LOW"
91,"1","N2","T2",35,0.8996,0.1004,"LOW"
92,"1","N2","T2",35,0.8996,0.1004,"LOW"
93,"1","N2","T2",35,0.8996,0.1004,"LOW"
94,"1","N2","T2",35,0.8996,0.1004,"LOW"
95,"1","N2","T2",35,0.8996,0.1004,"LOW"
96,"1","N2","T2",35,0.8996,0.1004,"LOW"
97,"1","N2","T2",35,0.8996,0.1004,"LOW"
98,"1","N2","T2",35,0.8996,0.1004,"LOW"
99,"1","N2","T2",35,0.8996,0.1004,"LOW"
0,"2","N2","T2",35,0.8138,0.1862,"LOW"
1,"2","N2","T2",35,0.8138,0.1862,"LOW"
2,"2","N2","T2",35,0.8138,0.1862,"LOW"
3,"2","N2","T2",35,0.8138,0.1862,"LOW"
4,"2","N2","T2",35,0.8138,0.1862,"LOW"
5,"2","N2","T2",35,0.8138,0.1862,"LOW"
6,"2","N2","T2",35,0.8138,0.1862,"LOW"
7,"2","N2","T2",35,0.8138,0.1862,"LOW"
8,"2","N2","T2",35,0.8138,0.1862,"LOW"
9,"2","N2","T2",35,0.8138,0.1862,"LOW"
10,"2","N2","T2",35,0.8138,0.1862,"LOW"
11,"2","N2","T2",35,0.8138,0.1862,"LOW"
12,"2","N2","T2",35,0.8138,0.1862,"LOW"
13,"2","N2","T2",35,0.8138,0.1862,"LOW"
14,"2","N2","T2",35,0.8138,0.1862,"LOW"
15,"2","N2","T2",35,0.8138,0.1862,"LOW"
16,"2","N2","T2",35,0.8138,0.1862,"LOW"
17,"2","N2","T2",35,0.8138,0.1862,"LOW"
18,"2","N2","T2",35,0.8138,0.1862,"LOW"
19,"2","N2","T2",35,0.8138,0.1862,"LOW"
20,"2","N2","T2",35,0.8138,0.1862,"LOW"
21,"2","N2","T2",35,0.8158,0.1842,"LOW"
22,"2","N2","T2",35,0.8178,0.1822,"LOW"
23,"2","N2","T2",35,0.8178,0.1822,"LOW"
24,"2","N2","T2",35,0.8168,0.1832,"LOW"
25,"2","N2","T2",35,0.814,0.186,"LOW"
26,"2","N2","T2",35,0.7976,0.2024,"LOW"
27,"2","N2","T2",35,0.8146,0.1854,"LOW"
28,"2","N2","T2",35,0.828,0.172,"LOW"
29,"2","N2","T2",35,0.8263,0.1737,"LOW"
30,"2","N2","T2",35,0.8289,0.1711,"LOW"
31,"2","N2","T2",35,0.8289,0.1711,"LOW"
32,"2","N2","T2",35,0.8453,0.1547,"LOW"
33,"2","N2","T2",35,0.8456,0.1544,"LOW"
34,"2","N2","T2",35,0.8385,0.1615,"LOW"
35,"2","N2","T2",35,0.8296,0.1704,"LOW"
36,"2","N2","T2",35,0.8336,0.1664,"LOW"
37,"2","N2","T2",35,0.8358,0.1642,"LOW"
38,"2","N2","T2",35,0.8368,0.1632,"LOW"
39,"2","N2","T2",35,0.8379,0.1621,"LOW"
40,"2","N2","T2",35,0.8169,0.1831,"LOW"
41,"2","N2","T2",35,0.8183,0.1817,"LOW"
42,"2","N2","T2",35,0.8127,0.1873,"LOW"
43,"2","N2","T2",35,0.7633,0.2367,"LOW"
44,"2","N2","T2",35,0.7605,0.2395,"LOW"
45,"2","N2","T2",35,0.6925,0.3075,"LOW"
46,"2","N2","T2",35,0.632,0.368,"LOW"
47,"2","N2","T2",35,0.6976,0.3024,"LOW"
48,"2","N2","T2",35,0.7075,0.2925,"LOW"
49,"2","N2","T2",35,0.7295,0.2705,"LOW"
50,"2","N2","T2",35,0.7287,0.2713,"LOW"
51,"2","N2","T2",35,0.7811,0.2189,"LOW"
52,"2","N2","T2",35,0.775,0.225,"LOW"
53,"2","N2","T2",35,0.7215,0.2785,"LOW"
54,"2","N2","T2",35,0.7539,0.2461,"LOW"
55,"2","N2","T2",35,0.7454,0.2546,"LOW"
56,"2","N2","T2",35,0.6983,0.3017,"LOW"
57,"2","N2","T2",35,0.7308,0.2692,"LOW"
58,"2","N2","T2",35,0.7476,0.2524,"LOW"
59,"2","N2","T2",35,0.665,0.335,"LOW"
60,"2","N2","T2",35,0.6775,0.3225,"LOW"
61,"2","N2","T2",35,0.6659,0.3341,"LOW"
62,"2","N2","T2",35,0.8154,0.1846,"LOW"
63,"2","N2","T2",35,0.798,0.202,"LOW"
64,"2","N2","T2",35,0.8112,0.1888,"LOW"
65,"2","N2","T2",35,0.8159,0.1841,"LOW"
66,"2","N2","T2",35,0.8289,0.1711,"LOW"
67,"2","N2","T2",35,0.8343,0.1657,"LOW"
68,"2","N2","T2",35,0.7653,0.2347,"LOW"
69,"2","N2","T2",35,0.8318,0.1682,"LOW"
70,"2","N2","T2",35,0.8084,0.1916,"LOW"
71,"2","N2","T2",35,0.8203,0.1797,"LOW"
72,"2","N2","T2",35,0.7453,0.2547,"LOW"
73,"2","N2","T2",35,0.75,0.25,"LOW"
74,"2","N2","T2",35,0.8162,0.1838,"LOW"
75,"2","N2","T2",35,0.73,0.27,"LOW"
76,"2","N2","T2",35,0.7146,0.2854,"LOW"
77,"2","N2","T2",35,0.7601,0.2399,"LOW"
78,"2","N2","T2",35,0.6777,0.3223,"LOW"
79,"2","N2","T2",35,0.771,0.229,"LOW"
80,"2","N2","T2",35,0.8042,0.1958,"LOW"
81,"2","N2","T2",35,0.798,0.202,"LOW"
82,"2","N2","T2",35,0.7356,0.2644,"LOW"
83,"2","N2","T2",35,0.7832,0.2168,"LOW"
84,"2","N2","T2",35,0.7932,0.2068,"LOW"
85,"2","N2","T2",35,0.8046,0.1954,"LOW"
86,"2","N2","T2",35,0.6677,0.3323,"LOW"
87,"2","N2","T2",35,0.7312,0.2688,"LOW"
88,"2","N2","T2",35,0.7338,0.2662,"LOW"
89,"2","N2","T2",35,0.7468,0.2532,"LOW"
90,"2","N2","T2",35,0.742,0.258,"LOW"
91,"2","N2","T2",35,0.742,0.258,"LOW"
92,"2","N2","T2",35,0.742,0.258,"LOW"
93,"2","N2","T2",35,0.742,0.258,"LOW"
94,"2","N2","T2",35,0.742,0.258,"LOW"
95,"2","N2","T2",35,0.742,0.258,"LOW"
96,"2","N2","T2",35,0.742,0.258,"LOW"
97,"2","N2","T2",35,0.742,0.258,"LOW"
98,"2","N2","T2",35,0.742,0.258,"LOW"
99,"2","N2","T2",35,0.742,0.258,"LOW"
