"AGE","TNM_N_cat","TNM_T_cat","prostate_psa","prostate_cores","prostate_gs_cat","no_metastasis","metastasis","risk_level"
11,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
12,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
13,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
14,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
15,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
16,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
17,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
18,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
19,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
20,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
21,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
22,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
23,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
24,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
25,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
26,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
27,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
28,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
29,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
30,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
31,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
32,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
33,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
34,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
35,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
36,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
37,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
38,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
39,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
40,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
41,"N0","T2",15,0.5,"Grade group 1",0.999,0.001,"LOW"
42,"N0","T2",15,0.5,"Grade group 1",0.999,0.001,"LOW"
43,"N0","T2",15,0.5,"Grade group 1",0.999,0.001,"LOW"
44,"N0","T2",15,0.5,"Grade group 1",0.999,0.001,"LOW"
45,"N0","T2",15,0.5,"Grade group 1",0.999,0.001,"LOW"
46,"N0","T2",15,0.5,"Grade group 1",0.999,0.001,"LOW"
47,"N0","T2",15,0.5,"Grade group 1",0.9988,0.0012,"LOW"
48,"N0","T2",15,0.5,"Grade group 1",0.9988,0.0012,"LOW"
49,"N0","T2",15,0.5,"Grade group 1",0.9963,0.0037,"LOW"
50,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
51,"N0","T2",15,0.5,"Grade group 1",0.9978,0.0022,"LOW"
52,"N0","T2",15,0.5,"Grade group 1",0.9994,6e-04,"LOW"
53,"N0","T2",15,0.5,"Grade group 1",0.9995,5e-04,"LOW"
54,"N0","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
55,"N0","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
56,"N0","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
57,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
58,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
59,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
60,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
61,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
62,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
63,"N0","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
64,"N0","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
65,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
66,"N0","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
67,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
68,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
69,"N0","T2",15,0.5,"Grade group 1",0.9997,3e-04,"LOW"
70,"N0","T2",15,0.5,"Grade group 1",0.9994,6e-04,"LOW"
71,"N0","T2",15,0.5,"Grade group 1",0.9993,7e-04,"LOW"
72,"N0","T2",15,0.5,"Grade group 1",0.9992,8e-04,"LOW"
73,"N0","T2",15,0.5,"Grade group 1",0.9986,0.0014,"LOW"
74,"N0","T2",15,0.5,"Grade group 1",0.9983,0.0017,"LOW"
75,"N0","T2",15,0.5,"Grade group 1",0.9904,0.0096,"LOW"
76,"N0","T2",15,0.5,"Grade group 1",0.9986,0.0014,"LOW"
77,"N0","T2",15,0.5,"Grade group 1",0.999,0.001,"LOW"
78,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
79,"N0","T2",15,0.5,"Grade group 1",0.9992,8e-04,"LOW"
80,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
81,"N0","T2",15,0.5,"Grade group 1",0.998,0.002,"LOW"
82,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
83,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
84,"N0","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
85,"N0","T2",15,0.5,"Grade group 1",0.9994,6e-04,"LOW"
86,"N0","T2",15,0.5,"Grade group 1",0.9993,7e-04,"LOW"
87,"N0","T2",15,0.5,"Grade group 1",0.9993,7e-04,"LOW"
88,"N0","T2",15,0.5,"Grade group 1",0.9992,8e-04,"LOW"
89,"N0","T2",15,0.5,"Grade group 1",0.9992,8e-04,"LOW"
90,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
91,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
92,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
93,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
94,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
95,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
96,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
97,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
98,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
99,"N0","T2",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
0,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
1,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
2,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
3,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
4,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
5,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
6,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
7,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
8,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
9,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
10,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
11,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
12,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
13,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
14,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
15,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
16,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
17,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
18,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
19,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
20,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
21,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
22,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
23,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
24,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
25,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
26,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
27,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
28,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
29,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
30,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
31,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
32,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
33,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
34,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
35,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
36,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
37,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
38,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
39,"N1","T2",15,0.5,"Grade group 1",0.7383,0.2617,"LOW"
40,"N1","T2",15,0.5,"Grade group 1",0.7399,0.2601,"LOW"
41,"N1","T2",15,0.5,"Grade group 1",0.7399,0.2601,"LOW"
42,"N1","T2",15,0.5,"Grade group 1",0.7419,0.2581,"LOW"
43,"N1","T2",15,0.5,"Grade group 1",0.7419,0.2581,"LOW"
44,"N1","T2",15,0.5,"Grade group 1",0.7439,0.2561,"LOW"
45,"N1","T2",15,0.5,"Grade group 1",0.7319,0.2681,"LOW"
46,"N1","T2",15,0.5,"Grade group 1",0.7229,0.2771,"LOW"
47,"N1","T2",15,0.5,"Grade group 1",0.7283,0.2717,"LOW"
48,"N1","T2",15,0.5,"Grade group 1",0.7283,0.2717,"LOW"
49,"N1","T2",15,0.5,"Grade group 1",0.7158,0.2842,"LOW"
50,"N1","T2",15,0.5,"Grade group 1",0.6998,0.3002,"LOW"
51,"N1","T2",15,0.5,"Grade group 1",0.7294,0.2706,"LOW"
52,"N1","T2",15,0.5,"Grade group 1",0.7593,0.2407,"LOW"
53,"N1","T2",15,0.5,"Grade group 1",0.783,0.217,"LOW"
54,"N1","T2",15,0.5,"Grade group 1",0.8052,0.1948,"LOW"
55,"N1","T2",15,0.5,"Grade group 1",0.8143,0.1857,"LOW"
56,"N1","T2",15,0.5,"Grade group 1",0.8203,0.1797,"LOW"
57,"N1","T2",15,0.5,"Grade group 1",0.8362,0.1638,"LOW"
58,"N1","T2",15,0.5,"Grade group 1",0.8417,0.1583,"LOW"
59,"N1","T2",15,0.5,"Grade group 1",0.8517,0.1483,"LOW"
60,"N1","T2",15,0.5,"Grade group 1",0.8599,0.1401,"LOW"
61,"N1","T2",15,0.5,"Grade group 1",0.8548,0.1452,"LOW"
62,"N1","T2",15,0.5,"Grade group 1",0.8538,0.1462,"LOW"
63,"N1","T2",15,0.5,"Grade group 1",0.8631,0.1369,"LOW"
64,"N1","T2",15,0.5,"Grade group 1",0.8366,0.1634,"LOW"
65,"N1","T2",15,0.5,"Grade group 1",0.8189,0.1811,"LOW"
66,"N1","T2",15,0.5,"Grade group 1",0.8388,0.1612,"LOW"
67,"N1","T2",15,0.5,"Grade group 1",0.828,0.172,"LOW"
68,"N1","T2",15,0.5,"Grade group 1",0.8346,0.1654,"LOW"
69,"N1","T2",15,0.5,"Grade group 1",0.8487,0.1513,"LOW"
70,"N1","T2",15,0.5,"Grade group 1",0.8597,0.1403,"LOW"
71,"N1","T2",15,0.5,"Grade group 1",0.8662,0.1338,"LOW"
72,"N1","T2",15,0.5,"Grade group 1",0.8709,0.1291,"LOW"
73,"N1","T2",15,0.5,"Grade group 1",0.8831,0.1169,"LOW"
74,"N1","T2",15,0.5,"Grade group 1",0.8872,0.1128,"LOW"
75,"N1","T2",15,0.5,"Grade group 1",0.8944,0.1056,"LOW"
76,"N1","T2",15,0.5,"Grade group 1",0.8923,0.1077,"LOW"
77,"N1","T2",15,0.5,"Grade group 1",0.8947,0.1053,"LOW"
78,"N1","T2",15,0.5,"Grade group 1",0.9043,0.0957,"LOW"
79,"N1","T2",15,0.5,"Grade group 1",0.8975,0.1025,"LOW"
80,"N1","T2",15,0.5,"Grade group 1",0.9023,0.0977,"LOW"
81,"N1","T2",15,0.5,"Grade group 1",0.9088,0.0912,"LOW"
82,"N1","T2",15,0.5,"Grade group 1",0.8816,0.1184,"LOW"
83,"N1","T2",15,0.5,"Grade group 1",0.8702,0.1298,"LOW"
84,"N1","T2",15,0.5,"Grade group 1",0.8542,0.1458,"LOW"
85,"N1","T2",15,0.5,"Grade group 1",0.8042,0.1958,"LOW"
86,"N1","T2",15,0.5,"Grade group 1",0.8024,0.1976,"LOW"
87,"N1","T2",15,0.5,"Grade group 1",0.7931,0.2069,"LOW"
88,"N1","T2",15,0.5,"Grade group 1",0.786,0.214,"LOW"
89,"N1","T2",15,0.5,"Grade group 1",0.774,0.226,"LOW"
90,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
91,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
92,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
93,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
94,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
95,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
96,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
97,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
98,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
99,"N1","T2",15,0.5,"Grade group 1",0.7653,0.2347,"LOW"
0,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
1,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
2,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
3,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
4,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
5,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
6,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
7,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
8,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
9,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
10,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
11,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
12,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
13,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
14,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
15,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
16,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
17,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
18,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
19,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
20,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
21,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
22,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
23,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
24,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
25,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
26,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
27,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
28,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
29,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
30,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
31,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
32,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
33,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
34,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
35,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
36,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
37,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
38,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
39,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
40,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
41,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9752,0.0248,"LOW"
42,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9749,0.0251,"LOW"
43,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9746,0.0254,"LOW"
44,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9661,0.0339,"LOW"
45,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9579,0.0421,"LOW"
46,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9458,0.0542,"LOW"
47,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9231,0.0769,"LOW"
48,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9565,0.0435,"LOW"
49,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9629,0.0371,"LOW"
50,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9293,0.0707,"LOW"
51,"Other/Unknown","T2",15,0.5,"Grade group 1",0.972,0.028,"LOW"
52,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9836,0.0164,"LOW"
53,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9888,0.0112,"LOW"
54,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9983,0.0017,"LOW"
55,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9986,0.0014,"LOW"
56,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9988,0.0012,"LOW"
57,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9988,0.0012,"LOW"
58,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9989,0.0011,"LOW"
59,"Other/Unknown","T2",15,0.5,"Grade group 1",0.999,0.001,"LOW"
60,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
61,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9992,8e-04,"LOW"
62,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9993,7e-04,"LOW"
63,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9993,7e-04,"LOW"
64,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9994,6e-04,"LOW"
65,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9994,6e-04,"LOW"
66,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9994,6e-04,"LOW"
67,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9995,5e-04,"LOW"
68,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9995,5e-04,"LOW"
69,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9995,5e-04,"LOW"
70,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9994,6e-04,"LOW"
71,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9992,8e-04,"LOW"
72,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9978,0.0022,"LOW"
73,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9991,9e-04,"LOW"
74,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9994,6e-04,"LOW"
75,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9974,0.0026,"LOW"
76,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9995,5e-04,"LOW"
77,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
78,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
79,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
80,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
81,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9973,0.0027,"LOW"
82,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9975,0.0025,"LOW"
83,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9976,0.0024,"LOW"
84,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9976,0.0024,"LOW"
85,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
86,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9996,4e-04,"LOW"
87,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9966,0.0034,"LOW"
88,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9936,0.0064,"LOW"
89,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9976,0.0024,"LOW"
90,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
91,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
92,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
93,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
94,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
95,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
96,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
97,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
98,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
99,"Other/Unknown","T2",15,0.5,"Grade group 1",0.9926,0.0074,"LOW"
0,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
1,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
2,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
3,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
4,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
5,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
6,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
7,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
8,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
9,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
10,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
11,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
12,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
13,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
14,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
15,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
16,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
17,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
18,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
19,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
20,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
21,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
22,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
23,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
24,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
25,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
26,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
27,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
28,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
29,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
30,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
31,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
32,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
33,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
34,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
35,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
36,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
37,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
38,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
39,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
40,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
41,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
42,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
43,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
44,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
45,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
46,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
47,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
48,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
49,"N0","T3",15,0.5,"Grade group 1",0.9987,0.0013,"LOW"
50,"N0","T3",15,0.5,"Grade group 1",0.9985,0.0015,"LOW"
51,"N0","T3",15,0.5,"Grade group 1",0.9983,0.0017,"LOW"
52,"N0","T3",15,0.5,"Grade group 1",0.9963,0.0037,"LOW"
53,"N0","T3",15,0.5,"Grade group 1",0.9981,0.0019,"LOW"
54,"N0","T3",15,0.5,"Grade group 1",0.9979,0.0021,"LOW"
55,"N0","T3",15,0.5,"Grade group 1",0.9982,0.0018,"LOW"
