"AGE","TNM_N_cat","TNM_T_cat","prostate_psa","prostate_cores","prostate_gs_cat","no_metastasis","metastasis","risk_level"
95,"N0","Other/Unknown",15,0.1,"Grade group 4",0.8818,0.1182,"LOW"
96,"N0","Other/Unknown",15,0.1,"Grade group 4",0.8818,0.1182,"LOW"
97,"N0","Other/Unknown",15,0.1,"Grade group 4",0.8818,0.1182,"LOW"
98,"N0","Other/Unknown",15,0.1,"Grade group 4",0.8818,0.1182,"LOW"
99,"N0","Other/Unknown",15,0.1,"Grade group 4",0.8818,0.1182,"LOW"
0,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
1,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
2,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
3,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
4,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
5,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
6,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
7,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
8,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
9,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
10,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
11,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
12,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
13,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
14,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
15,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
16,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
17,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
18,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
19,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
20,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
21,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
22,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
23,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
24,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
25,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
26,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
27,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
28,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
29,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
30,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
31,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
32,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
33,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
34,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
35,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
36,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
37,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
38,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
39,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
40,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
41,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
42,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
43,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
44,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
45,"N1","Other/Unknown",15,0.1,"Grade group 4",0.272,0.728,"HIGH"
46,"N1","Other/Unknown",15,0.1,"Grade group 4",0.274,0.726,"HIGH"
47,"N1","Other/Unknown",15,0.1,"Grade group 4",0.28,0.72,"HIGH"
48,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2814,0.7186,"HIGH"
49,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2814,0.7186,"HIGH"
50,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2814,0.7186,"HIGH"
51,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2804,0.7196,"HIGH"
52,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2784,0.7216,"HIGH"
53,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2844,0.7156,"HIGH"
54,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2817,0.7183,"HIGH"
55,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2827,0.7173,"HIGH"
56,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2886,0.7114,"HIGH"
57,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2866,0.7134,"HIGH"
58,"N1","Other/Unknown",15,0.1,"Grade group 4",0.2978,0.7022,"HIGH"
59,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3266,0.6734,"HIGH"
60,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3377,0.6623,"HIGH"
61,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3593,0.6407,"HIGH"
62,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3859,0.6141,"HIGH"
63,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3985,0.6015,"HIGH"
64,"N1","Other/Unknown",15,0.1,"Grade group 4",0.4693,0.5307,"HIGH"
65,"N1","Other/Unknown",15,0.1,"Grade group 4",0.4996,0.5004,"HIGH"
66,"N1","Other/Unknown",15,0.1,"Grade group 4",0.5212,0.4788,"LOW"
67,"N1","Other/Unknown",15,0.1,"Grade group 4",0.52,0.48,"LOW"
68,"N1","Other/Unknown",15,0.1,"Grade group 4",0.5081,0.4919,"LOW"
69,"N1","Other/Unknown",15,0.1,"Grade group 4",0.5341,0.4659,"LOW"
70,"N1","Other/Unknown",15,0.1,"Grade group 4",0.5432,0.4568,"LOW"
71,"N1","Other/Unknown",15,0.1,"Grade group 4",0.54,0.46,"LOW"
72,"N1","Other/Unknown",15,0.1,"Grade group 4",0.537,0.463,"LOW"
73,"N1","Other/Unknown",15,0.1,"Grade group 4",0.527,0.473,"LOW"
74,"N1","Other/Unknown",15,0.1,"Grade group 4",0.5113,0.4887,"LOW"
75,"N1","Other/Unknown",15,0.1,"Grade group 4",0.4976,0.5024,"HIGH"
76,"N1","Other/Unknown",15,0.1,"Grade group 4",0.4658,0.5342,"HIGH"
77,"N1","Other/Unknown",15,0.1,"Grade group 4",0.4528,0.5472,"HIGH"
78,"N1","Other/Unknown",15,0.1,"Grade group 4",0.4269,0.5731,"HIGH"
79,"N1","Other/Unknown",15,0.1,"Grade group 4",0.4063,0.5937,"HIGH"
80,"N1","Other/Unknown",15,0.1,"Grade group 4",0.4062,0.5938,"HIGH"
81,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3812,0.6188,"HIGH"
82,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3773,0.6227,"HIGH"
83,"N1","Other/Unknown",15,0.1,"Grade group 4",0.357,0.643,"HIGH"
84,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3458,0.6542,"HIGH"
85,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3422,0.6578,"HIGH"
86,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3429,0.6571,"HIGH"
87,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3469,0.6531,"HIGH"
88,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3507,0.6493,"HIGH"
89,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3556,0.6444,"HIGH"
90,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
91,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
92,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
93,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
94,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
95,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
96,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
97,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
98,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
99,"N1","Other/Unknown",15,0.1,"Grade group 4",0.3456,0.6544,"HIGH"
0,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
1,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
2,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
3,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
4,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
5,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
6,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
7,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
8,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
9,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
10,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
11,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
12,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
13,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
14,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
15,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
16,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
17,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
18,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
19,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
20,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
21,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
22,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
23,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
24,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
25,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
26,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
27,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
28,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
29,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9768,0.0232,"LOW"
30,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9768,0.0232,"LOW"
31,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9768,0.0232,"LOW"
32,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9768,0.0232,"LOW"
33,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9768,0.0232,"LOW"
34,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9768,0.0232,"LOW"
35,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9768,0.0232,"LOW"
36,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9768,0.0232,"LOW"
37,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9788,0.0212,"LOW"
38,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9788,0.0212,"LOW"
39,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9788,0.0212,"LOW"
40,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9798,0.0202,"LOW"
41,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9798,0.0202,"LOW"
42,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9798,0.0202,"LOW"
43,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9798,0.0202,"LOW"
44,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9798,0.0202,"LOW"
45,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9798,0.0202,"LOW"
46,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9789,0.0211,"LOW"
47,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9789,0.0211,"LOW"
48,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9787,0.0213,"LOW"
49,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9778,0.0222,"LOW"
50,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9773,0.0227,"LOW"
51,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9698,0.0302,"LOW"
52,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9754,0.0246,"LOW"
53,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9711,0.0289,"LOW"
54,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.974,0.026,"LOW"
55,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9759,0.0241,"LOW"
56,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9754,0.0246,"LOW"
57,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9753,0.0247,"LOW"
58,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9756,0.0244,"LOW"
59,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9733,0.0267,"LOW"
60,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9685,0.0315,"LOW"
61,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9566,0.0434,"LOW"
62,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9445,0.0555,"LOW"
63,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9647,0.0353,"LOW"
64,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9716,0.0284,"LOW"
65,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9563,0.0437,"LOW"
66,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9717,0.0283,"LOW"
67,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9702,0.0298,"LOW"
68,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9629,0.0371,"LOW"
69,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.961,0.039,"LOW"
70,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9345,0.0655,"LOW"
71,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.8966,0.1034,"LOW"
72,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9463,0.0537,"LOW"
73,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.96,0.04,"LOW"
74,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9538,0.0462,"LOW"
75,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9304,0.0696,"LOW"
76,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9517,0.0483,"LOW"
77,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9356,0.0644,"LOW"
78,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9431,0.0569,"LOW"
79,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.9227,0.0773,"LOW"
80,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.8971,0.1029,"LOW"
81,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.8343,0.1657,"LOW"
82,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.849,0.151,"LOW"
83,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.8846,0.1154,"LOW"
84,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.8903,0.1097,"LOW"
85,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.892,0.108,"LOW"
86,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.8804,0.1196,"LOW"
87,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.8426,0.1574,"LOW"
88,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.7865,0.2135,"LOW"
89,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.7398,0.2602,"LOW"
90,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
91,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
92,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
93,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
94,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
95,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
96,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
97,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
98,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
99,"Other/Unknown","Other/Unknown",15,0.1,"Grade group 4",0.6482,0.3518,"LOW"
0,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
1,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
2,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
3,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
4,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
5,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
6,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
7,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
8,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
9,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
10,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
11,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
12,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
13,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
14,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
15,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
16,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
17,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
18,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
19,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
20,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
21,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
22,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
23,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
24,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
25,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
26,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
27,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
28,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
29,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
30,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
31,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
32,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
33,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
34,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
35,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
36,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
37,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
38,"N0","T1",15,0.1,"Grade group 4",0.9935,0.0065,"LOW"
39,"N0","T1",15,0.1,"Grade group 4",0.9935,0.0065,"LOW"
40,"N0","T1",15,0.1,"Grade group 4",0.9934,0.0066,"LOW"
41,"N0","T1",15,0.1,"Grade group 4",0.9938,0.0062,"LOW"
42,"N0","T1",15,0.1,"Grade group 4",0.9942,0.0058,"LOW"
43,"N0","T1",15,0.1,"Grade group 4",0.9941,0.0059,"LOW"
44,"N0","T1",15,0.1,"Grade group 4",0.9941,0.0059,"LOW"
45,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
46,"N0","T1",15,0.1,"Grade group 4",0.9939,0.0061,"LOW"
47,"N0","T1",15,0.1,"Grade group 4",0.9936,0.0064,"LOW"
48,"N0","T1",15,0.1,"Grade group 4",0.9935,0.0065,"LOW"
49,"N0","T1",15,0.1,"Grade group 4",0.9934,0.0066,"LOW"
50,"N0","T1",15,0.1,"Grade group 4",0.9931,0.0069,"LOW"
51,"N0","T1",15,0.1,"Grade group 4",0.9926,0.0074,"LOW"
52,"N0","T1",15,0.1,"Grade group 4",0.9926,0.0074,"LOW"
53,"N0","T1",15,0.1,"Grade group 4",0.9924,0.0076,"LOW"
54,"N0","T1",15,0.1,"Grade group 4",0.9919,0.0081,"LOW"
55,"N0","T1",15,0.1,"Grade group 4",0.9918,0.0082,"LOW"
56,"N0","T1",15,0.1,"Grade group 4",0.9895,0.0105,"LOW"
57,"N0","T1",15,0.1,"Grade group 4",0.9913,0.0087,"LOW"
58,"N0","T1",15,0.1,"Grade group 4",0.9905,0.0095,"LOW"
59,"N0","T1",15,0.1,"Grade group 4",0.9896,0.0104,"LOW"
60,"N0","T1",15,0.1,"Grade group 4",0.9895,0.0105,"LOW"
61,"N0","T1",15,0.1,"Grade group 4",0.9892,0.0108,"LOW"
62,"N0","T1",15,0.1,"Grade group 4",0.9879,0.0121,"LOW"
63,"N0","T1",15,0.1,"Grade group 4",0.9881,0.0119,"LOW"
64,"N0","T1",15,0.1,"Grade group 4",0.9851,0.0149,"LOW"
65,"N0","T1",15,0.1,"Grade group 4",0.9768,0.0232,"LOW"
66,"N0","T1",15,0.1,"Grade group 4",0.9863,0.0137,"LOW"
67,"N0","T1",15,0.1,"Grade group 4",0.9848,0.0152,"LOW"
68,"N0","T1",15,0.1,"Grade group 4",0.9834,0.0166,"LOW"
69,"N0","T1",15,0.1,"Grade group 4",0.9753,0.0247,"LOW"
70,"N0","T1",15,0.1,"Grade group 4",0.9771,0.0229,"LOW"
71,"N0","T1",15,0.1,"Grade group 4",0.9835,0.0165,"LOW"
72,"N0","T1",15,0.1,"Grade group 4",0.9875,0.0125,"LOW"
73,"N0","T1",15,0.1,"Grade group 4",0.9886,0.0114,"LOW"
74,"N0","T1",15,0.1,"Grade group 4",0.9886,0.0114,"LOW"
75,"N0","T1",15,0.1,"Grade group 4",0.9887,0.0113,"LOW"
76,"N0","T1",15,0.1,"Grade group 4",0.9898,0.0102,"LOW"
77,"N0","T1",15,0.1,"Grade group 4",0.9898,0.0102,"LOW"
78,"N0","T1",15,0.1,"Grade group 4",0.9821,0.0179,"LOW"
79,"N0","T1",15,0.1,"Grade group 4",0.9858,0.0142,"LOW"
80,"N0","T1",15,0.1,"Grade group 4",0.9805,0.0195,"LOW"
81,"N0","T1",15,0.1,"Grade group 4",0.9663,0.0337,"LOW"
82,"N0","T1",15,0.1,"Grade group 4",0.9769,0.0231,"LOW"
83,"N0","T1",15,0.1,"Grade group 4",0.955,0.045,"LOW"
84,"N0","T1",15,0.1,"Grade group 4",0.9697,0.0303,"LOW"
85,"N0","T1",15,0.1,"Grade group 4",0.958,0.042,"LOW"
86,"N0","T1",15,0.1,"Grade group 4",0.9027,0.0973,"LOW"
87,"N0","T1",15,0.1,"Grade group 4",0.9056,0.0944,"LOW"
88,"N0","T1",15,0.1,"Grade group 4",0.9334,0.0666,"LOW"
89,"N0","T1",15,0.1,"Grade group 4",0.955,0.045,"LOW"
90,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
91,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
92,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
93,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
94,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
95,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
96,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
97,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
98,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
99,"N0","T1",15,0.1,"Grade group 4",0.9656,0.0344,"LOW"
0,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
1,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
2,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
3,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
4,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
5,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
6,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
7,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
8,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
9,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
10,"N1","T1",15,0.1,"Grade group 4",0.4891,0.5109,"HIGH"
