"AGE","TNM_N_cat","TNM_T_cat","ovary_ca125_cat","no_metastasis","metastasis","risk_level"
95,"N0","T2","Negative/normal; within normal limits",0.8036,0.1964,"LOW"
96,"N0","T2","Negative/normal; within normal limits",0.8036,0.1964,"LOW"
97,"N0","T2","Negative/normal; within normal limits",0.8036,0.1964,"LOW"
98,"N0","T2","Negative/normal; within normal limits",0.8036,0.1964,"LOW"
99,"N0","T2","Negative/normal; within normal limits",0.8036,0.1964,"LOW"
0,"N1","T2","Negative/normal; within normal limits",0.6848,0.3152,"LOW"
1,"N1","T2","Negative/normal; within normal limits",0.6848,0.3152,"LOW"
2,"N1","T2","Negative/normal; within normal limits",0.6883,0.3117,"LOW"
3,"N1","T2","Negative/normal; within normal limits",0.6903,0.3097,"LOW"
4,"N1","T2","Negative/normal; within normal limits",0.6903,0.3097,"LOW"
5,"N1","T2","Negative/normal; within normal limits",0.6903,0.3097,"LOW"
6,"N1","T2","Negative/normal; within normal limits",0.6843,0.3157,"LOW"
7,"N1","T2","Negative/normal; within normal limits",0.6843,0.3157,"LOW"
8,"N1","T2","Negative/normal; within normal limits",0.6843,0.3157,"LOW"
9,"N1","T2","Negative/normal; within normal limits",0.6843,0.3157,"LOW"
10,"N1","T2","Negative/normal; within normal limits",0.6926,0.3074,"LOW"
11,"N1","T2","Negative/normal; within normal limits",0.6946,0.3054,"LOW"
12,"N1","T2","Negative/normal; within normal limits",0.7002,0.2998,"LOW"
13,"N1","T2","Negative/normal; within normal limits",0.7002,0.2998,"LOW"
14,"N1","T2","Negative/normal; within normal limits",0.6982,0.3018,"LOW"
15,"N1","T2","Negative/normal; within normal limits",0.6867,0.3133,"LOW"
16,"N1","T2","Negative/normal; within normal limits",0.6884,0.3116,"LOW"
17,"N1","T2","Negative/normal; within normal limits",0.6739,0.3261,"LOW"
18,"N1","T2","Negative/normal; within normal limits",0.5818,0.4182,"LOW"
19,"N1","T2","Negative/normal; within normal limits",0.5648,0.4352,"LOW"
20,"N1","T2","Negative/normal; within normal limits",0.6518,0.3482,"LOW"
21,"N1","T2","Negative/normal; within normal limits",0.6518,0.3482,"LOW"
22,"N1","T2","Negative/normal; within normal limits",0.5419,0.4581,"LOW"
23,"N1","T2","Negative/normal; within normal limits",0.534,0.466,"LOW"
24,"N1","T2","Negative/normal; within normal limits",0.6934,0.3066,"LOW"
25,"N1","T2","Negative/normal; within normal limits",0.6985,0.3015,"LOW"
26,"N1","T2","Negative/normal; within normal limits",0.7058,0.2942,"LOW"
27,"N1","T2","Negative/normal; within normal limits",0.7168,0.2832,"LOW"
28,"N1","T2","Negative/normal; within normal limits",0.7133,0.2867,"LOW"
29,"N1","T2","Negative/normal; within normal limits",0.7427,0.2573,"LOW"
30,"N1","T2","Negative/normal; within normal limits",0.7403,0.2597,"LOW"
31,"N1","T2","Negative/normal; within normal limits",0.7431,0.2569,"LOW"
32,"N1","T2","Negative/normal; within normal limits",0.7406,0.2594,"LOW"
33,"N1","T2","Negative/normal; within normal limits",0.747,0.253,"LOW"
34,"N1","T2","Negative/normal; within normal limits",0.6932,0.3068,"LOW"
35,"N1","T2","Negative/normal; within normal limits",0.6771,0.3229,"LOW"
36,"N1","T2","Negative/normal; within normal limits",0.4922,0.5078,"HIGH"
37,"N1","T2","Negative/normal; within normal limits",0.4324,0.5676,"HIGH"
38,"N1","T2","Negative/normal; within normal limits",0.5392,0.4608,"LOW"
39,"N1","T2","Negative/normal; within normal limits",0.4957,0.5043,"HIGH"
40,"N1","T2","Negative/normal; within normal limits",0.5937,0.4063,"LOW"
41,"N1","T2","Negative/normal; within normal limits",0.7845,0.2155,"LOW"
42,"N1","T2","Negative/normal; within normal limits",0.8109,0.1891,"LOW"
43,"N1","T2","Negative/normal; within normal limits",0.7933,0.2067,"LOW"
44,"N1","T2","Negative/normal; within normal limits",0.8148,0.1852,"LOW"
45,"N1","T2","Negative/normal; within normal limits",0.8185,0.1815,"LOW"
46,"N1","T2","Negative/normal; within normal limits",0.8309,0.1691,"LOW"
47,"N1","T2","Negative/normal; within normal limits",0.775,0.225,"LOW"
48,"N1","T2","Negative/normal; within normal limits",0.6727,0.3273,"LOW"
49,"N1","T2","Negative/normal; within normal limits",0.6534,0.3466,"LOW"
50,"N1","T2","Negative/normal; within normal limits",0.7637,0.2363,"LOW"
51,"N1","T2","Negative/normal; within normal limits",0.7655,0.2345,"LOW"
52,"N1","T2","Negative/normal; within normal limits",0.7371,0.2629,"LOW"
53,"N1","T2","Negative/normal; within normal limits",0.7914,0.2086,"LOW"
54,"N1","T2","Negative/normal; within normal limits",0.8122,0.1878,"LOW"
55,"N1","T2","Negative/normal; within normal limits",0.8276,0.1724,"LOW"
56,"N1","T2","Negative/normal; within normal limits",0.8219,0.1781,"LOW"
57,"N1","T2","Negative/normal; within normal limits",0.735,0.265,"LOW"
58,"N1","T2","Negative/normal; within normal limits",0.727,0.273,"LOW"
59,"N1","T2","Negative/normal; within normal limits",0.7263,0.2737,"LOW"
60,"N1","T2","Negative/normal; within normal limits",0.703,0.297,"LOW"
61,"N1","T2","Negative/normal; within normal limits",0.7437,0.2563,"LOW"
62,"N1","T2","Negative/normal; within normal limits",0.6255,0.3745,"LOW"
63,"N1","T2","Negative/normal; within normal limits",0.6286,0.3714,"LOW"
64,"N1","T2","Negative/normal; within normal limits",0.7397,0.2603,"LOW"
65,"N1","T2","Negative/normal; within normal limits",0.7402,0.2598,"LOW"
66,"N1","T2","Negative/normal; within normal limits",0.6594,0.3406,"LOW"
67,"N1","T2","Negative/normal; within normal limits",0.6953,0.3047,"LOW"
68,"N1","T2","Negative/normal; within normal limits",0.5305,0.4695,"LOW"
69,"N1","T2","Negative/normal; within normal limits",0.618,0.382,"LOW"
70,"N1","T2","Negative/normal; within normal limits",0.6778,0.3222,"LOW"
71,"N1","T2","Negative/normal; within normal limits",0.7005,0.2995,"LOW"
72,"N1","T2","Negative/normal; within normal limits",0.6096,0.3904,"LOW"
73,"N1","T2","Negative/normal; within normal limits",0.6752,0.3248,"LOW"
74,"N1","T2","Negative/normal; within normal limits",0.7218,0.2782,"LOW"
75,"N1","T2","Negative/normal; within normal limits",0.7255,0.2745,"LOW"
76,"N1","T2","Negative/normal; within normal limits",0.7621,0.2379,"LOW"
77,"N1","T2","Negative/normal; within normal limits",0.7677,0.2323,"LOW"
78,"N1","T2","Negative/normal; within normal limits",0.7692,0.2308,"LOW"
79,"N1","T2","Negative/normal; within normal limits",0.7669,0.2331,"LOW"
80,"N1","T2","Negative/normal; within normal limits",0.7274,0.2726,"LOW"
81,"N1","T2","Negative/normal; within normal limits",0.7104,0.2896,"LOW"
82,"N1","T2","Negative/normal; within normal limits",0.6727,0.3273,"LOW"
83,"N1","T2","Negative/normal; within normal limits",0.5399,0.4601,"LOW"
84,"N1","T2","Negative/normal; within normal limits",0.534,0.466,"LOW"
85,"N1","T2","Negative/normal; within normal limits",0.5078,0.4922,"LOW"
86,"N1","T2","Negative/normal; within normal limits",0.6247,0.3753,"LOW"
87,"N1","T2","Negative/normal; within normal limits",0.7364,0.2636,"LOW"
88,"N1","T2","Negative/normal; within normal limits",0.7479,0.2521,"LOW"
89,"N1","T2","Negative/normal; within normal limits",0.7713,0.2287,"LOW"
90,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
91,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
92,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
93,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
94,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
95,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
96,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
97,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
98,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
99,"N1","T2","Negative/normal; within normal limits",0.7042,0.2958,"LOW"
0,"Other/Unknown","T2","Negative/normal; within normal limits",0.8481,0.1519,"LOW"
1,"Other/Unknown","T2","Negative/normal; within normal limits",0.8481,0.1519,"LOW"
2,"Other/Unknown","T2","Negative/normal; within normal limits",0.8581,0.1419,"LOW"
3,"Other/Unknown","T2","Negative/normal; within normal limits",0.8581,0.1419,"LOW"
4,"Other/Unknown","T2","Negative/normal; within normal limits",0.8892,0.1108,"LOW"
5,"Other/Unknown","T2","Negative/normal; within normal limits",0.9123,0.0877,"LOW"
6,"Other/Unknown","T2","Negative/normal; within normal limits",0.9195,0.0805,"LOW"
7,"Other/Unknown","T2","Negative/normal; within normal limits",0.921,0.079,"LOW"
8,"Other/Unknown","T2","Negative/normal; within normal limits",0.923,0.077,"LOW"
9,"Other/Unknown","T2","Negative/normal; within normal limits",0.923,0.077,"LOW"
10,"Other/Unknown","T2","Negative/normal; within normal limits",0.9474,0.0526,"LOW"
11,"Other/Unknown","T2","Negative/normal; within normal limits",0.9474,0.0526,"LOW"
12,"Other/Unknown","T2","Negative/normal; within normal limits",0.9476,0.0524,"LOW"
13,"Other/Unknown","T2","Negative/normal; within normal limits",0.9512,0.0488,"LOW"
14,"Other/Unknown","T2","Negative/normal; within normal limits",0.9512,0.0488,"LOW"
15,"Other/Unknown","T2","Negative/normal; within normal limits",0.9512,0.0488,"LOW"
16,"Other/Unknown","T2","Negative/normal; within normal limits",0.9462,0.0538,"LOW"
17,"Other/Unknown","T2","Negative/normal; within normal limits",0.9437,0.0563,"LOW"
18,"Other/Unknown","T2","Negative/normal; within normal limits",0.9488,0.0512,"LOW"
19,"Other/Unknown","T2","Negative/normal; within normal limits",0.9492,0.0508,"LOW"
20,"Other/Unknown","T2","Negative/normal; within normal limits",0.9445,0.0555,"LOW"
21,"Other/Unknown","T2","Negative/normal; within normal limits",0.9398,0.0602,"LOW"
22,"Other/Unknown","T2","Negative/normal; within normal limits",0.9218,0.0782,"LOW"
23,"Other/Unknown","T2","Negative/normal; within normal limits",0.9404,0.0596,"LOW"
24,"Other/Unknown","T2","Negative/normal; within normal limits",0.9413,0.0587,"LOW"
25,"Other/Unknown","T2","Negative/normal; within normal limits",0.9355,0.0645,"LOW"
26,"Other/Unknown","T2","Negative/normal; within normal limits",0.938,0.062,"LOW"
27,"Other/Unknown","T2","Negative/normal; within normal limits",0.9451,0.0549,"LOW"
28,"Other/Unknown","T2","Negative/normal; within normal limits",0.939,0.061,"LOW"
29,"Other/Unknown","T2","Negative/normal; within normal limits",0.9391,0.0609,"LOW"
30,"Other/Unknown","T2","Negative/normal; within normal limits",0.9242,0.0758,"LOW"
31,"Other/Unknown","T2","Negative/normal; within normal limits",0.9297,0.0703,"LOW"
32,"Other/Unknown","T2","Negative/normal; within normal limits",0.9166,0.0834,"LOW"
33,"Other/Unknown","T2","Negative/normal; within normal limits",0.9431,0.0569,"LOW"
34,"Other/Unknown","T2","Negative/normal; within normal limits",0.9464,0.0536,"LOW"
35,"Other/Unknown","T2","Negative/normal; within normal limits",0.9445,0.0555,"LOW"
36,"Other/Unknown","T2","Negative/normal; within normal limits",0.9416,0.0584,"LOW"
37,"Other/Unknown","T2","Negative/normal; within normal limits",0.9299,0.0701,"LOW"
38,"Other/Unknown","T2","Negative/normal; within normal limits",0.9102,0.0898,"LOW"
39,"Other/Unknown","T2","Negative/normal; within normal limits",0.9027,0.0973,"LOW"
40,"Other/Unknown","T2","Negative/normal; within normal limits",0.8972,0.1028,"LOW"
41,"Other/Unknown","T2","Negative/normal; within normal limits",0.8957,0.1043,"LOW"
42,"Other/Unknown","T2","Negative/normal; within normal limits",0.7749,0.2251,"LOW"
43,"Other/Unknown","T2","Negative/normal; within normal limits",0.8868,0.1132,"LOW"
44,"Other/Unknown","T2","Negative/normal; within normal limits",0.8855,0.1145,"LOW"
45,"Other/Unknown","T2","Negative/normal; within normal limits",0.6539,0.3461,"LOW"
46,"Other/Unknown","T2","Negative/normal; within normal limits",0.6656,0.3344,"LOW"
47,"Other/Unknown","T2","Negative/normal; within normal limits",0.7233,0.2767,"LOW"
48,"Other/Unknown","T2","Negative/normal; within normal limits",0.7455,0.2545,"LOW"
49,"Other/Unknown","T2","Negative/normal; within normal limits",0.8612,0.1388,"LOW"
50,"Other/Unknown","T2","Negative/normal; within normal limits",0.8843,0.1157,"LOW"
51,"Other/Unknown","T2","Negative/normal; within normal limits",0.8988,0.1012,"LOW"
52,"Other/Unknown","T2","Negative/normal; within normal limits",0.9172,0.0828,"LOW"
53,"Other/Unknown","T2","Negative/normal; within normal limits",0.9263,0.0737,"LOW"
54,"Other/Unknown","T2","Negative/normal; within normal limits",0.9182,0.0818,"LOW"
55,"Other/Unknown","T2","Negative/normal; within normal limits",0.8333,0.1667,"LOW"
56,"Other/Unknown","T2","Negative/normal; within normal limits",0.8876,0.1124,"LOW"
57,"Other/Unknown","T2","Negative/normal; within normal limits",0.8889,0.1111,"LOW"
58,"Other/Unknown","T2","Negative/normal; within normal limits",0.8521,0.1479,"LOW"
59,"Other/Unknown","T2","Negative/normal; within normal limits",0.8327,0.1673,"LOW"
60,"Other/Unknown","T2","Negative/normal; within normal limits",0.702,0.298,"LOW"
61,"Other/Unknown","T2","Negative/normal; within normal limits",0.6823,0.3177,"LOW"
62,"Other/Unknown","T2","Negative/normal; within normal limits",0.7028,0.2972,"LOW"
63,"Other/Unknown","T2","Negative/normal; within normal limits",0.8284,0.1716,"LOW"
64,"Other/Unknown","T2","Negative/normal; within normal limits",0.8018,0.1982,"LOW"
65,"Other/Unknown","T2","Negative/normal; within normal limits",0.8682,0.1318,"LOW"
66,"Other/Unknown","T2","Negative/normal; within normal limits",0.8837,0.1163,"LOW"
67,"Other/Unknown","T2","Negative/normal; within normal limits",0.8566,0.1434,"LOW"
68,"Other/Unknown","T2","Negative/normal; within normal limits",0.8591,0.1409,"LOW"
69,"Other/Unknown","T2","Negative/normal; within normal limits",0.8459,0.1541,"LOW"
70,"Other/Unknown","T2","Negative/normal; within normal limits",0.709,0.291,"LOW"
71,"Other/Unknown","T2","Negative/normal; within normal limits",0.6726,0.3274,"LOW"
72,"Other/Unknown","T2","Negative/normal; within normal limits",0.7006,0.2994,"LOW"
73,"Other/Unknown","T2","Negative/normal; within normal limits",0.7947,0.2053,"LOW"
74,"Other/Unknown","T2","Negative/normal; within normal limits",0.8551,0.1449,"LOW"
75,"Other/Unknown","T2","Negative/normal; within normal limits",0.7914,0.2086,"LOW"
76,"Other/Unknown","T2","Negative/normal; within normal limits",0.778,0.222,"LOW"
77,"Other/Unknown","T2","Negative/normal; within normal limits",0.7311,0.2689,"LOW"
78,"Other/Unknown","T2","Negative/normal; within normal limits",0.709,0.291,"LOW"
79,"Other/Unknown","T2","Negative/normal; within normal limits",0.6953,0.3047,"LOW"
80,"Other/Unknown","T2","Negative/normal; within normal limits",0.7226,0.2774,"LOW"
81,"Other/Unknown","T2","Negative/normal; within normal limits",0.7719,0.2281,"LOW"
82,"Other/Unknown","T2","Negative/normal; within normal limits",0.7893,0.2107,"LOW"
83,"Other/Unknown","T2","Negative/normal; within normal limits",0.8149,0.1851,"LOW"
84,"Other/Unknown","T2","Negative/normal; within normal limits",0.8825,0.1175,"LOW"
85,"Other/Unknown","T2","Negative/normal; within normal limits",0.9077,0.0923,"LOW"
86,"Other/Unknown","T2","Negative/normal; within normal limits",0.9316,0.0684,"LOW"
87,"Other/Unknown","T2","Negative/normal; within normal limits",0.9191,0.0809,"LOW"
88,"Other/Unknown","T2","Negative/normal; within normal limits",0.8164,0.1836,"LOW"
89,"Other/Unknown","T2","Negative/normal; within normal limits",0.5254,0.4746,"LOW"
90,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
91,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
92,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
93,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
94,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
95,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
96,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
97,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
98,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
99,"Other/Unknown","T2","Negative/normal; within normal limits",0.5493,0.4507,"LOW"
0,"N0","T3","Negative/normal; within normal limits",0.7379,0.2621,"LOW"
1,"N0","T3","Negative/normal; within normal limits",0.7379,0.2621,"LOW"
2,"N0","T3","Negative/normal; within normal limits",0.7379,0.2621,"LOW"
3,"N0","T3","Negative/normal; within normal limits",0.7379,0.2621,"LOW"
4,"N0","T3","Negative/normal; within normal limits",0.7447,0.2553,"LOW"
5,"N0","T3","Negative/normal; within normal limits",0.7486,0.2514,"LOW"
6,"N0","T3","Negative/normal; within normal limits",0.7486,0.2514,"LOW"
7,"N0","T3","Negative/normal; within normal limits",0.7486,0.2514,"LOW"
8,"N0","T3","Negative/normal; within normal limits",0.7486,0.2514,"LOW"
9,"N0","T3","Negative/normal; within normal limits",0.7486,0.2514,"LOW"
10,"N0","T3","Negative/normal; within normal limits",0.7299,0.2701,"LOW"
11,"N0","T3","Negative/normal; within normal limits",0.7599,0.2401,"LOW"
12,"N0","T3","Negative/normal; within normal limits",0.765,0.235,"LOW"
13,"N0","T3","Negative/normal; within normal limits",0.7557,0.2443,"LOW"
14,"N0","T3","Negative/normal; within normal limits",0.754,0.246,"LOW"
15,"N0","T3","Negative/normal; within normal limits",0.7644,0.2356,"LOW"
16,"N0","T3","Negative/normal; within normal limits",0.7666,0.2334,"LOW"
17,"N0","T3","Negative/normal; within normal limits",0.7648,0.2352,"LOW"
18,"N0","T3","Negative/normal; within normal limits",0.7491,0.2509,"LOW"
19,"N0","T3","Negative/normal; within normal limits",0.6901,0.3099,"LOW"
20,"N0","T3","Negative/normal; within normal limits",0.6673,0.3327,"LOW"
21,"N0","T3","Negative/normal; within normal limits",0.7076,0.2924,"LOW"
22,"N0","T3","Negative/normal; within normal limits",0.7936,0.2064,"LOW"
23,"N0","T3","Negative/normal; within normal limits",0.8217,0.1783,"LOW"
24,"N0","T3","Negative/normal; within normal limits",0.8316,0.1684,"LOW"
25,"N0","T3","Negative/normal; within normal limits",0.8018,0.1982,"LOW"
26,"N0","T3","Negative/normal; within normal limits",0.825,0.175,"LOW"
27,"N0","T3","Negative/normal; within normal limits",0.831,0.169,"LOW"
28,"N0","T3","Negative/normal; within normal limits",0.8115,0.1885,"LOW"
29,"N0","T3","Negative/normal; within normal limits",0.8057,0.1943,"LOW"
30,"N0","T3","Negative/normal; within normal limits",0.8076,0.1924,"LOW"
31,"N0","T3","Negative/normal; within normal limits",0.8118,0.1882,"LOW"
32,"N0","T3","Negative/normal; within normal limits",0.8441,0.1559,"LOW"
33,"N0","T3","Negative/normal; within normal limits",0.8407,0.1593,"LOW"
34,"N0","T3","Negative/normal; within normal limits",0.8425,0.1575,"LOW"
35,"N0","T3","Negative/normal; within normal limits",0.8454,0.1546,"LOW"
36,"N0","T3","Negative/normal; within normal limits",0.8379,0.1621,"LOW"
37,"N0","T3","Negative/normal; within normal limits",0.7984,0.2016,"LOW"
38,"N0","T3","Negative/normal; within normal limits",0.7672,0.2328,"LOW"
39,"N0","T3","Negative/normal; within normal limits",0.8196,0.1804,"LOW"
40,"N0","T3","Negative/normal; within normal limits",0.8146,0.1854,"LOW"
41,"N0","T3","Negative/normal; within normal limits",0.8347,0.1653,"LOW"
42,"N0","T3","Negative/normal; within normal limits",0.7989,0.2011,"LOW"
43,"N0","T3","Negative/normal; within normal limits",0.7952,0.2048,"LOW"
44,"N0","T3","Negative/normal; within normal limits",0.8301,0.1699,"LOW"
45,"N0","T3","Negative/normal; within normal limits",0.8383,0.1617,"LOW"
46,"N0","T3","Negative/normal; within normal limits",0.8204,0.1796,"LOW"
47,"N0","T3","Negative/normal; within normal limits",0.8391,0.1609,"LOW"
48,"N0","T3","Negative/normal; within normal limits",0.8333,0.1667,"LOW"
49,"N0","T3","Negative/normal; within normal limits",0.8442,0.1558,"LOW"
50,"N0","T3","Negative/normal; within normal limits",0.8168,0.1832,"LOW"
51,"N0","T3","Negative/normal; within normal limits",0.8401,0.1599,"LOW"
52,"N0","T3","Negative/normal; within normal limits",0.822,0.178,"LOW"
53,"N0","T3","Negative/normal; within normal limits",0.8301,0.1699,"LOW"
54,"N0","T3","Negative/normal; within normal limits",0.8647,0.1353,"LOW"
55,"N0","T3","Negative/normal; within normal limits",0.7905,0.2095,"LOW"
56,"N0","T3","Negative/normal; within normal limits",0.7949,0.2051,"LOW"
57,"N0","T3","Negative/normal; within normal limits",0.8187,0.1813,"LOW"
58,"N0","T3","Negative/normal; within normal limits",0.8306,0.1694,"LOW"
59,"N0","T3","Negative/normal; within normal limits",0.8,0.2,"LOW"
60,"N0","T3","Negative/normal; within normal limits",0.8051,0.1949,"LOW"
61,"N0","T3","Negative/normal; within normal limits",0.7899,0.2101,"LOW"
62,"N0","T3","Negative/normal; within normal limits",0.8457,0.1543,"LOW"
63,"N0","T3","Negative/normal; within normal limits",0.8336,0.1664,"LOW"
64,"N0","T3","Negative/normal; within normal limits",0.8342,0.1658,"LOW"
65,"N0","T3","Negative/normal; within normal limits",0.8448,0.1552,"LOW"
66,"N0","T3","Negative/normal; within normal limits",0.8434,0.1566,"LOW"
67,"N0","T3","Negative/normal; within normal limits",0.8144,0.1856,"LOW"
68,"N0","T3","Negative/normal; within normal limits",0.8148,0.1852,"LOW"
69,"N0","T3","Negative/normal; within normal limits",0.7969,0.2031,"LOW"
70,"N0","T3","Negative/normal; within normal limits",0.8068,0.1932,"LOW"
71,"N0","T3","Negative/normal; within normal limits",0.8119,0.1881,"LOW"
72,"N0","T3","Negative/normal; within normal limits",0.8123,0.1877,"LOW"
73,"N0","T3","Negative/normal; within normal limits",0.8114,0.1886,"LOW"
74,"N0","T3","Negative/normal; within normal limits",0.8218,0.1782,"LOW"
75,"N0","T3","Negative/normal; within normal limits",0.8213,0.1787,"LOW"
76,"N0","T3","Negative/normal; within normal limits",0.8055,0.1945,"LOW"
77,"N0","T3","Negative/normal; within normal limits",0.8343,0.1657,"LOW"
78,"N0","T3","Negative/normal; within normal limits",0.8409,0.1591,"LOW"
79,"N0","T3","Negative/normal; within normal limits",0.8356,0.1644,"LOW"
80,"N0","T3","Negative/normal; within normal limits",0.8202,0.1798,"LOW"
81,"N0","T3","Negative/normal; within normal limits",0.7831,0.2169,"LOW"
82,"N0","T3","Negative/normal; within normal limits",0.8108,0.1892,"LOW"
83,"N0","T3","Negative/normal; within normal limits",0.7737,0.2263,"LOW"
84,"N0","T3","Negative/normal; within normal limits",0.7951,0.2049,"LOW"
85,"N0","T3","Negative/normal; within normal limits",0.834,0.166,"LOW"
86,"N0","T3","Negative/normal; within normal limits",0.8372,0.1628,"LOW"
87,"N0","T3","Negative/normal; within normal limits",0.7841,0.2159,"LOW"
88,"N0","T3","Negative/normal; within normal limits",0.8052,0.1948,"LOW"
89,"N0","T3","Negative/normal; within normal limits",0.5329,0.4671,"LOW"
90,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
91,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
92,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
93,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
94,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
95,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
96,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
97,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
98,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
99,"N0","T3","Negative/normal; within normal limits",0.6772,0.3228,"LOW"
0,"N1","T3","Negative/normal; within normal limits",0.6961,0.3039,"LOW"
1,"N1","T3","Negative/normal; within normal limits",0.6961,0.3039,"LOW"
2,"N1","T3","Negative/normal; within normal limits",0.6961,0.3039,"LOW"
3,"N1","T3","Negative/normal; within normal limits",0.6961,0.3039,"LOW"
4,"N1","T3","Negative/normal; within normal limits",0.6961,0.3039,"LOW"
5,"N1","T3","Negative/normal; within normal limits",0.6961,0.3039,"LOW"
6,"N1","T3","Negative/normal; within normal limits",0.6901,0.3099,"LOW"
7,"N1","T3","Negative/normal; within normal limits",0.6901,0.3099,"LOW"
8,"N1","T3","Negative/normal; within normal limits",0.6901,0.3099,"LOW"
9,"N1","T3","Negative/normal; within normal limits",0.6901,0.3099,"LOW"
10,"N1","T3","Negative/normal; within normal limits",0.6934,0.3066,"LOW"
11,"N1","T3","Negative/normal; within normal limits",0.697,0.303,"LOW"
12,"N1","T3","Negative/normal; within normal limits",0.697,0.303,"LOW"
13,"N1","T3","Negative/normal; within normal limits",0.697,0.303,"LOW"
14,"N1","T3","Negative/normal; within normal limits",0.697,0.303,"LOW"
15,"N1","T3","Negative/normal; within normal limits",0.6824,0.3176,"LOW"
16,"N1","T3","Negative/normal; within normal limits",0.6844,0.3156,"LOW"
17,"N1","T3","Negative/normal; within normal limits",0.6138,0.3862,"LOW"
18,"N1","T3","Negative/normal; within normal limits",0.5319,0.4681,"LOW"
19,"N1","T3","Negative/normal; within normal limits",0.535,0.465,"LOW"
20,"N1","T3","Negative/normal; within normal limits",0.6016,0.3984,"LOW"
21,"N1","T3","Negative/normal; within normal limits",0.6006,0.3994,"LOW"
22,"N1","T3","Negative/normal; within normal limits",0.5668,0.4332,"LOW"
23,"N1","T3","Negative/normal; within normal limits",0.6014,0.3986,"LOW"
24,"N1","T3","Negative/normal; within normal limits",0.5737,0.4263,"LOW"
25,"N1","T3","Negative/normal; within normal limits",0.5684,0.4316,"LOW"
26,"N1","T3","Negative/normal; within normal limits",0.6098,0.3902,"LOW"
27,"N1","T3","Negative/normal; within normal limits",0.5811,0.4189,"LOW"
28,"N1","T3","Negative/normal; within normal limits",0.4686,0.5314,"HIGH"
29,"N1","T3","Negative/normal; within normal limits",0.6336,0.3664,"LOW"
30,"N1","T3","Negative/normal; within normal limits",0.6348,0.3652,"LOW"
31,"N1","T3","Negative/normal; within normal limits",0.6629,0.3371,"LOW"
32,"N1","T3","Negative/normal; within normal limits",0.6413,0.3587,"LOW"
33,"N1","T3","Negative/normal; within normal limits",0.6659,0.3341,"LOW"
34,"N1","T3","Negative/normal; within normal limits",0.6217,0.3783,"LOW"
35,"N1","T3","Negative/normal; within normal limits",0.603,0.397,"LOW"
36,"N1","T3","Negative/normal; within normal limits",0.4717,0.5283,"HIGH"
37,"N1","T3","Negative/normal; within normal limits",0.4392,0.5608,"HIGH"
38,"N1","T3","Negative/normal; within normal limits",0.4404,0.5596,"HIGH"
39,"N1","T3","Negative/normal; within normal limits",0.4171,0.5829,"HIGH"
40,"N1","T3","Negative/normal; within normal limits",0.4423,0.5577,"HIGH"
41,"N1","T3","Negative/normal; within normal limits",0.387,0.613,"HIGH"
42,"N1","T3","Negative/normal; within normal limits",0.4451,0.5549,"HIGH"
43,"N1","T3","Negative/normal; within normal limits",0.5153,0.4847,"LOW"
44,"N1","T3","Negative/normal; within normal limits",0.565,0.435,"LOW"
45,"N1","T3","Negative/normal; within normal limits",0.4742,0.5258,"HIGH"
46,"N1","T3","Negative/normal; within normal limits",0.4166,0.5834,"HIGH"
47,"N1","T3","Negative/normal; within normal limits",0.4121,0.5879,"HIGH"
48,"N1","T3","Negative/normal; within normal limits",0.4409,0.5591,"HIGH"
49,"N1","T3","Negative/normal; within normal limits",0.5749,0.4251,"LOW"
