"AGE","TNM_N_cat","TNM_T_cat","ovary_ca125_cat","no_metastasis","metastasis","risk_level"
9,"N1","T2","Other/Unknown",0.6794,0.3206,"LOW"
10,"N1","T2","Other/Unknown",0.6895,0.3105,"LOW"
11,"N1","T2","Other/Unknown",0.6915,0.3085,"LOW"
12,"N1","T2","Other/Unknown",0.6955,0.3045,"LOW"
13,"N1","T2","Other/Unknown",0.6955,0.3045,"LOW"
14,"N1","T2","Other/Unknown",0.6931,0.3069,"LOW"
15,"N1","T2","Other/Unknown",0.6783,0.3217,"LOW"
16,"N1","T2","Other/Unknown",0.6813,0.3187,"LOW"
17,"N1","T2","Other/Unknown",0.677,0.323,"LOW"
18,"N1","T2","Other/Unknown",0.553,0.447,"LOW"
19,"N1","T2","Other/Unknown",0.5179,0.4821,"LOW"
20,"N1","T2","Other/Unknown",0.6652,0.3348,"LOW"
21,"N1","T2","Other/Unknown",0.6664,0.3336,"LOW"
22,"N1","T2","Other/Unknown",0.5534,0.4466,"LOW"
23,"N1","T2","Other/Unknown",0.5657,0.4343,"LOW"
24,"N1","T2","Other/Unknown",0.7008,0.2992,"LOW"
25,"N1","T2","Other/Unknown",0.704,0.296,"LOW"
26,"N1","T2","Other/Unknown",0.7096,0.2904,"LOW"
27,"N1","T2","Other/Unknown",0.7276,0.2724,"LOW"
28,"N1","T2","Other/Unknown",0.7546,0.2454,"LOW"
29,"N1","T2","Other/Unknown",0.7915,0.2085,"LOW"
30,"N1","T2","Other/Unknown",0.797,0.203,"LOW"
31,"N1","T2","Other/Unknown",0.7946,0.2054,"LOW"
32,"N1","T2","Other/Unknown",0.7842,0.2158,"LOW"
33,"N1","T2","Other/Unknown",0.7881,0.2119,"LOW"
34,"N1","T2","Other/Unknown",0.7504,0.2496,"LOW"
35,"N1","T2","Other/Unknown",0.7256,0.2744,"LOW"
36,"N1","T2","Other/Unknown",0.6611,0.3389,"LOW"
37,"N1","T2","Other/Unknown",0.6563,0.3437,"LOW"
38,"N1","T2","Other/Unknown",0.7437,0.2563,"LOW"
39,"N1","T2","Other/Unknown",0.7276,0.2724,"LOW"
40,"N1","T2","Other/Unknown",0.7476,0.2524,"LOW"
41,"N1","T2","Other/Unknown",0.7716,0.2284,"LOW"
42,"N1","T2","Other/Unknown",0.7197,0.2803,"LOW"
43,"N1","T2","Other/Unknown",0.7321,0.2679,"LOW"
44,"N1","T2","Other/Unknown",0.7899,0.2101,"LOW"
45,"N1","T2","Other/Unknown",0.7844,0.2156,"LOW"
46,"N1","T2","Other/Unknown",0.7661,0.2339,"LOW"
47,"N1","T2","Other/Unknown",0.6693,0.3307,"LOW"
48,"N1","T2","Other/Unknown",0.6179,0.3821,"LOW"
49,"N1","T2","Other/Unknown",0.617,0.383,"LOW"
50,"N1","T2","Other/Unknown",0.6461,0.3539,"LOW"
51,"N1","T2","Other/Unknown",0.6884,0.3116,"LOW"
52,"N1","T2","Other/Unknown",0.5916,0.4084,"LOW"
53,"N1","T2","Other/Unknown",0.7111,0.2889,"LOW"
54,"N1","T2","Other/Unknown",0.699,0.301,"LOW"
55,"N1","T2","Other/Unknown",0.7176,0.2824,"LOW"
56,"N1","T2","Other/Unknown",0.7494,0.2506,"LOW"
57,"N1","T2","Other/Unknown",0.6221,0.3779,"LOW"
58,"N1","T2","Other/Unknown",0.6372,0.3628,"LOW"
59,"N1","T2","Other/Unknown",0.722,0.278,"LOW"
60,"N1","T2","Other/Unknown",0.6382,0.3618,"LOW"
61,"N1","T2","Other/Unknown",0.6408,0.3592,"LOW"
62,"N1","T2","Other/Unknown",0.6639,0.3361,"LOW"
63,"N1","T2","Other/Unknown",0.621,0.379,"LOW"
64,"N1","T2","Other/Unknown",0.7356,0.2644,"LOW"
65,"N1","T2","Other/Unknown",0.7349,0.2651,"LOW"
66,"N1","T2","Other/Unknown",0.7392,0.2608,"LOW"
67,"N1","T2","Other/Unknown",0.6991,0.3009,"LOW"
68,"N1","T2","Other/Unknown",0.642,0.358,"LOW"
69,"N1","T2","Other/Unknown",0.7507,0.2493,"LOW"
70,"N1","T2","Other/Unknown",0.7561,0.2439,"LOW"
71,"N1","T2","Other/Unknown",0.7224,0.2776,"LOW"
72,"N1","T2","Other/Unknown",0.686,0.314,"LOW"
73,"N1","T2","Other/Unknown",0.5932,0.4068,"LOW"
74,"N1","T2","Other/Unknown",0.6102,0.3898,"LOW"
75,"N1","T2","Other/Unknown",0.6345,0.3655,"LOW"
76,"N1","T2","Other/Unknown",0.7635,0.2365,"LOW"
77,"N1","T2","Other/Unknown",0.7746,0.2254,"LOW"
78,"N1","T2","Other/Unknown",0.7731,0.2269,"LOW"
79,"N1","T2","Other/Unknown",0.77,0.23,"LOW"
80,"N1","T2","Other/Unknown",0.6615,0.3385,"LOW"
81,"N1","T2","Other/Unknown",0.7256,0.2744,"LOW"
82,"N1","T2","Other/Unknown",0.6614,0.3386,"LOW"
83,"N1","T2","Other/Unknown",0.6604,0.3396,"LOW"
84,"N1","T2","Other/Unknown",0.6858,0.3142,"LOW"
85,"N1","T2","Other/Unknown",0.6153,0.3847,"LOW"
86,"N1","T2","Other/Unknown",0.7645,0.2355,"LOW"
87,"N1","T2","Other/Unknown",0.7883,0.2117,"LOW"
88,"N1","T2","Other/Unknown",0.784,0.216,"LOW"
89,"N1","T2","Other/Unknown",0.7924,0.2076,"LOW"
90,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
91,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
92,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
93,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
94,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
95,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
96,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
97,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
98,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
99,"N1","T2","Other/Unknown",0.3868,0.6132,"HIGH"
0,"Other/Unknown","T2","Other/Unknown",0.8876,0.1124,"LOW"
1,"Other/Unknown","T2","Other/Unknown",0.8876,0.1124,"LOW"
2,"Other/Unknown","T2","Other/Unknown",0.896,0.104,"LOW"
3,"Other/Unknown","T2","Other/Unknown",0.898,0.102,"LOW"
4,"Other/Unknown","T2","Other/Unknown",0.898,0.102,"LOW"
5,"Other/Unknown","T2","Other/Unknown",0.9018,0.0982,"LOW"
6,"Other/Unknown","T2","Other/Unknown",0.9073,0.0927,"LOW"
7,"Other/Unknown","T2","Other/Unknown",0.9088,0.0912,"LOW"
8,"Other/Unknown","T2","Other/Unknown",0.9108,0.0892,"LOW"
9,"Other/Unknown","T2","Other/Unknown",0.9108,0.0892,"LOW"
10,"Other/Unknown","T2","Other/Unknown",0.9108,0.0892,"LOW"
11,"Other/Unknown","T2","Other/Unknown",0.9108,0.0892,"LOW"
12,"Other/Unknown","T2","Other/Unknown",0.9038,0.0962,"LOW"
13,"Other/Unknown","T2","Other/Unknown",0.9114,0.0886,"LOW"
14,"Other/Unknown","T2","Other/Unknown",0.9104,0.0896,"LOW"
15,"Other/Unknown","T2","Other/Unknown",0.9116,0.0884,"LOW"
16,"Other/Unknown","T2","Other/Unknown",0.9018,0.0982,"LOW"
17,"Other/Unknown","T2","Other/Unknown",0.9114,0.0886,"LOW"
18,"Other/Unknown","T2","Other/Unknown",0.9038,0.0962,"LOW"
19,"Other/Unknown","T2","Other/Unknown",0.9088,0.0912,"LOW"
20,"Other/Unknown","T2","Other/Unknown",0.9024,0.0976,"LOW"
21,"Other/Unknown","T2","Other/Unknown",0.9046,0.0954,"LOW"
22,"Other/Unknown","T2","Other/Unknown",0.8943,0.1057,"LOW"
23,"Other/Unknown","T2","Other/Unknown",0.9017,0.0983,"LOW"
24,"Other/Unknown","T2","Other/Unknown",0.9031,0.0969,"LOW"
25,"Other/Unknown","T2","Other/Unknown",0.8922,0.1078,"LOW"
26,"Other/Unknown","T2","Other/Unknown",0.901,0.099,"LOW"
27,"Other/Unknown","T2","Other/Unknown",0.9082,0.0918,"LOW"
28,"Other/Unknown","T2","Other/Unknown",0.9091,0.0909,"LOW"
29,"Other/Unknown","T2","Other/Unknown",0.9085,0.0915,"LOW"
30,"Other/Unknown","T2","Other/Unknown",0.896,0.104,"LOW"
31,"Other/Unknown","T2","Other/Unknown",0.9009,0.0991,"LOW"
32,"Other/Unknown","T2","Other/Unknown",0.8898,0.1102,"LOW"
33,"Other/Unknown","T2","Other/Unknown",0.8983,0.1017,"LOW"
34,"Other/Unknown","T2","Other/Unknown",0.8963,0.1037,"LOW"
35,"Other/Unknown","T2","Other/Unknown",0.9,0.1,"LOW"
36,"Other/Unknown","T2","Other/Unknown",0.8949,0.1051,"LOW"
37,"Other/Unknown","T2","Other/Unknown",0.8632,0.1368,"LOW"
38,"Other/Unknown","T2","Other/Unknown",0.8259,0.1741,"LOW"
39,"Other/Unknown","T2","Other/Unknown",0.775,0.225,"LOW"
40,"Other/Unknown","T2","Other/Unknown",0.7655,0.2345,"LOW"
41,"Other/Unknown","T2","Other/Unknown",0.7276,0.2724,"LOW"
42,"Other/Unknown","T2","Other/Unknown",0.4558,0.5442,"HIGH"
43,"Other/Unknown","T2","Other/Unknown",0.7453,0.2547,"LOW"
44,"Other/Unknown","T2","Other/Unknown",0.7247,0.2753,"LOW"
45,"Other/Unknown","T2","Other/Unknown",0.6338,0.3662,"LOW"
46,"Other/Unknown","T2","Other/Unknown",0.5507,0.4493,"LOW"
47,"Other/Unknown","T2","Other/Unknown",0.5429,0.4571,"LOW"
48,"Other/Unknown","T2","Other/Unknown",0.5786,0.4214,"LOW"
49,"Other/Unknown","T2","Other/Unknown",0.6786,0.3214,"LOW"
50,"Other/Unknown","T2","Other/Unknown",0.6826,0.3174,"LOW"
51,"Other/Unknown","T2","Other/Unknown",0.6387,0.3613,"LOW"
52,"Other/Unknown","T2","Other/Unknown",0.6681,0.3319,"LOW"
53,"Other/Unknown","T2","Other/Unknown",0.7336,0.2664,"LOW"
54,"Other/Unknown","T2","Other/Unknown",0.6903,0.3097,"LOW"
55,"Other/Unknown","T2","Other/Unknown",0.431,0.569,"HIGH"
56,"Other/Unknown","T2","Other/Unknown",0.5076,0.4924,"LOW"
57,"Other/Unknown","T2","Other/Unknown",0.607,0.393,"LOW"
58,"Other/Unknown","T2","Other/Unknown",0.5812,0.4188,"LOW"
59,"Other/Unknown","T2","Other/Unknown",0.63,0.37,"LOW"
60,"Other/Unknown","T2","Other/Unknown",0.6998,0.3002,"LOW"
61,"Other/Unknown","T2","Other/Unknown",0.6502,0.3498,"LOW"
62,"Other/Unknown","T2","Other/Unknown",0.7868,0.2132,"LOW"
63,"Other/Unknown","T2","Other/Unknown",0.7759,0.2241,"LOW"
64,"Other/Unknown","T2","Other/Unknown",0.5532,0.4468,"LOW"
65,"Other/Unknown","T2","Other/Unknown",0.6537,0.3463,"LOW"
66,"Other/Unknown","T2","Other/Unknown",0.6713,0.3287,"LOW"
67,"Other/Unknown","T2","Other/Unknown",0.6645,0.3355,"LOW"
68,"Other/Unknown","T2","Other/Unknown",0.6815,0.3185,"LOW"
69,"Other/Unknown","T2","Other/Unknown",0.5914,0.4086,"LOW"
70,"Other/Unknown","T2","Other/Unknown",0.5652,0.4348,"LOW"
71,"Other/Unknown","T2","Other/Unknown",0.3733,0.6267,"HIGH"
72,"Other/Unknown","T2","Other/Unknown",0.4337,0.5663,"HIGH"
73,"Other/Unknown","T2","Other/Unknown",0.4901,0.5099,"HIGH"
74,"Other/Unknown","T2","Other/Unknown",0.6077,0.3923,"LOW"
75,"Other/Unknown","T2","Other/Unknown",0.4824,0.5176,"HIGH"
76,"Other/Unknown","T2","Other/Unknown",0.6192,0.3808,"LOW"
77,"Other/Unknown","T2","Other/Unknown",0.6509,0.3491,"LOW"
78,"Other/Unknown","T2","Other/Unknown",0.5598,0.4402,"LOW"
79,"Other/Unknown","T2","Other/Unknown",0.3026,0.6974,"HIGH"
80,"Other/Unknown","T2","Other/Unknown",0.3047,0.6953,"HIGH"
81,"Other/Unknown","T2","Other/Unknown",0.5524,0.4476,"LOW"
82,"Other/Unknown","T2","Other/Unknown",0.4525,0.5475,"HIGH"
83,"Other/Unknown","T2","Other/Unknown",0.6082,0.3918,"LOW"
84,"Other/Unknown","T2","Other/Unknown",0.66,0.34,"LOW"
85,"Other/Unknown","T2","Other/Unknown",0.8261,0.1739,"LOW"
86,"Other/Unknown","T2","Other/Unknown",0.8338,0.1662,"LOW"
87,"Other/Unknown","T2","Other/Unknown",0.8242,0.1758,"LOW"
88,"Other/Unknown","T2","Other/Unknown",0.7209,0.2791,"LOW"
89,"Other/Unknown","T2","Other/Unknown",0.2061,0.7939,"HIGH"
90,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
91,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
92,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
93,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
94,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
95,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
96,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
97,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
98,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
99,"Other/Unknown","T2","Other/Unknown",0.1786,0.8214,"HIGH"
0,"N0","T3","Other/Unknown",0.7865,0.2135,"LOW"
1,"N0","T3","Other/Unknown",0.7865,0.2135,"LOW"
2,"N0","T3","Other/Unknown",0.7883,0.2117,"LOW"
3,"N0","T3","Other/Unknown",0.7883,0.2117,"LOW"
4,"N0","T3","Other/Unknown",0.7883,0.2117,"LOW"
5,"N0","T3","Other/Unknown",0.7902,0.2098,"LOW"
6,"N0","T3","Other/Unknown",0.7902,0.2098,"LOW"
7,"N0","T3","Other/Unknown",0.7902,0.2098,"LOW"
8,"N0","T3","Other/Unknown",0.7902,0.2098,"LOW"
9,"N0","T3","Other/Unknown",0.7902,0.2098,"LOW"
10,"N0","T3","Other/Unknown",0.7529,0.2471,"LOW"
11,"N0","T3","Other/Unknown",0.8169,0.1831,"LOW"
12,"N0","T3","Other/Unknown",0.8355,0.1645,"LOW"
13,"N0","T3","Other/Unknown",0.8217,0.1783,"LOW"
14,"N0","T3","Other/Unknown",0.818,0.182,"LOW"
15,"N0","T3","Other/Unknown",0.8487,0.1513,"LOW"
16,"N0","T3","Other/Unknown",0.8521,0.1479,"LOW"
17,"N0","T3","Other/Unknown",0.8512,0.1488,"LOW"
18,"N0","T3","Other/Unknown",0.8095,0.1905,"LOW"
19,"N0","T3","Other/Unknown",0.8412,0.1588,"LOW"
20,"N0","T3","Other/Unknown",0.805,0.195,"LOW"
21,"N0","T3","Other/Unknown",0.8482,0.1518,"LOW"
22,"N0","T3","Other/Unknown",0.8729,0.1271,"LOW"
23,"N0","T3","Other/Unknown",0.8734,0.1266,"LOW"
24,"N0","T3","Other/Unknown",0.8737,0.1263,"LOW"
25,"N0","T3","Other/Unknown",0.8734,0.1266,"LOW"
26,"N0","T3","Other/Unknown",0.8735,0.1265,"LOW"
27,"N0","T3","Other/Unknown",0.8728,0.1272,"LOW"
28,"N0","T3","Other/Unknown",0.7972,0.2028,"LOW"
29,"N0","T3","Other/Unknown",0.8334,0.1666,"LOW"
30,"N0","T3","Other/Unknown",0.8426,0.1574,"LOW"
31,"N0","T3","Other/Unknown",0.8454,0.1546,"LOW"
32,"N0","T3","Other/Unknown",0.8365,0.1635,"LOW"
33,"N0","T3","Other/Unknown",0.8355,0.1645,"LOW"
34,"N0","T3","Other/Unknown",0.8358,0.1642,"LOW"
35,"N0","T3","Other/Unknown",0.8441,0.1559,"LOW"
36,"N0","T3","Other/Unknown",0.8483,0.1517,"LOW"
37,"N0","T3","Other/Unknown",0.8548,0.1452,"LOW"
38,"N0","T3","Other/Unknown",0.8357,0.1643,"LOW"
39,"N0","T3","Other/Unknown",0.8519,0.1481,"LOW"
40,"N0","T3","Other/Unknown",0.8383,0.1617,"LOW"
41,"N0","T3","Other/Unknown",0.8648,0.1352,"LOW"
42,"N0","T3","Other/Unknown",0.8574,0.1426,"LOW"
43,"N0","T3","Other/Unknown",0.8529,0.1471,"LOW"
44,"N0","T3","Other/Unknown",0.8497,0.1503,"LOW"
45,"N0","T3","Other/Unknown",0.8575,0.1425,"LOW"
46,"N0","T3","Other/Unknown",0.8458,0.1542,"LOW"
47,"N0","T3","Other/Unknown",0.8641,0.1359,"LOW"
48,"N0","T3","Other/Unknown",0.8599,0.1401,"LOW"
49,"N0","T3","Other/Unknown",0.8312,0.1688,"LOW"
50,"N0","T3","Other/Unknown",0.8404,0.1596,"LOW"
51,"N0","T3","Other/Unknown",0.8311,0.1689,"LOW"
52,"N0","T3","Other/Unknown",0.8194,0.1806,"LOW"
53,"N0","T3","Other/Unknown",0.8199,0.1801,"LOW"
54,"N0","T3","Other/Unknown",0.8439,0.1561,"LOW"
55,"N0","T3","Other/Unknown",0.7781,0.2219,"LOW"
56,"N0","T3","Other/Unknown",0.7824,0.2176,"LOW"
57,"N0","T3","Other/Unknown",0.7951,0.2049,"LOW"
58,"N0","T3","Other/Unknown",0.796,0.204,"LOW"
59,"N0","T3","Other/Unknown",0.7638,0.2362,"LOW"
60,"N0","T3","Other/Unknown",0.7935,0.2065,"LOW"
61,"N0","T3","Other/Unknown",0.7746,0.2254,"LOW"
62,"N0","T3","Other/Unknown",0.7746,0.2254,"LOW"
63,"N0","T3","Other/Unknown",0.7529,0.2471,"LOW"
64,"N0","T3","Other/Unknown",0.7317,0.2683,"LOW"
65,"N0","T3","Other/Unknown",0.764,0.236,"LOW"
66,"N0","T3","Other/Unknown",0.762,0.238,"LOW"
67,"N0","T3","Other/Unknown",0.7797,0.2203,"LOW"
68,"N0","T3","Other/Unknown",0.7634,0.2366,"LOW"
69,"N0","T3","Other/Unknown",0.7519,0.2481,"LOW"
70,"N0","T3","Other/Unknown",0.7504,0.2496,"LOW"
71,"N0","T3","Other/Unknown",0.7487,0.2513,"LOW"
72,"N0","T3","Other/Unknown",0.7506,0.2494,"LOW"
73,"N0","T3","Other/Unknown",0.7734,0.2266,"LOW"
74,"N0","T3","Other/Unknown",0.7403,0.2597,"LOW"
75,"N0","T3","Other/Unknown",0.7404,0.2596,"LOW"
76,"N0","T3","Other/Unknown",0.7392,0.2608,"LOW"
77,"N0","T3","Other/Unknown",0.7684,0.2316,"LOW"
78,"N0","T3","Other/Unknown",0.7701,0.2299,"LOW"
79,"N0","T3","Other/Unknown",0.7556,0.2444,"LOW"
80,"N0","T3","Other/Unknown",0.7603,0.2397,"LOW"
81,"N0","T3","Other/Unknown",0.7641,0.2359,"LOW"
82,"N0","T3","Other/Unknown",0.7642,0.2358,"LOW"
83,"N0","T3","Other/Unknown",0.7688,0.2312,"LOW"
84,"N0","T3","Other/Unknown",0.7242,0.2758,"LOW"
85,"N0","T3","Other/Unknown",0.7139,0.2861,"LOW"
86,"N0","T3","Other/Unknown",0.7666,0.2334,"LOW"
87,"N0","T3","Other/Unknown",0.7585,0.2415,"LOW"
88,"N0","T3","Other/Unknown",0.7484,0.2516,"LOW"
89,"N0","T3","Other/Unknown",0.7227,0.2773,"LOW"
90,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
91,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
92,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
93,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
94,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
95,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
96,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
97,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
98,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
99,"N0","T3","Other/Unknown",0.6915,0.3085,"LOW"
0,"N1","T3","Other/Unknown",0.7771,0.2229,"LOW"
1,"N1","T3","Other/Unknown",0.7771,0.2229,"LOW"
2,"N1","T3","Other/Unknown",0.7771,0.2229,"LOW"
3,"N1","T3","Other/Unknown",0.7771,0.2229,"LOW"
4,"N1","T3","Other/Unknown",0.7771,0.2229,"LOW"
5,"N1","T3","Other/Unknown",0.7771,0.2229,"LOW"
6,"N1","T3","Other/Unknown",0.7671,0.2329,"LOW"
7,"N1","T3","Other/Unknown",0.7671,0.2329,"LOW"
8,"N1","T3","Other/Unknown",0.7671,0.2329,"LOW"
9,"N1","T3","Other/Unknown",0.7671,0.2329,"LOW"
10,"N1","T3","Other/Unknown",0.7742,0.2258,"LOW"
11,"N1","T3","Other/Unknown",0.7802,0.2198,"LOW"
12,"N1","T3","Other/Unknown",0.7802,0.2198,"LOW"
13,"N1","T3","Other/Unknown",0.7802,0.2198,"LOW"
14,"N1","T3","Other/Unknown",0.7798,0.2202,"LOW"
15,"N1","T3","Other/Unknown",0.7371,0.2629,"LOW"
16,"N1","T3","Other/Unknown",0.7425,0.2575,"LOW"
17,"N1","T3","Other/Unknown",0.7731,0.2269,"LOW"
18,"N1","T3","Other/Unknown",0.7397,0.2603,"LOW"
