"AGE","SEX","TNM_N_cat","TNM_T_cat","rcc_sf_cat","rcc_fng_cat","no_metastasis","metastasis","risk_level"
76,"2","N0","T1","Other/Unknown","2",0.9914,0.0086,"LOW"
77,"2","N0","T1","Other/Unknown","2",0.9906,0.0094,"LOW"
78,"2","N0","T1","Other/Unknown","2",0.9895,0.0105,"LOW"
79,"2","N0","T1","Other/Unknown","2",0.9894,0.0106,"LOW"
80,"2","N0","T1","Other/Unknown","2",0.9907,0.0093,"LOW"
81,"2","N0","T1","Other/Unknown","2",0.9891,0.0109,"LOW"
82,"2","N0","T1","Other/Unknown","2",0.9883,0.0117,"LOW"
83,"2","N0","T1","Other/Unknown","2",0.9878,0.0122,"LOW"
84,"2","N0","T1","Other/Unknown","2",0.9852,0.0148,"LOW"
85,"2","N0","T1","Other/Unknown","2",0.9877,0.0123,"LOW"
86,"2","N0","T1","Other/Unknown","2",0.9876,0.0124,"LOW"
87,"2","N0","T1","Other/Unknown","2",0.9878,0.0122,"LOW"
88,"2","N0","T1","Other/Unknown","2",0.9891,0.0109,"LOW"
89,"2","N0","T1","Other/Unknown","2",0.9884,0.0116,"LOW"
90,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
91,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
92,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
93,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
94,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
95,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
96,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
97,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
98,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
99,"2","N0","T1","Other/Unknown","2",0.978,0.022,"LOW"
0,"1","N1","T1","Other/Unknown","2",0.8046,0.1954,"LOW"
1,"1","N1","T1","Other/Unknown","2",0.8046,0.1954,"LOW"
2,"1","N1","T1","Other/Unknown","2",0.8046,0.1954,"LOW"
3,"1","N1","T1","Other/Unknown","2",0.8046,0.1954,"LOW"
4,"1","N1","T1","Other/Unknown","2",0.8046,0.1954,"LOW"
5,"1","N1","T1","Other/Unknown","2",0.8046,0.1954,"LOW"
6,"1","N1","T1","Other/Unknown","2",0.8046,0.1954,"LOW"
7,"1","N1","T1","Other/Unknown","2",0.8046,0.1954,"LOW"
8,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
9,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
10,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
11,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
12,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
13,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
14,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
15,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
16,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
17,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
18,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
19,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
20,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
21,"1","N1","T1","Other/Unknown","2",0.8039,0.1961,"LOW"
22,"1","N1","T1","Other/Unknown","2",0.8026,0.1974,"LOW"
23,"1","N1","T1","Other/Unknown","2",0.8046,0.1954,"LOW"
24,"1","N1","T1","Other/Unknown","2",0.803,0.197,"LOW"
25,"1","N1","T1","Other/Unknown","2",0.8036,0.1964,"LOW"
26,"1","N1","T1","Other/Unknown","2",0.8025,0.1975,"LOW"
27,"1","N1","T1","Other/Unknown","2",0.8022,0.1978,"LOW"
28,"1","N1","T1","Other/Unknown","2",0.8015,0.1985,"LOW"
29,"1","N1","T1","Other/Unknown","2",0.7998,0.2002,"LOW"
30,"1","N1","T1","Other/Unknown","2",0.7986,0.2014,"LOW"
31,"1","N1","T1","Other/Unknown","2",0.7998,0.2002,"LOW"
32,"1","N1","T1","Other/Unknown","2",0.796,0.204,"LOW"
33,"1","N1","T1","Other/Unknown","2",0.7948,0.2052,"LOW"
34,"1","N1","T1","Other/Unknown","2",0.7931,0.2069,"LOW"
35,"1","N1","T1","Other/Unknown","2",0.7791,0.2209,"LOW"
36,"1","N1","T1","Other/Unknown","2",0.7704,0.2296,"LOW"
37,"1","N1","T1","Other/Unknown","2",0.766,0.234,"LOW"
38,"1","N1","T1","Other/Unknown","2",0.7532,0.2468,"LOW"
39,"1","N1","T1","Other/Unknown","2",0.6737,0.3263,"LOW"
40,"1","N1","T1","Other/Unknown","2",0.6518,0.3482,"LOW"
41,"1","N1","T1","Other/Unknown","2",0.7051,0.2949,"LOW"
42,"1","N1","T1","Other/Unknown","2",0.7518,0.2482,"LOW"
43,"1","N1","T1","Other/Unknown","2",0.7487,0.2513,"LOW"
44,"1","N1","T1","Other/Unknown","2",0.7446,0.2554,"LOW"
45,"1","N1","T1","Other/Unknown","2",0.743,0.257,"LOW"
46,"1","N1","T1","Other/Unknown","2",0.736,0.264,"LOW"
47,"1","N1","T1","Other/Unknown","2",0.7232,0.2768,"LOW"
48,"1","N1","T1","Other/Unknown","2",0.6853,0.3147,"LOW"
49,"1","N1","T1","Other/Unknown","2",0.7031,0.2969,"LOW"
50,"1","N1","T1","Other/Unknown","2",0.6842,0.3158,"LOW"
51,"1","N1","T1","Other/Unknown","2",0.704,0.296,"LOW"
52,"1","N1","T1","Other/Unknown","2",0.6868,0.3132,"LOW"
53,"1","N1","T1","Other/Unknown","2",0.6956,0.3044,"LOW"
54,"1","N1","T1","Other/Unknown","2",0.6987,0.3013,"LOW"
55,"1","N1","T1","Other/Unknown","2",0.6898,0.3102,"LOW"
56,"1","N1","T1","Other/Unknown","2",0.7003,0.2997,"LOW"
57,"1","N1","T1","Other/Unknown","2",0.6958,0.3042,"LOW"
58,"1","N1","T1","Other/Unknown","2",0.6902,0.3098,"LOW"
59,"1","N1","T1","Other/Unknown","2",0.6675,0.3325,"LOW"
60,"1","N1","T1","Other/Unknown","2",0.6686,0.3314,"LOW"
61,"1","N1","T1","Other/Unknown","2",0.6381,0.3619,"LOW"
62,"1","N1","T1","Other/Unknown","2",0.6266,0.3734,"LOW"
63,"1","N1","T1","Other/Unknown","2",0.6432,0.3568,"LOW"
64,"1","N1","T1","Other/Unknown","2",0.6435,0.3565,"LOW"
65,"1","N1","T1","Other/Unknown","2",0.6445,0.3555,"LOW"
66,"1","N1","T1","Other/Unknown","2",0.6555,0.3445,"LOW"
67,"1","N1","T1","Other/Unknown","2",0.6546,0.3454,"LOW"
68,"1","N1","T1","Other/Unknown","2",0.6456,0.3544,"LOW"
69,"1","N1","T1","Other/Unknown","2",0.64,0.36,"LOW"
70,"1","N1","T1","Other/Unknown","2",0.6366,0.3634,"LOW"
71,"1","N1","T1","Other/Unknown","2",0.6386,0.3614,"LOW"
72,"1","N1","T1","Other/Unknown","2",0.6177,0.3823,"LOW"
73,"1","N1","T1","Other/Unknown","2",0.6244,0.3756,"LOW"
74,"1","N1","T1","Other/Unknown","2",0.6204,0.3796,"LOW"
75,"1","N1","T1","Other/Unknown","2",0.6232,0.3768,"LOW"
76,"1","N1","T1","Other/Unknown","2",0.6277,0.3723,"LOW"
77,"1","N1","T1","Other/Unknown","2",0.6288,0.3712,"LOW"
78,"1","N1","T1","Other/Unknown","2",0.6173,0.3827,"LOW"
79,"1","N1","T1","Other/Unknown","2",0.6618,0.3382,"LOW"
80,"1","N1","T1","Other/Unknown","2",0.6906,0.3094,"LOW"
81,"1","N1","T1","Other/Unknown","2",0.6956,0.3044,"LOW"
82,"1","N1","T1","Other/Unknown","2",0.6908,0.3092,"LOW"
83,"1","N1","T1","Other/Unknown","2",0.6805,0.3195,"LOW"
84,"1","N1","T1","Other/Unknown","2",0.649,0.351,"LOW"
85,"1","N1","T1","Other/Unknown","2",0.6046,0.3954,"LOW"
86,"1","N1","T1","Other/Unknown","2",0.6222,0.3778,"LOW"
87,"1","N1","T1","Other/Unknown","2",0.633,0.367,"LOW"
88,"1","N1","T1","Other/Unknown","2",0.577,0.423,"LOW"
89,"1","N1","T1","Other/Unknown","2",0.6066,0.3934,"LOW"
90,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
91,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
92,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
93,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
94,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
95,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
96,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
97,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
98,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
99,"1","N1","T1","Other/Unknown","2",0.6496,0.3504,"LOW"
0,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
1,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
2,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
3,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
4,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
5,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
6,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
7,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
8,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
9,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
10,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
11,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
12,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
13,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
14,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
15,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
16,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
17,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
18,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
19,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
20,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
21,"2","N1","T1","Other/Unknown","2",0.8943,0.1057,"LOW"
22,"2","N1","T1","Other/Unknown","2",0.8941,0.1059,"LOW"
23,"2","N1","T1","Other/Unknown","2",0.8934,0.1066,"LOW"
24,"2","N1","T1","Other/Unknown","2",0.8924,0.1076,"LOW"
25,"2","N1","T1","Other/Unknown","2",0.8944,0.1056,"LOW"
26,"2","N1","T1","Other/Unknown","2",0.894,0.106,"LOW"
27,"2","N1","T1","Other/Unknown","2",0.8937,0.1063,"LOW"
28,"2","N1","T1","Other/Unknown","2",0.8934,0.1066,"LOW"
29,"2","N1","T1","Other/Unknown","2",0.8932,0.1068,"LOW"
30,"2","N1","T1","Other/Unknown","2",0.8932,0.1068,"LOW"
31,"2","N1","T1","Other/Unknown","2",0.8913,0.1087,"LOW"
32,"2","N1","T1","Other/Unknown","2",0.8872,0.1128,"LOW"
33,"2","N1","T1","Other/Unknown","2",0.8848,0.1152,"LOW"
34,"2","N1","T1","Other/Unknown","2",0.8835,0.1165,"LOW"
35,"2","N1","T1","Other/Unknown","2",0.884,0.116,"LOW"
36,"2","N1","T1","Other/Unknown","2",0.882,0.118,"LOW"
37,"2","N1","T1","Other/Unknown","2",0.8792,0.1208,"LOW"
38,"2","N1","T1","Other/Unknown","2",0.876,0.124,"LOW"
39,"2","N1","T1","Other/Unknown","2",0.8752,0.1248,"LOW"
40,"2","N1","T1","Other/Unknown","2",0.8708,0.1292,"LOW"
41,"2","N1","T1","Other/Unknown","2",0.8661,0.1339,"LOW"
42,"2","N1","T1","Other/Unknown","2",0.8628,0.1372,"LOW"
43,"2","N1","T1","Other/Unknown","2",0.8476,0.1524,"LOW"
44,"2","N1","T1","Other/Unknown","2",0.8296,0.1704,"LOW"
45,"2","N1","T1","Other/Unknown","2",0.7839,0.2161,"LOW"
46,"2","N1","T1","Other/Unknown","2",0.8097,0.1903,"LOW"
47,"2","N1","T1","Other/Unknown","2",0.8348,0.1652,"LOW"
48,"2","N1","T1","Other/Unknown","2",0.8313,0.1687,"LOW"
49,"2","N1","T1","Other/Unknown","2",0.8328,0.1672,"LOW"
50,"2","N1","T1","Other/Unknown","2",0.8276,0.1724,"LOW"
51,"2","N1","T1","Other/Unknown","2",0.8167,0.1833,"LOW"
52,"2","N1","T1","Other/Unknown","2",0.7693,0.2307,"LOW"
53,"2","N1","T1","Other/Unknown","2",0.8021,0.1979,"LOW"
54,"2","N1","T1","Other/Unknown","2",0.8225,0.1775,"LOW"
55,"2","N1","T1","Other/Unknown","2",0.8248,0.1752,"LOW"
56,"2","N1","T1","Other/Unknown","2",0.8194,0.1806,"LOW"
57,"2","N1","T1","Other/Unknown","2",0.8119,0.1881,"LOW"
58,"2","N1","T1","Other/Unknown","2",0.7892,0.2108,"LOW"
59,"2","N1","T1","Other/Unknown","2",0.7925,0.2075,"LOW"
60,"2","N1","T1","Other/Unknown","2",0.8032,0.1968,"LOW"
61,"2","N1","T1","Other/Unknown","2",0.7675,0.2325,"LOW"
62,"2","N1","T1","Other/Unknown","2",0.7744,0.2256,"LOW"
63,"2","N1","T1","Other/Unknown","2",0.7897,0.2103,"LOW"
64,"2","N1","T1","Other/Unknown","2",0.7969,0.2031,"LOW"
65,"2","N1","T1","Other/Unknown","2",0.7792,0.2208,"LOW"
66,"2","N1","T1","Other/Unknown","2",0.7802,0.2198,"LOW"
67,"2","N1","T1","Other/Unknown","2",0.7755,0.2245,"LOW"
68,"2","N1","T1","Other/Unknown","2",0.7922,0.2078,"LOW"
69,"2","N1","T1","Other/Unknown","2",0.7827,0.2173,"LOW"
70,"2","N1","T1","Other/Unknown","2",0.7978,0.2022,"LOW"
71,"2","N1","T1","Other/Unknown","2",0.7957,0.2043,"LOW"
72,"2","N1","T1","Other/Unknown","2",0.7854,0.2146,"LOW"
73,"2","N1","T1","Other/Unknown","2",0.7541,0.2459,"LOW"
74,"2","N1","T1","Other/Unknown","2",0.7735,0.2265,"LOW"
75,"2","N1","T1","Other/Unknown","2",0.7686,0.2314,"LOW"
76,"2","N1","T1","Other/Unknown","2",0.7507,0.2493,"LOW"
77,"2","N1","T1","Other/Unknown","2",0.738,0.262,"LOW"
78,"2","N1","T1","Other/Unknown","2",0.7061,0.2939,"LOW"
79,"2","N1","T1","Other/Unknown","2",0.6327,0.3673,"LOW"
80,"2","N1","T1","Other/Unknown","2",0.6925,0.3075,"LOW"
81,"2","N1","T1","Other/Unknown","2",0.7025,0.2975,"LOW"
82,"2","N1","T1","Other/Unknown","2",0.6351,0.3649,"LOW"
83,"2","N1","T1","Other/Unknown","2",0.6298,0.3702,"LOW"
84,"2","N1","T1","Other/Unknown","2",0.6808,0.3192,"LOW"
85,"2","N1","T1","Other/Unknown","2",0.6863,0.3137,"LOW"
86,"2","N1","T1","Other/Unknown","2",0.697,0.303,"LOW"
87,"2","N1","T1","Other/Unknown","2",0.7016,0.2984,"LOW"
88,"2","N1","T1","Other/Unknown","2",0.6668,0.3332,"LOW"
89,"2","N1","T1","Other/Unknown","2",0.6375,0.3625,"LOW"
90,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
91,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
92,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
93,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
94,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
95,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
96,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
97,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
98,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
99,"2","N1","T1","Other/Unknown","2",0.7243,0.2757,"LOW"
0,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
1,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
2,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
3,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
4,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
5,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
6,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
7,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
8,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
9,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
10,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
11,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
12,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
13,"1","N2","T1","Other/Unknown","2",0.9874,0.0126,"LOW"
14,"1","N2","T1","Other/Unknown","2",0.9873,0.0127,"LOW"
15,"1","N2","T1","Other/Unknown","2",0.9873,0.0127,"LOW"
16,"1","N2","T1","Other/Unknown","2",0.9873,0.0127,"LOW"
17,"1","N2","T1","Other/Unknown","2",0.9872,0.0128,"LOW"
18,"1","N2","T1","Other/Unknown","2",0.9871,0.0129,"LOW"
19,"1","N2","T1","Other/Unknown","2",0.9871,0.0129,"LOW"
20,"1","N2","T1","Other/Unknown","2",0.987,0.013,"LOW"
21,"1","N2","T1","Other/Unknown","2",0.987,0.013,"LOW"
22,"1","N2","T1","Other/Unknown","2",0.987,0.013,"LOW"
23,"1","N2","T1","Other/Unknown","2",0.9869,0.0131,"LOW"
24,"1","N2","T1","Other/Unknown","2",0.9869,0.0131,"LOW"
25,"1","N2","T1","Other/Unknown","2",0.9868,0.0132,"LOW"
26,"1","N2","T1","Other/Unknown","2",0.9868,0.0132,"LOW"
27,"1","N2","T1","Other/Unknown","2",0.9868,0.0132,"LOW"
28,"1","N2","T1","Other/Unknown","2",0.9867,0.0133,"LOW"
29,"1","N2","T1","Other/Unknown","2",0.9866,0.0134,"LOW"
30,"1","N2","T1","Other/Unknown","2",0.9866,0.0134,"LOW"
31,"1","N2","T1","Other/Unknown","2",0.9865,0.0135,"LOW"
32,"1","N2","T1","Other/Unknown","2",0.9864,0.0136,"LOW"
33,"1","N2","T1","Other/Unknown","2",0.9863,0.0137,"LOW"
34,"1","N2","T1","Other/Unknown","2",0.9858,0.0142,"LOW"
35,"1","N2","T1","Other/Unknown","2",0.9861,0.0139,"LOW"
36,"1","N2","T1","Other/Unknown","2",0.986,0.014,"LOW"
37,"1","N2","T1","Other/Unknown","2",0.9859,0.0141,"LOW"
38,"1","N2","T1","Other/Unknown","2",0.9855,0.0145,"LOW"
39,"1","N2","T1","Other/Unknown","2",0.9855,0.0145,"LOW"
40,"1","N2","T1","Other/Unknown","2",0.9853,0.0147,"LOW"
41,"1","N2","T1","Other/Unknown","2",0.9849,0.0151,"LOW"
42,"1","N2","T1","Other/Unknown","2",0.9851,0.0149,"LOW"
43,"1","N2","T1","Other/Unknown","2",0.9848,0.0152,"LOW"
44,"1","N2","T1","Other/Unknown","2",0.9847,0.0153,"LOW"
45,"1","N2","T1","Other/Unknown","2",0.9842,0.0158,"LOW"
46,"1","N2","T1","Other/Unknown","2",0.9828,0.0172,"LOW"
47,"1","N2","T1","Other/Unknown","2",0.9825,0.0175,"LOW"
48,"1","N2","T1","Other/Unknown","2",0.9822,0.0178,"LOW"
49,"1","N2","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
50,"1","N2","T1","Other/Unknown","2",0.9815,0.0185,"LOW"
51,"1","N2","T1","Other/Unknown","2",0.9817,0.0183,"LOW"
52,"1","N2","T1","Other/Unknown","2",0.9814,0.0186,"LOW"
53,"1","N2","T1","Other/Unknown","2",0.9811,0.0189,"LOW"
54,"1","N2","T1","Other/Unknown","2",0.9812,0.0188,"LOW"
55,"1","N2","T1","Other/Unknown","2",0.981,0.019,"LOW"
56,"1","N2","T1","Other/Unknown","2",0.9809,0.0191,"LOW"
57,"1","N2","T1","Other/Unknown","2",0.9816,0.0184,"LOW"
58,"1","N2","T1","Other/Unknown","2",0.9814,0.0186,"LOW"
59,"1","N2","T1","Other/Unknown","2",0.9813,0.0187,"LOW"
60,"1","N2","T1","Other/Unknown","2",0.9812,0.0188,"LOW"
61,"1","N2","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
62,"1","N2","T1","Other/Unknown","2",0.9812,0.0188,"LOW"
63,"1","N2","T1","Other/Unknown","2",0.9807,0.0193,"LOW"
64,"1","N2","T1","Other/Unknown","2",0.982,0.018,"LOW"
65,"1","N2","T1","Other/Unknown","2",0.9805,0.0195,"LOW"
66,"1","N2","T1","Other/Unknown","2",0.9802,0.0198,"LOW"
67,"1","N2","T1","Other/Unknown","2",0.981,0.019,"LOW"
68,"1","N2","T1","Other/Unknown","2",0.9809,0.0191,"LOW"
69,"1","N2","T1","Other/Unknown","2",0.9809,0.0191,"LOW"
70,"1","N2","T1","Other/Unknown","2",0.9801,0.0199,"LOW"
71,"1","N2","T1","Other/Unknown","2",0.9799,0.0201,"LOW"
72,"1","N2","T1","Other/Unknown","2",0.9795,0.0205,"LOW"
73,"1","N2","T1","Other/Unknown","2",0.9798,0.0202,"LOW"
74,"1","N2","T1","Other/Unknown","2",0.9795,0.0205,"LOW"
75,"1","N2","T1","Other/Unknown","2",0.9792,0.0208,"LOW"
76,"1","N2","T1","Other/Unknown","2",0.979,0.021,"LOW"
77,"1","N2","T1","Other/Unknown","2",0.979,0.021,"LOW"
78,"1","N2","T1","Other/Unknown","2",0.9785,0.0215,"LOW"
79,"1","N2","T1","Other/Unknown","2",0.9788,0.0212,"LOW"
80,"1","N2","T1","Other/Unknown","2",0.9775,0.0225,"LOW"
81,"1","N2","T1","Other/Unknown","2",0.9775,0.0225,"LOW"
82,"1","N2","T1","Other/Unknown","2",0.9781,0.0219,"LOW"
83,"1","N2","T1","Other/Unknown","2",0.9778,0.0222,"LOW"
84,"1","N2","T1","Other/Unknown","2",0.9773,0.0227,"LOW"
85,"1","N2","T1","Other/Unknown","2",0.9773,0.0227,"LOW"
86,"1","N2","T1","Other/Unknown","2",0.9774,0.0226,"LOW"
87,"1","N2","T1","Other/Unknown","2",0.9749,0.0251,"LOW"
88,"1","N2","T1","Other/Unknown","2",0.9732,0.0268,"LOW"
89,"1","N2","T1","Other/Unknown","2",0.9773,0.0227,"LOW"
90,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
91,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
92,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
93,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
94,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
95,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
96,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
97,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
98,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
99,"1","N2","T1","Other/Unknown","2",0.973,0.027,"LOW"
0,"2","N2","T1","Other/Unknown","2",0.9938,0.0062,"LOW"
1,"2","N2","T1","Other/Unknown","2",0.9938,0.0062,"LOW"
2,"2","N2","T1","Other/Unknown","2",0.9938,0.0062,"LOW"
3,"2","N2","T1","Other/Unknown","2",0.9938,0.0062,"LOW"
4,"2","N2","T1","Other/Unknown","2",0.9938,0.0062,"LOW"
5,"2","N2","T1","Other/Unknown","2",0.9937,0.0063,"LOW"
6,"2","N2","T1","Other/Unknown","2",0.9937,0.0063,"LOW"
7,"2","N2","T1","Other/Unknown","2",0.9937,0.0063,"LOW"
8,"2","N2","T1","Other/Unknown","2",0.9937,0.0063,"LOW"
9,"2","N2","T1","Other/Unknown","2",0.9937,0.0063,"LOW"
10,"2","N2","T1","Other/Unknown","2",0.9937,0.0063,"LOW"
11,"2","N2","T1","Other/Unknown","2",0.9937,0.0063,"LOW"
12,"2","N2","T1","Other/Unknown","2",0.9936,0.0064,"LOW"
13,"2","N2","T1","Other/Unknown","2",0.9936,0.0064,"LOW"
14,"2","N2","T1","Other/Unknown","2",0.9936,0.0064,"LOW"
15,"2","N2","T1","Other/Unknown","2",0.9935,0.0065,"LOW"
16,"2","N2","T1","Other/Unknown","2",0.9935,0.0065,"LOW"
17,"2","N2","T1","Other/Unknown","2",0.9935,0.0065,"LOW"
18,"2","N2","T1","Other/Unknown","2",0.9935,0.0065,"LOW"
19,"2","N2","T1","Other/Unknown","2",0.9934,0.0066,"LOW"
20,"2","N2","T1","Other/Unknown","2",0.9933,0.0067,"LOW"
21,"2","N2","T1","Other/Unknown","2",0.9933,0.0067,"LOW"
22,"2","N2","T1","Other/Unknown","2",0.9932,0.0068,"LOW"
23,"2","N2","T1","Other/Unknown","2",0.9932,0.0068,"LOW"
24,"2","N2","T1","Other/Unknown","2",0.9932,0.0068,"LOW"
25,"2","N2","T1","Other/Unknown","2",0.9932,0.0068,"LOW"
26,"2","N2","T1","Other/Unknown","2",0.9931,0.0069,"LOW"
27,"2","N2","T1","Other/Unknown","2",0.9931,0.0069,"LOW"
28,"2","N2","T1","Other/Unknown","2",0.9931,0.0069,"LOW"
29,"2","N2","T1","Other/Unknown","2",0.993,0.007,"LOW"
30,"2","N2","T1","Other/Unknown","2",0.9929,0.0071,"LOW"
31,"2","N2","T1","Other/Unknown","2",0.9928,0.0072,"LOW"
32,"2","N2","T1","Other/Unknown","2",0.9928,0.0072,"LOW"
33,"2","N2","T1","Other/Unknown","2",0.9927,0.0073,"LOW"
34,"2","N2","T1","Other/Unknown","2",0.9926,0.0074,"LOW"
35,"2","N2","T1","Other/Unknown","2",0.9925,0.0075,"LOW"
36,"2","N2","T1","Other/Unknown","2",0.9923,0.0077,"LOW"
37,"2","N2","T1","Other/Unknown","2",0.992,0.008,"LOW"
38,"2","N2","T1","Other/Unknown","2",0.992,0.008,"LOW"
39,"2","N2","T1","Other/Unknown","2",0.9918,0.0082,"LOW"
40,"2","N2","T1","Other/Unknown","2",0.9911,0.0089,"LOW"
41,"2","N2","T1","Other/Unknown","2",0.9913,0.0087,"LOW"
42,"2","N2","T1","Other/Unknown","2",0.9913,0.0087,"LOW"
43,"2","N2","T1","Other/Unknown","2",0.9914,0.0086,"LOW"
44,"2","N2","T1","Other/Unknown","2",0.9913,0.0087,"LOW"
45,"2","N2","T1","Other/Unknown","2",0.9909,0.0091,"LOW"
46,"2","N2","T1","Other/Unknown","2",0.9902,0.0098,"LOW"
47,"2","N2","T1","Other/Unknown","2",0.9901,0.0099,"LOW"
48,"2","N2","T1","Other/Unknown","2",0.9901,0.0099,"LOW"
49,"2","N2","T1","Other/Unknown","2",0.99,0.01,"LOW"
50,"2","N2","T1","Other/Unknown","2",0.9893,0.0107,"LOW"
51,"2","N2","T1","Other/Unknown","2",0.9893,0.0107,"LOW"
52,"2","N2","T1","Other/Unknown","2",0.9881,0.0119,"LOW"
53,"2","N2","T1","Other/Unknown","2",0.988,0.012,"LOW"
54,"2","N2","T1","Other/Unknown","2",0.9881,0.0119,"LOW"
