"AGE","SEX","TNM_N_cat","TNM_T_cat","rcc_sf_cat","rcc_fng_cat","no_metastasis","metastasis","risk_level"
41,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9787,0.0213,"LOW"
42,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9782,0.0218,"LOW"
43,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9768,0.0232,"LOW"
44,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9735,0.0265,"LOW"
45,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9726,0.0274,"LOW"
46,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.973,0.027,"LOW"
47,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9724,0.0276,"LOW"
48,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9728,0.0272,"LOW"
49,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9719,0.0281,"LOW"
50,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9709,0.0291,"LOW"
51,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9667,0.0333,"LOW"
52,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9658,0.0342,"LOW"
53,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9643,0.0357,"LOW"
54,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9634,0.0366,"LOW"
55,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9655,0.0345,"LOW"
56,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9649,0.0351,"LOW"
57,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9663,0.0337,"LOW"
58,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9664,0.0336,"LOW"
59,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9661,0.0339,"LOW"
60,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9658,0.0342,"LOW"
61,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9647,0.0353,"LOW"
62,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9637,0.0363,"LOW"
63,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9643,0.0357,"LOW"
64,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9623,0.0377,"LOW"
65,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9631,0.0369,"LOW"
66,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9658,0.0342,"LOW"
67,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9653,0.0347,"LOW"
68,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9624,0.0376,"LOW"
69,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
70,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9616,0.0384,"LOW"
71,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9581,0.0419,"LOW"
72,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9597,0.0403,"LOW"
73,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9583,0.0417,"LOW"
74,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9587,0.0413,"LOW"
75,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.959,0.041,"LOW"
76,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9573,0.0427,"LOW"
77,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9594,0.0406,"LOW"
78,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9615,0.0385,"LOW"
79,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9612,0.0388,"LOW"
80,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.95,0.05,"LOW"
81,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9506,0.0494,"LOW"
82,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9523,0.0477,"LOW"
83,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9412,0.0588,"LOW"
84,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9477,0.0523,"LOW"
85,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9445,0.0555,"LOW"
86,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9369,0.0631,"LOW"
87,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9266,0.0734,"LOW"
88,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9177,0.0823,"LOW"
89,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9515,0.0485,"LOW"
90,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
91,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
92,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
93,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
94,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
95,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
96,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
97,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
98,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
99,"1","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9603,0.0397,"LOW"
0,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9157,0.0843,"LOW"
1,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.8559,0.1441,"LOW"
2,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9467,0.0533,"LOW"
3,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9609,0.0391,"LOW"
4,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9663,0.0337,"LOW"
5,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9708,0.0292,"LOW"
6,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9732,0.0268,"LOW"
7,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9738,0.0262,"LOW"
8,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9742,0.0258,"LOW"
9,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9748,0.0252,"LOW"
10,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9761,0.0239,"LOW"
11,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9763,0.0237,"LOW"
12,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9769,0.0231,"LOW"
13,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.978,0.022,"LOW"
14,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9783,0.0217,"LOW"
15,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9788,0.0212,"LOW"
16,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9792,0.0208,"LOW"
17,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9805,0.0195,"LOW"
18,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9807,0.0193,"LOW"
19,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9808,0.0192,"LOW"
20,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9809,0.0191,"LOW"
21,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9807,0.0193,"LOW"
22,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9801,0.0199,"LOW"
23,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9801,0.0199,"LOW"
24,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9794,0.0206,"LOW"
25,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9784,0.0216,"LOW"
26,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9714,0.0286,"LOW"
27,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9794,0.0206,"LOW"
28,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9816,0.0184,"LOW"
29,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9831,0.0169,"LOW"
30,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9837,0.0163,"LOW"
31,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.984,0.016,"LOW"
32,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9843,0.0157,"LOW"
33,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9848,0.0152,"LOW"
34,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.985,0.015,"LOW"
35,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.985,0.015,"LOW"
36,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.985,0.015,"LOW"
37,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9849,0.0151,"LOW"
38,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9849,0.0151,"LOW"
39,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9848,0.0152,"LOW"
40,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9843,0.0157,"LOW"
41,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9822,0.0178,"LOW"
42,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9839,0.0161,"LOW"
43,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.984,0.016,"LOW"
44,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9837,0.0163,"LOW"
45,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9834,0.0166,"LOW"
46,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9832,0.0168,"LOW"
47,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9828,0.0172,"LOW"
48,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9823,0.0177,"LOW"
49,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9814,0.0186,"LOW"
50,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9793,0.0207,"LOW"
51,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9783,0.0217,"LOW"
52,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9778,0.0222,"LOW"
53,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9772,0.0228,"LOW"
54,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9764,0.0236,"LOW"
55,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.976,0.024,"LOW"
56,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9752,0.0248,"LOW"
57,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9744,0.0256,"LOW"
58,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9736,0.0264,"LOW"
59,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9714,0.0286,"LOW"
60,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9733,0.0267,"LOW"
61,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9699,0.0301,"LOW"
62,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9672,0.0328,"LOW"
63,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9652,0.0348,"LOW"
64,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9639,0.0361,"LOW"
65,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9667,0.0333,"LOW"
66,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9682,0.0318,"LOW"
67,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9682,0.0318,"LOW"
68,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9663,0.0337,"LOW"
69,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9654,0.0346,"LOW"
70,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9637,0.0363,"LOW"
71,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9637,0.0363,"LOW"
72,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9613,0.0387,"LOW"
73,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9628,0.0372,"LOW"
74,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9596,0.0404,"LOW"
75,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9626,0.0374,"LOW"
76,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9631,0.0369,"LOW"
77,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9619,0.0381,"LOW"
78,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9622,0.0378,"LOW"
79,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9659,0.0341,"LOW"
80,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9572,0.0428,"LOW"
81,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9576,0.0424,"LOW"
82,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9558,0.0442,"LOW"
83,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9477,0.0523,"LOW"
84,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9486,0.0514,"LOW"
85,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9438,0.0562,"LOW"
86,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9435,0.0565,"LOW"
87,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9181,0.0819,"LOW"
88,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9282,0.0718,"LOW"
89,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9273,0.0727,"LOW"
90,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
91,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
92,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
93,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
94,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
95,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
96,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
97,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
98,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
99,"2","Other/Unknown","Other/Unknown","Other/Unknown","2",0.9516,0.0484,"LOW"
0,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
1,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
2,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
3,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
4,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
5,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
6,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
7,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
8,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
9,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
10,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
11,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
12,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
13,"1","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
14,"1","N0","T1","Other/Unknown","2",0.9959,0.0041,"LOW"
15,"1","N0","T1","Other/Unknown","2",0.9959,0.0041,"LOW"
16,"1","N0","T1","Other/Unknown","2",0.9959,0.0041,"LOW"
17,"1","N0","T1","Other/Unknown","2",0.9958,0.0042,"LOW"
18,"1","N0","T1","Other/Unknown","2",0.9957,0.0043,"LOW"
19,"1","N0","T1","Other/Unknown","2",0.9957,0.0043,"LOW"
20,"1","N0","T1","Other/Unknown","2",0.9956,0.0044,"LOW"
21,"1","N0","T1","Other/Unknown","2",0.9956,0.0044,"LOW"
22,"1","N0","T1","Other/Unknown","2",0.9956,0.0044,"LOW"
23,"1","N0","T1","Other/Unknown","2",0.9955,0.0045,"LOW"
24,"1","N0","T1","Other/Unknown","2",0.9955,0.0045,"LOW"
25,"1","N0","T1","Other/Unknown","2",0.9954,0.0046,"LOW"
26,"1","N0","T1","Other/Unknown","2",0.9954,0.0046,"LOW"
27,"1","N0","T1","Other/Unknown","2",0.9953,0.0047,"LOW"
28,"1","N0","T1","Other/Unknown","2",0.9953,0.0047,"LOW"
29,"1","N0","T1","Other/Unknown","2",0.9952,0.0048,"LOW"
30,"1","N0","T1","Other/Unknown","2",0.9951,0.0049,"LOW"
31,"1","N0","T1","Other/Unknown","2",0.9951,0.0049,"LOW"
32,"1","N0","T1","Other/Unknown","2",0.995,0.005,"LOW"
33,"1","N0","T1","Other/Unknown","2",0.9948,0.0052,"LOW"
34,"1","N0","T1","Other/Unknown","2",0.9943,0.0057,"LOW"
35,"1","N0","T1","Other/Unknown","2",0.9947,0.0053,"LOW"
36,"1","N0","T1","Other/Unknown","2",0.9946,0.0054,"LOW"
37,"1","N0","T1","Other/Unknown","2",0.9945,0.0055,"LOW"
38,"1","N0","T1","Other/Unknown","2",0.994,0.006,"LOW"
39,"1","N0","T1","Other/Unknown","2",0.9941,0.0059,"LOW"
40,"1","N0","T1","Other/Unknown","2",0.9939,0.0061,"LOW"
41,"1","N0","T1","Other/Unknown","2",0.9934,0.0066,"LOW"
42,"1","N0","T1","Other/Unknown","2",0.9936,0.0064,"LOW"
43,"1","N0","T1","Other/Unknown","2",0.9933,0.0067,"LOW"
44,"1","N0","T1","Other/Unknown","2",0.9932,0.0068,"LOW"
45,"1","N0","T1","Other/Unknown","2",0.9928,0.0072,"LOW"
46,"1","N0","T1","Other/Unknown","2",0.9929,0.0071,"LOW"
47,"1","N0","T1","Other/Unknown","2",0.9926,0.0074,"LOW"
48,"1","N0","T1","Other/Unknown","2",0.9922,0.0078,"LOW"
49,"1","N0","T1","Other/Unknown","2",0.9919,0.0081,"LOW"
50,"1","N0","T1","Other/Unknown","2",0.9916,0.0084,"LOW"
51,"1","N0","T1","Other/Unknown","2",0.9917,0.0083,"LOW"
52,"1","N0","T1","Other/Unknown","2",0.9914,0.0086,"LOW"
53,"1","N0","T1","Other/Unknown","2",0.9912,0.0088,"LOW"
54,"1","N0","T1","Other/Unknown","2",0.9913,0.0087,"LOW"
55,"1","N0","T1","Other/Unknown","2",0.991,0.009,"LOW"
56,"1","N0","T1","Other/Unknown","2",0.9909,0.0091,"LOW"
57,"1","N0","T1","Other/Unknown","2",0.9912,0.0088,"LOW"
58,"1","N0","T1","Other/Unknown","2",0.991,0.009,"LOW"
59,"1","N0","T1","Other/Unknown","2",0.9908,0.0092,"LOW"
60,"1","N0","T1","Other/Unknown","2",0.9908,0.0092,"LOW"
61,"1","N0","T1","Other/Unknown","2",0.9909,0.0091,"LOW"
62,"1","N0","T1","Other/Unknown","2",0.9904,0.0096,"LOW"
63,"1","N0","T1","Other/Unknown","2",0.9902,0.0098,"LOW"
64,"1","N0","T1","Other/Unknown","2",0.9901,0.0099,"LOW"
65,"1","N0","T1","Other/Unknown","2",0.99,0.01,"LOW"
66,"1","N0","T1","Other/Unknown","2",0.9897,0.0103,"LOW"
67,"1","N0","T1","Other/Unknown","2",0.99,0.01,"LOW"
68,"1","N0","T1","Other/Unknown","2",0.9896,0.0104,"LOW"
69,"1","N0","T1","Other/Unknown","2",0.9896,0.0104,"LOW"
70,"1","N0","T1","Other/Unknown","2",0.9891,0.0109,"LOW"
71,"1","N0","T1","Other/Unknown","2",0.9889,0.0111,"LOW"
72,"1","N0","T1","Other/Unknown","2",0.9885,0.0115,"LOW"
73,"1","N0","T1","Other/Unknown","2",0.9887,0.0113,"LOW"
74,"1","N0","T1","Other/Unknown","2",0.9885,0.0115,"LOW"
75,"1","N0","T1","Other/Unknown","2",0.9881,0.0119,"LOW"
76,"1","N0","T1","Other/Unknown","2",0.988,0.012,"LOW"
77,"1","N0","T1","Other/Unknown","2",0.988,0.012,"LOW"
78,"1","N0","T1","Other/Unknown","2",0.9875,0.0125,"LOW"
79,"1","N0","T1","Other/Unknown","2",0.9877,0.0123,"LOW"
80,"1","N0","T1","Other/Unknown","2",0.9864,0.0136,"LOW"
81,"1","N0","T1","Other/Unknown","2",0.9864,0.0136,"LOW"
82,"1","N0","T1","Other/Unknown","2",0.987,0.013,"LOW"
83,"1","N0","T1","Other/Unknown","2",0.9867,0.0133,"LOW"
84,"1","N0","T1","Other/Unknown","2",0.9861,0.0139,"LOW"
85,"1","N0","T1","Other/Unknown","2",0.9861,0.0139,"LOW"
86,"1","N0","T1","Other/Unknown","2",0.9863,0.0137,"LOW"
87,"1","N0","T1","Other/Unknown","2",0.9837,0.0163,"LOW"
88,"1","N0","T1","Other/Unknown","2",0.9821,0.0179,"LOW"
89,"1","N0","T1","Other/Unknown","2",0.9862,0.0138,"LOW"
90,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
91,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
92,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
93,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
94,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
95,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
96,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
97,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
98,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
99,"1","N0","T1","Other/Unknown","2",0.9819,0.0181,"LOW"
0,"2","N0","T1","Other/Unknown","2",0.9968,0.0032,"LOW"
1,"2","N0","T1","Other/Unknown","2",0.9968,0.0032,"LOW"
2,"2","N0","T1","Other/Unknown","2",0.9968,0.0032,"LOW"
3,"2","N0","T1","Other/Unknown","2",0.9968,0.0032,"LOW"
4,"2","N0","T1","Other/Unknown","2",0.9968,0.0032,"LOW"
5,"2","N0","T1","Other/Unknown","2",0.9967,0.0033,"LOW"
6,"2","N0","T1","Other/Unknown","2",0.9967,0.0033,"LOW"
7,"2","N0","T1","Other/Unknown","2",0.9967,0.0033,"LOW"
8,"2","N0","T1","Other/Unknown","2",0.9967,0.0033,"LOW"
9,"2","N0","T1","Other/Unknown","2",0.9967,0.0033,"LOW"
10,"2","N0","T1","Other/Unknown","2",0.9967,0.0033,"LOW"
11,"2","N0","T1","Other/Unknown","2",0.9966,0.0034,"LOW"
12,"2","N0","T1","Other/Unknown","2",0.9966,0.0034,"LOW"
13,"2","N0","T1","Other/Unknown","2",0.9966,0.0034,"LOW"
14,"2","N0","T1","Other/Unknown","2",0.9965,0.0035,"LOW"
15,"2","N0","T1","Other/Unknown","2",0.9965,0.0035,"LOW"
16,"2","N0","T1","Other/Unknown","2",0.9965,0.0035,"LOW"
17,"2","N0","T1","Other/Unknown","2",0.9965,0.0035,"LOW"
18,"2","N0","T1","Other/Unknown","2",0.9964,0.0036,"LOW"
19,"2","N0","T1","Other/Unknown","2",0.9964,0.0036,"LOW"
20,"2","N0","T1","Other/Unknown","2",0.9963,0.0037,"LOW"
21,"2","N0","T1","Other/Unknown","2",0.9962,0.0038,"LOW"
22,"2","N0","T1","Other/Unknown","2",0.9962,0.0038,"LOW"
23,"2","N0","T1","Other/Unknown","2",0.9962,0.0038,"LOW"
24,"2","N0","T1","Other/Unknown","2",0.9962,0.0038,"LOW"
25,"2","N0","T1","Other/Unknown","2",0.9961,0.0039,"LOW"
26,"2","N0","T1","Other/Unknown","2",0.9961,0.0039,"LOW"
27,"2","N0","T1","Other/Unknown","2",0.9961,0.0039,"LOW"
28,"2","N0","T1","Other/Unknown","2",0.9961,0.0039,"LOW"
29,"2","N0","T1","Other/Unknown","2",0.996,0.004,"LOW"
30,"2","N0","T1","Other/Unknown","2",0.9959,0.0041,"LOW"
31,"2","N0","T1","Other/Unknown","2",0.9958,0.0042,"LOW"
32,"2","N0","T1","Other/Unknown","2",0.9957,0.0043,"LOW"
33,"2","N0","T1","Other/Unknown","2",0.9956,0.0044,"LOW"
34,"2","N0","T1","Other/Unknown","2",0.9955,0.0045,"LOW"
35,"2","N0","T1","Other/Unknown","2",0.9955,0.0045,"LOW"
36,"2","N0","T1","Other/Unknown","2",0.9953,0.0047,"LOW"
37,"2","N0","T1","Other/Unknown","2",0.9949,0.0051,"LOW"
38,"2","N0","T1","Other/Unknown","2",0.995,0.005,"LOW"
39,"2","N0","T1","Other/Unknown","2",0.9948,0.0052,"LOW"
40,"2","N0","T1","Other/Unknown","2",0.9941,0.0059,"LOW"
41,"2","N0","T1","Other/Unknown","2",0.9943,0.0057,"LOW"
42,"2","N0","T1","Other/Unknown","2",0.9942,0.0058,"LOW"
43,"2","N0","T1","Other/Unknown","2",0.9944,0.0056,"LOW"
44,"2","N0","T1","Other/Unknown","2",0.9943,0.0057,"LOW"
45,"2","N0","T1","Other/Unknown","2",0.9938,0.0062,"LOW"
46,"2","N0","T1","Other/Unknown","2",0.9936,0.0064,"LOW"
47,"2","N0","T1","Other/Unknown","2",0.9934,0.0066,"LOW"
48,"2","N0","T1","Other/Unknown","2",0.9934,0.0066,"LOW"
49,"2","N0","T1","Other/Unknown","2",0.9933,0.0067,"LOW"
50,"2","N0","T1","Other/Unknown","2",0.9934,0.0066,"LOW"
51,"2","N0","T1","Other/Unknown","2",0.9934,0.0066,"LOW"
52,"2","N0","T1","Other/Unknown","2",0.993,0.007,"LOW"
53,"2","N0","T1","Other/Unknown","2",0.9929,0.0071,"LOW"
54,"2","N0","T1","Other/Unknown","2",0.9929,0.0071,"LOW"
55,"2","N0","T1","Other/Unknown","2",0.9931,0.0069,"LOW"
56,"2","N0","T1","Other/Unknown","2",0.9924,0.0076,"LOW"
57,"2","N0","T1","Other/Unknown","2",0.9925,0.0075,"LOW"
58,"2","N0","T1","Other/Unknown","2",0.9926,0.0074,"LOW"
59,"2","N0","T1","Other/Unknown","2",0.9926,0.0074,"LOW"
60,"2","N0","T1","Other/Unknown","2",0.9925,0.0075,"LOW"
61,"2","N0","T1","Other/Unknown","2",0.993,0.007,"LOW"
62,"2","N0","T1","Other/Unknown","2",0.9928,0.0072,"LOW"
63,"2","N0","T1","Other/Unknown","2",0.9925,0.0075,"LOW"
64,"2","N0","T1","Other/Unknown","2",0.9925,0.0075,"LOW"
65,"2","N0","T1","Other/Unknown","2",0.9923,0.0077,"LOW"
66,"2","N0","T1","Other/Unknown","2",0.9921,0.0079,"LOW"
67,"2","N0","T1","Other/Unknown","2",0.9917,0.0083,"LOW"
68,"2","N0","T1","Other/Unknown","2",0.9919,0.0081,"LOW"
69,"2","N0","T1","Other/Unknown","2",0.9918,0.0082,"LOW"
70,"2","N0","T1","Other/Unknown","2",0.992,0.008,"LOW"
71,"2","N0","T1","Other/Unknown","2",0.9913,0.0087,"LOW"
72,"2","N0","T1","Other/Unknown","2",0.992,0.008,"LOW"
73,"2","N0","T1","Other/Unknown","2",0.9917,0.0083,"LOW"
74,"2","N0","T1","Other/Unknown","2",0.9914,0.0086,"LOW"
75,"2","N0","T1","Other/Unknown","2",0.9913,0.0087,"LOW"
