"AGE","SEX","TNM_N_cat","TNM_T_cat","liver_afp_cat","liver_fs_cat","no_metastasis","metastasis","risk_level"
89,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4767,0.5233,"HIGH"
90,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
91,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
92,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
93,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
94,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
95,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
96,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
97,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
98,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
99,"1","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4511,0.5489,"HIGH"
0,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
1,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
2,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
3,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
4,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
5,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
6,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
7,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
8,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
9,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
10,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
11,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
12,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3129,0.6871,"HIGH"
13,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3149,0.6851,"HIGH"
14,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3149,0.6851,"HIGH"
15,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3159,0.6841,"HIGH"
16,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3166,0.6834,"HIGH"
17,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.319,0.681,"HIGH"
18,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.317,0.683,"HIGH"
19,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.317,0.683,"HIGH"
20,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.319,0.681,"HIGH"
21,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.319,0.681,"HIGH"
22,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3214,0.6786,"HIGH"
23,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3234,0.6766,"HIGH"
24,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.326,0.674,"HIGH"
25,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3331,0.6669,"HIGH"
26,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3399,0.6601,"HIGH"
27,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3446,0.6554,"HIGH"
28,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3537,0.6463,"HIGH"
29,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3614,0.6386,"HIGH"
30,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3677,0.6323,"HIGH"
31,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3746,0.6254,"HIGH"
32,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3736,0.6264,"HIGH"
33,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3769,0.6231,"HIGH"
34,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3789,0.6211,"HIGH"
35,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3846,0.6154,"HIGH"
36,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3862,0.6138,"HIGH"
37,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3897,0.6103,"HIGH"
38,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3917,0.6083,"HIGH"
39,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3936,0.6064,"HIGH"
40,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3995,0.6005,"HIGH"
41,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4035,0.5965,"HIGH"
42,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4043,0.5957,"HIGH"
43,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4098,0.5902,"HIGH"
44,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4149,0.5851,"HIGH"
45,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4164,0.5836,"HIGH"
46,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4231,0.5769,"HIGH"
47,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4264,0.5736,"HIGH"
48,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4458,0.5542,"HIGH"
49,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4608,0.5392,"HIGH"
50,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4584,0.5416,"HIGH"
51,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4577,0.5423,"HIGH"
52,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4594,0.5406,"HIGH"
53,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4573,0.5427,"HIGH"
54,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4545,0.5455,"HIGH"
55,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4367,0.5633,"HIGH"
56,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4761,0.5239,"HIGH"
57,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.5443,0.4557,"LOW"
58,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.5216,0.4784,"LOW"
59,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.5176,0.4824,"LOW"
60,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.5051,0.4949,"LOW"
61,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.5159,0.4841,"LOW"
62,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.531,0.469,"LOW"
63,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.5115,0.4885,"LOW"
64,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4891,0.5109,"HIGH"
65,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4784,0.5216,"HIGH"
66,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4644,0.5356,"HIGH"
67,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4491,0.5509,"HIGH"
68,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.439,0.561,"HIGH"
69,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4386,0.5614,"HIGH"
70,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4174,0.5826,"HIGH"
71,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.411,0.589,"HIGH"
72,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3847,0.6153,"HIGH"
73,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3841,0.6159,"HIGH"
74,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.389,0.611,"HIGH"
75,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3862,0.6138,"HIGH"
76,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3939,0.6061,"HIGH"
77,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.3928,0.6072,"HIGH"
78,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.385,0.615,"HIGH"
79,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4018,0.5982,"HIGH"
80,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4135,0.5865,"HIGH"
81,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4276,0.5724,"HIGH"
82,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4491,0.5509,"HIGH"
83,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4609,0.5391,"HIGH"
84,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4596,0.5404,"HIGH"
85,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4624,0.5376,"HIGH"
86,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4714,0.5286,"HIGH"
87,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4698,0.5302,"HIGH"
88,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4724,0.5276,"HIGH"
89,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4706,0.5294,"HIGH"
90,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
91,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
92,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
93,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
94,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
95,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
96,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
97,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
98,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
99,"2","N1","T4","Other/Unknown","Fibrosis score 5-6",0.4532,0.5468,"HIGH"
0,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
1,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
2,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
3,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
4,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
5,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
6,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
7,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
8,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
9,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2367,0.7633,"HIGH"
10,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.234,0.766,"HIGH"
11,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.234,0.766,"HIGH"
12,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.224,0.776,"HIGH"
13,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2208,0.7792,"HIGH"
14,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2188,0.7812,"HIGH"
15,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2135,0.7865,"HIGH"
16,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2115,0.7885,"HIGH"
17,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2055,0.7945,"HIGH"
18,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2035,0.7965,"HIGH"
19,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1958,0.8042,"HIGH"
20,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1958,0.8042,"HIGH"
21,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1938,0.8062,"HIGH"
22,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1922,0.8078,"HIGH"
23,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1922,0.8078,"HIGH"
24,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1902,0.8098,"HIGH"
25,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1902,0.8098,"HIGH"
26,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1902,0.8098,"HIGH"
27,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.188,0.812,"HIGH"
28,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.188,0.812,"HIGH"
29,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.188,0.812,"HIGH"
30,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.188,0.812,"HIGH"
31,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.186,0.814,"HIGH"
32,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1864,0.8136,"HIGH"
33,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1864,0.8136,"HIGH"
34,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1864,0.8136,"HIGH"
35,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1844,0.8156,"HIGH"
36,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1837,0.8163,"HIGH"
37,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1837,0.8163,"HIGH"
38,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1838,0.8162,"HIGH"
39,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1729,0.8271,"HIGH"
40,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1739,0.8261,"HIGH"
41,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.171,0.829,"HIGH"
42,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1705,0.8295,"HIGH"
43,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1685,0.8315,"HIGH"
44,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1708,0.8292,"HIGH"
45,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1721,0.8279,"HIGH"
46,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1721,0.8279,"HIGH"
47,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1713,0.8287,"HIGH"
48,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1709,0.8291,"HIGH"
49,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1689,0.8311,"HIGH"
50,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1747,0.8253,"HIGH"
51,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1766,0.8234,"HIGH"
52,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1806,0.8194,"HIGH"
53,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.1906,0.8094,"HIGH"
54,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2079,0.7921,"HIGH"
55,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2224,0.7776,"HIGH"
56,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2315,0.7685,"HIGH"
57,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2509,0.7491,"HIGH"
58,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2516,0.7484,"HIGH"
59,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2632,0.7368,"HIGH"
60,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2739,0.7261,"HIGH"
61,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2772,0.7228,"HIGH"
62,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2915,0.7085,"HIGH"
63,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3132,0.6868,"HIGH"
64,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3025,0.6975,"HIGH"
65,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3021,0.6979,"HIGH"
66,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.293,0.707,"HIGH"
67,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2944,0.7056,"HIGH"
68,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2842,0.7158,"HIGH"
69,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.288,0.712,"HIGH"
70,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2912,0.7088,"HIGH"
71,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2929,0.7071,"HIGH"
72,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2774,0.7226,"HIGH"
73,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.279,0.721,"HIGH"
74,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2727,0.7273,"HIGH"
75,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2825,0.7175,"HIGH"
76,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2882,0.7118,"HIGH"
77,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.282,0.718,"HIGH"
78,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2787,0.7213,"HIGH"
79,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2833,0.7167,"HIGH"
80,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2998,0.7002,"HIGH"
81,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2838,0.7162,"HIGH"
82,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2856,0.7144,"HIGH"
83,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2881,0.7119,"HIGH"
84,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2901,0.7099,"HIGH"
85,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2882,0.7118,"HIGH"
86,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2872,0.7128,"HIGH"
87,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2805,0.7195,"HIGH"
88,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2624,0.7376,"HIGH"
89,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.257,0.743,"HIGH"
90,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
91,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
92,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
93,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
94,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
95,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
96,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
97,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
98,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
99,"1","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.2561,0.7439,"HIGH"
0,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
1,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
2,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
3,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
4,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
5,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
6,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
7,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
8,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
9,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3656,0.6344,"HIGH"
10,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3636,0.6364,"HIGH"
11,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3636,0.6364,"HIGH"
12,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3576,0.6424,"HIGH"
13,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3563,0.6437,"HIGH"
14,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3543,0.6457,"HIGH"
15,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3531,0.6469,"HIGH"
16,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3511,0.6489,"HIGH"
17,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3451,0.6549,"HIGH"
18,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3451,0.6549,"HIGH"
19,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3395,0.6605,"HIGH"
20,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3395,0.6605,"HIGH"
21,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3375,0.6625,"HIGH"
22,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3375,0.6625,"HIGH"
23,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3383,0.6617,"HIGH"
24,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3363,0.6637,"HIGH"
25,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3363,0.6637,"HIGH"
26,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3363,0.6637,"HIGH"
27,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3363,0.6637,"HIGH"
28,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.337,0.663,"HIGH"
29,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3383,0.6617,"HIGH"
30,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3397,0.6603,"HIGH"
31,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3397,0.6603,"HIGH"
32,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3422,0.6578,"HIGH"
33,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3433,0.6567,"HIGH"
34,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3433,0.6567,"HIGH"
35,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3447,0.6553,"HIGH"
36,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3494,0.6506,"HIGH"
37,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3498,0.6502,"HIGH"
38,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3498,0.6502,"HIGH"
39,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3457,0.6543,"HIGH"
40,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3472,0.6528,"HIGH"
41,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3493,0.6507,"HIGH"
42,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3513,0.6487,"HIGH"
43,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3523,0.6477,"HIGH"
44,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3559,0.6441,"HIGH"
45,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3567,0.6433,"HIGH"
46,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3567,0.6433,"HIGH"
47,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3578,0.6422,"HIGH"
48,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3617,0.6383,"HIGH"
49,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3642,0.6358,"HIGH"
50,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3691,0.6309,"HIGH"
51,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3722,0.6278,"HIGH"
52,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3758,0.6242,"HIGH"
53,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.387,0.613,"HIGH"
54,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3967,0.6033,"HIGH"
55,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3943,0.6057,"HIGH"
56,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3892,0.6108,"HIGH"
57,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3931,0.6069,"HIGH"
58,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3838,0.6162,"HIGH"
59,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3804,0.6196,"HIGH"
60,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3774,0.6226,"HIGH"
61,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.3814,0.6186,"HIGH"
62,"2","Other/Unknown","T4","Other/Unknown","Fibrosis score 5-6",0.4106,0.5894,"HIGH"
