"AGE","SEX","TNM_N_cat","TNM_T_cat","retroper_sg_cat","no_metastasis","metastasis","risk_level"
10,"1","Other/Unknown","T0","Other/Unknown",0.6175,0.3825,"LOW"
11,"1","Other/Unknown","T0","Other/Unknown",0.6224,0.3776,"LOW"
12,"1","Other/Unknown","T0","Other/Unknown",0.625,0.375,"LOW"
13,"1","Other/Unknown","T0","Other/Unknown",0.6303,0.3697,"LOW"
14,"1","Other/Unknown","T0","Other/Unknown",0.6304,0.3696,"LOW"
15,"1","Other/Unknown","T0","Other/Unknown",0.6337,0.3663,"LOW"
16,"1","Other/Unknown","T0","Other/Unknown",0.6344,0.3656,"LOW"
17,"1","Other/Unknown","T0","Other/Unknown",0.6373,0.3627,"LOW"
18,"1","Other/Unknown","T0","Other/Unknown",0.6424,0.3576,"LOW"
19,"1","Other/Unknown","T0","Other/Unknown",0.6451,0.3549,"LOW"
20,"1","Other/Unknown","T0","Other/Unknown",0.6453,0.3547,"LOW"
21,"1","Other/Unknown","T0","Other/Unknown",0.6462,0.3538,"LOW"
22,"1","Other/Unknown","T0","Other/Unknown",0.6495,0.3505,"LOW"
23,"1","Other/Unknown","T0","Other/Unknown",0.65,0.35,"LOW"
24,"1","Other/Unknown","T0","Other/Unknown",0.6515,0.3485,"LOW"
25,"1","Other/Unknown","T0","Other/Unknown",0.6564,0.3436,"LOW"
26,"1","Other/Unknown","T0","Other/Unknown",0.6565,0.3435,"LOW"
27,"1","Other/Unknown","T0","Other/Unknown",0.6596,0.3404,"LOW"
28,"1","Other/Unknown","T0","Other/Unknown",0.6616,0.3384,"LOW"
29,"1","Other/Unknown","T0","Other/Unknown",0.6666,0.3334,"LOW"
30,"1","Other/Unknown","T0","Other/Unknown",0.6697,0.3303,"LOW"
31,"1","Other/Unknown","T0","Other/Unknown",0.6712,0.3288,"LOW"
32,"1","Other/Unknown","T0","Other/Unknown",0.6755,0.3245,"LOW"
33,"1","Other/Unknown","T0","Other/Unknown",0.6827,0.3173,"LOW"
34,"1","Other/Unknown","T0","Other/Unknown",0.6864,0.3136,"LOW"
35,"1","Other/Unknown","T0","Other/Unknown",0.6876,0.3124,"LOW"
36,"1","Other/Unknown","T0","Other/Unknown",0.6888,0.3112,"LOW"
37,"1","Other/Unknown","T0","Other/Unknown",0.6919,0.3081,"LOW"
38,"1","Other/Unknown","T0","Other/Unknown",0.6933,0.3067,"LOW"
39,"1","Other/Unknown","T0","Other/Unknown",0.6969,0.3031,"LOW"
40,"1","Other/Unknown","T0","Other/Unknown",0.6969,0.3031,"LOW"
41,"1","Other/Unknown","T0","Other/Unknown",0.7005,0.2995,"LOW"
42,"1","Other/Unknown","T0","Other/Unknown",0.7023,0.2977,"LOW"
43,"1","Other/Unknown","T0","Other/Unknown",0.7026,0.2974,"LOW"
44,"1","Other/Unknown","T0","Other/Unknown",0.7038,0.2962,"LOW"
45,"1","Other/Unknown","T0","Other/Unknown",0.7049,0.2951,"LOW"
46,"1","Other/Unknown","T0","Other/Unknown",0.7054,0.2946,"LOW"
47,"1","Other/Unknown","T0","Other/Unknown",0.7052,0.2948,"LOW"
48,"1","Other/Unknown","T0","Other/Unknown",0.7064,0.2936,"LOW"
49,"1","Other/Unknown","T0","Other/Unknown",0.7063,0.2937,"LOW"
50,"1","Other/Unknown","T0","Other/Unknown",0.7059,0.2941,"LOW"
51,"1","Other/Unknown","T0","Other/Unknown",0.7088,0.2912,"LOW"
52,"1","Other/Unknown","T0","Other/Unknown",0.709,0.291,"LOW"
53,"1","Other/Unknown","T0","Other/Unknown",0.7094,0.2906,"LOW"
54,"1","Other/Unknown","T0","Other/Unknown",0.7098,0.2902,"LOW"
55,"1","Other/Unknown","T0","Other/Unknown",0.7091,0.2909,"LOW"
56,"1","Other/Unknown","T0","Other/Unknown",0.7075,0.2925,"LOW"
57,"1","Other/Unknown","T0","Other/Unknown",0.7048,0.2952,"LOW"
58,"1","Other/Unknown","T0","Other/Unknown",0.7087,0.2913,"LOW"
59,"1","Other/Unknown","T0","Other/Unknown",0.7059,0.2941,"LOW"
60,"1","Other/Unknown","T0","Other/Unknown",0.7076,0.2924,"LOW"
61,"1","Other/Unknown","T0","Other/Unknown",0.7061,0.2939,"LOW"
62,"1","Other/Unknown","T0","Other/Unknown",0.7062,0.2938,"LOW"
63,"1","Other/Unknown","T0","Other/Unknown",0.7061,0.2939,"LOW"
64,"1","Other/Unknown","T0","Other/Unknown",0.7055,0.2945,"LOW"
65,"1","Other/Unknown","T0","Other/Unknown",0.7073,0.2927,"LOW"
66,"1","Other/Unknown","T0","Other/Unknown",0.7105,0.2895,"LOW"
67,"1","Other/Unknown","T0","Other/Unknown",0.7109,0.2891,"LOW"
68,"1","Other/Unknown","T0","Other/Unknown",0.7121,0.2879,"LOW"
69,"1","Other/Unknown","T0","Other/Unknown",0.7122,0.2878,"LOW"
70,"1","Other/Unknown","T0","Other/Unknown",0.7131,0.2869,"LOW"
71,"1","Other/Unknown","T0","Other/Unknown",0.7147,0.2853,"LOW"
72,"1","Other/Unknown","T0","Other/Unknown",0.7157,0.2843,"LOW"
73,"1","Other/Unknown","T0","Other/Unknown",0.716,0.284,"LOW"
74,"1","Other/Unknown","T0","Other/Unknown",0.7175,0.2825,"LOW"
75,"1","Other/Unknown","T0","Other/Unknown",0.7175,0.2825,"LOW"
76,"1","Other/Unknown","T0","Other/Unknown",0.7163,0.2837,"LOW"
77,"1","Other/Unknown","T0","Other/Unknown",0.7173,0.2827,"LOW"
78,"1","Other/Unknown","T0","Other/Unknown",0.7183,0.2817,"LOW"
79,"1","Other/Unknown","T0","Other/Unknown",0.7196,0.2804,"LOW"
80,"1","Other/Unknown","T0","Other/Unknown",0.7198,0.2802,"LOW"
81,"1","Other/Unknown","T0","Other/Unknown",0.7207,0.2793,"LOW"
82,"1","Other/Unknown","T0","Other/Unknown",0.7242,0.2758,"LOW"
83,"1","Other/Unknown","T0","Other/Unknown",0.725,0.275,"LOW"
84,"1","Other/Unknown","T0","Other/Unknown",0.725,0.275,"LOW"
85,"1","Other/Unknown","T0","Other/Unknown",0.7253,0.2747,"LOW"
86,"1","Other/Unknown","T0","Other/Unknown",0.7249,0.2751,"LOW"
87,"1","Other/Unknown","T0","Other/Unknown",0.7286,0.2714,"LOW"
88,"1","Other/Unknown","T0","Other/Unknown",0.7309,0.2691,"LOW"
89,"1","Other/Unknown","T0","Other/Unknown",0.7323,0.2677,"LOW"
90,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
91,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
92,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
93,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
94,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
95,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
96,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
97,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
98,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
99,"1","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
0,"2","Other/Unknown","T0","Other/Unknown",0.6399,0.3601,"LOW"
1,"2","Other/Unknown","T0","Other/Unknown",0.6404,0.3596,"LOW"
2,"2","Other/Unknown","T0","Other/Unknown",0.6392,0.3608,"LOW"
3,"2","Other/Unknown","T0","Other/Unknown",0.6344,0.3656,"LOW"
4,"2","Other/Unknown","T0","Other/Unknown",0.6407,0.3593,"LOW"
5,"2","Other/Unknown","T0","Other/Unknown",0.6412,0.3588,"LOW"
6,"2","Other/Unknown","T0","Other/Unknown",0.6483,0.3517,"LOW"
7,"2","Other/Unknown","T0","Other/Unknown",0.6531,0.3469,"LOW"
8,"2","Other/Unknown","T0","Other/Unknown",0.6534,0.3466,"LOW"
9,"2","Other/Unknown","T0","Other/Unknown",0.6535,0.3465,"LOW"
10,"2","Other/Unknown","T0","Other/Unknown",0.6546,0.3454,"LOW"
11,"2","Other/Unknown","T0","Other/Unknown",0.6575,0.3425,"LOW"
12,"2","Other/Unknown","T0","Other/Unknown",0.6623,0.3377,"LOW"
13,"2","Other/Unknown","T0","Other/Unknown",0.6611,0.3389,"LOW"
14,"2","Other/Unknown","T0","Other/Unknown",0.6617,0.3383,"LOW"
15,"2","Other/Unknown","T0","Other/Unknown",0.6641,0.3359,"LOW"
16,"2","Other/Unknown","T0","Other/Unknown",0.6656,0.3344,"LOW"
17,"2","Other/Unknown","T0","Other/Unknown",0.6673,0.3327,"LOW"
18,"2","Other/Unknown","T0","Other/Unknown",0.6716,0.3284,"LOW"
19,"2","Other/Unknown","T0","Other/Unknown",0.6762,0.3238,"LOW"
20,"2","Other/Unknown","T0","Other/Unknown",0.6759,0.3241,"LOW"
21,"2","Other/Unknown","T0","Other/Unknown",0.6764,0.3236,"LOW"
22,"2","Other/Unknown","T0","Other/Unknown",0.6798,0.3202,"LOW"
23,"2","Other/Unknown","T0","Other/Unknown",0.682,0.318,"LOW"
24,"2","Other/Unknown","T0","Other/Unknown",0.6823,0.3177,"LOW"
25,"2","Other/Unknown","T0","Other/Unknown",0.6889,0.3111,"LOW"
26,"2","Other/Unknown","T0","Other/Unknown",0.6894,0.3106,"LOW"
27,"2","Other/Unknown","T0","Other/Unknown",0.6939,0.3061,"LOW"
28,"2","Other/Unknown","T0","Other/Unknown",0.6947,0.3053,"LOW"
29,"2","Other/Unknown","T0","Other/Unknown",0.6998,0.3002,"LOW"
30,"2","Other/Unknown","T0","Other/Unknown",0.7023,0.2977,"LOW"
31,"2","Other/Unknown","T0","Other/Unknown",0.7046,0.2954,"LOW"
32,"2","Other/Unknown","T0","Other/Unknown",0.7058,0.2942,"LOW"
33,"2","Other/Unknown","T0","Other/Unknown",0.7097,0.2903,"LOW"
34,"2","Other/Unknown","T0","Other/Unknown",0.7111,0.2889,"LOW"
35,"2","Other/Unknown","T0","Other/Unknown",0.715,0.285,"LOW"
36,"2","Other/Unknown","T0","Other/Unknown",0.715,0.285,"LOW"
37,"2","Other/Unknown","T0","Other/Unknown",0.7177,0.2823,"LOW"
38,"2","Other/Unknown","T0","Other/Unknown",0.7181,0.2819,"LOW"
39,"2","Other/Unknown","T0","Other/Unknown",0.7198,0.2802,"LOW"
40,"2","Other/Unknown","T0","Other/Unknown",0.7222,0.2778,"LOW"
41,"2","Other/Unknown","T0","Other/Unknown",0.7235,0.2765,"LOW"
42,"2","Other/Unknown","T0","Other/Unknown",0.7244,0.2756,"LOW"
43,"2","Other/Unknown","T0","Other/Unknown",0.7243,0.2757,"LOW"
44,"2","Other/Unknown","T0","Other/Unknown",0.7267,0.2733,"LOW"
45,"2","Other/Unknown","T0","Other/Unknown",0.7264,0.2736,"LOW"
46,"2","Other/Unknown","T0","Other/Unknown",0.7267,0.2733,"LOW"
47,"2","Other/Unknown","T0","Other/Unknown",0.7275,0.2725,"LOW"
48,"2","Other/Unknown","T0","Other/Unknown",0.7286,0.2714,"LOW"
49,"2","Other/Unknown","T0","Other/Unknown",0.7284,0.2716,"LOW"
50,"2","Other/Unknown","T0","Other/Unknown",0.7279,0.2721,"LOW"
51,"2","Other/Unknown","T0","Other/Unknown",0.7275,0.2725,"LOW"
52,"2","Other/Unknown","T0","Other/Unknown",0.7271,0.2729,"LOW"
53,"2","Other/Unknown","T0","Other/Unknown",0.7275,0.2725,"LOW"
54,"2","Other/Unknown","T0","Other/Unknown",0.7278,0.2722,"LOW"
55,"2","Other/Unknown","T0","Other/Unknown",0.7277,0.2723,"LOW"
56,"2","Other/Unknown","T0","Other/Unknown",0.7263,0.2737,"LOW"
57,"2","Other/Unknown","T0","Other/Unknown",0.7257,0.2743,"LOW"
58,"2","Other/Unknown","T0","Other/Unknown",0.7276,0.2724,"LOW"
59,"2","Other/Unknown","T0","Other/Unknown",0.7235,0.2765,"LOW"
60,"2","Other/Unknown","T0","Other/Unknown",0.7259,0.2741,"LOW"
61,"2","Other/Unknown","T0","Other/Unknown",0.7281,0.2719,"LOW"
62,"2","Other/Unknown","T0","Other/Unknown",0.7289,0.2711,"LOW"
63,"2","Other/Unknown","T0","Other/Unknown",0.7302,0.2698,"LOW"
64,"2","Other/Unknown","T0","Other/Unknown",0.7316,0.2684,"LOW"
65,"2","Other/Unknown","T0","Other/Unknown",0.7304,0.2696,"LOW"
66,"2","Other/Unknown","T0","Other/Unknown",0.7321,0.2679,"LOW"
67,"2","Other/Unknown","T0","Other/Unknown",0.7329,0.2671,"LOW"
68,"2","Other/Unknown","T0","Other/Unknown",0.7341,0.2659,"LOW"
69,"2","Other/Unknown","T0","Other/Unknown",0.7338,0.2662,"LOW"
70,"2","Other/Unknown","T0","Other/Unknown",0.7342,0.2658,"LOW"
71,"2","Other/Unknown","T0","Other/Unknown",0.7364,0.2636,"LOW"
72,"2","Other/Unknown","T0","Other/Unknown",0.7369,0.2631,"LOW"
73,"2","Other/Unknown","T0","Other/Unknown",0.7369,0.2631,"LOW"
74,"2","Other/Unknown","T0","Other/Unknown",0.7373,0.2627,"LOW"
75,"2","Other/Unknown","T0","Other/Unknown",0.7377,0.2623,"LOW"
76,"2","Other/Unknown","T0","Other/Unknown",0.7364,0.2636,"LOW"
77,"2","Other/Unknown","T0","Other/Unknown",0.7379,0.2621,"LOW"
78,"2","Other/Unknown","T0","Other/Unknown",0.738,0.262,"LOW"
79,"2","Other/Unknown","T0","Other/Unknown",0.7412,0.2588,"LOW"
80,"2","Other/Unknown","T0","Other/Unknown",0.7406,0.2594,"LOW"
81,"2","Other/Unknown","T0","Other/Unknown",0.742,0.258,"LOW"
82,"2","Other/Unknown","T0","Other/Unknown",0.7421,0.2579,"LOW"
83,"2","Other/Unknown","T0","Other/Unknown",0.7428,0.2572,"LOW"
84,"2","Other/Unknown","T0","Other/Unknown",0.7401,0.2599,"LOW"
85,"2","Other/Unknown","T0","Other/Unknown",0.7399,0.2601,"LOW"
86,"2","Other/Unknown","T0","Other/Unknown",0.7377,0.2623,"LOW"
87,"2","Other/Unknown","T0","Other/Unknown",0.7408,0.2592,"LOW"
88,"2","Other/Unknown","T0","Other/Unknown",0.7415,0.2585,"LOW"
89,"2","Other/Unknown","T0","Other/Unknown",0.744,0.256,"LOW"
90,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
91,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
92,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
93,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
94,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
95,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
96,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
97,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
98,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
99,"2","Other/Unknown","T0","Other/Unknown",0.7416,0.2584,"LOW"
0,"1","N0","Other/Unknown","Other/Unknown",0.6883,0.3117,"LOW"
1,"1","N0","Other/Unknown","Other/Unknown",0.6822,0.3178,"LOW"
2,"1","N0","Other/Unknown","Other/Unknown",0.6808,0.3192,"LOW"
3,"1","N0","Other/Unknown","Other/Unknown",0.6796,0.3204,"LOW"
4,"1","N0","Other/Unknown","Other/Unknown",0.6817,0.3183,"LOW"
5,"1","N0","Other/Unknown","Other/Unknown",0.6856,0.3144,"LOW"
6,"1","N0","Other/Unknown","Other/Unknown",0.6891,0.3109,"LOW"
7,"1","N0","Other/Unknown","Other/Unknown",0.6861,0.3139,"LOW"
8,"1","N0","Other/Unknown","Other/Unknown",0.6862,0.3138,"LOW"
9,"1","N0","Other/Unknown","Other/Unknown",0.6854,0.3146,"LOW"
10,"1","N0","Other/Unknown","Other/Unknown",0.6888,0.3112,"LOW"
11,"1","N0","Other/Unknown","Other/Unknown",0.6921,0.3079,"LOW"
12,"1","N0","Other/Unknown","Other/Unknown",0.6951,0.3049,"LOW"
13,"1","N0","Other/Unknown","Other/Unknown",0.6997,0.3003,"LOW"
14,"1","N0","Other/Unknown","Other/Unknown",0.7027,0.2973,"LOW"
15,"1","N0","Other/Unknown","Other/Unknown",0.7056,0.2944,"LOW"
16,"1","N0","Other/Unknown","Other/Unknown",0.7105,0.2895,"LOW"
17,"1","N0","Other/Unknown","Other/Unknown",0.7121,0.2879,"LOW"
18,"1","N0","Other/Unknown","Other/Unknown",0.7137,0.2863,"LOW"
19,"1","N0","Other/Unknown","Other/Unknown",0.7116,0.2884,"LOW"
20,"1","N0","Other/Unknown","Other/Unknown",0.7068,0.2932,"LOW"
21,"1","N0","Other/Unknown","Other/Unknown",0.7064,0.2936,"LOW"
22,"1","N0","Other/Unknown","Other/Unknown",0.7044,0.2956,"LOW"
23,"1","N0","Other/Unknown","Other/Unknown",0.7033,0.2967,"LOW"
24,"1","N0","Other/Unknown","Other/Unknown",0.7066,0.2934,"LOW"
25,"1","N0","Other/Unknown","Other/Unknown",0.707,0.293,"LOW"
26,"1","N0","Other/Unknown","Other/Unknown",0.7096,0.2904,"LOW"
27,"1","N0","Other/Unknown","Other/Unknown",0.7169,0.2831,"LOW"
28,"1","N0","Other/Unknown","Other/Unknown",0.7178,0.2822,"LOW"
29,"1","N0","Other/Unknown","Other/Unknown",0.723,0.277,"LOW"
30,"1","N0","Other/Unknown","Other/Unknown",0.7243,0.2757,"LOW"
31,"1","N0","Other/Unknown","Other/Unknown",0.7283,0.2717,"LOW"
32,"1","N0","Other/Unknown","Other/Unknown",0.7314,0.2686,"LOW"
33,"1","N0","Other/Unknown","Other/Unknown",0.7345,0.2655,"LOW"
34,"1","N0","Other/Unknown","Other/Unknown",0.7387,0.2613,"LOW"
35,"1","N0","Other/Unknown","Other/Unknown",0.7434,0.2566,"LOW"
36,"1","N0","Other/Unknown","Other/Unknown",0.7436,0.2564,"LOW"
37,"1","N0","Other/Unknown","Other/Unknown",0.7429,0.2571,"LOW"
38,"1","N0","Other/Unknown","Other/Unknown",0.7444,0.2556,"LOW"
39,"1","N0","Other/Unknown","Other/Unknown",0.7489,0.2511,"LOW"
40,"1","N0","Other/Unknown","Other/Unknown",0.7524,0.2476,"LOW"
41,"1","N0","Other/Unknown","Other/Unknown",0.755,0.245,"LOW"
42,"1","N0","Other/Unknown","Other/Unknown",0.7557,0.2443,"LOW"
43,"1","N0","Other/Unknown","Other/Unknown",0.7578,0.2422,"LOW"
44,"1","N0","Other/Unknown","Other/Unknown",0.7564,0.2436,"LOW"
45,"1","N0","Other/Unknown","Other/Unknown",0.757,0.243,"LOW"
46,"1","N0","Other/Unknown","Other/Unknown",0.7578,0.2422,"LOW"
47,"1","N0","Other/Unknown","Other/Unknown",0.7601,0.2399,"LOW"
48,"1","N0","Other/Unknown","Other/Unknown",0.7608,0.2392,"LOW"
49,"1","N0","Other/Unknown","Other/Unknown",0.7616,0.2384,"LOW"
50,"1","N0","Other/Unknown","Other/Unknown",0.7633,0.2367,"LOW"
51,"1","N0","Other/Unknown","Other/Unknown",0.7639,0.2361,"LOW"
52,"1","N0","Other/Unknown","Other/Unknown",0.7644,0.2356,"LOW"
53,"1","N0","Other/Unknown","Other/Unknown",0.7645,0.2355,"LOW"
54,"1","N0","Other/Unknown","Other/Unknown",0.7659,0.2341,"LOW"
55,"1","N0","Other/Unknown","Other/Unknown",0.7659,0.2341,"LOW"
56,"1","N0","Other/Unknown","Other/Unknown",0.7682,0.2318,"LOW"
57,"1","N0","Other/Unknown","Other/Unknown",0.7699,0.2301,"LOW"
58,"1","N0","Other/Unknown","Other/Unknown",0.7699,0.2301,"LOW"
59,"1","N0","Other/Unknown","Other/Unknown",0.7694,0.2306,"LOW"
60,"1","N0","Other/Unknown","Other/Unknown",0.7698,0.2302,"LOW"
61,"1","N0","Other/Unknown","Other/Unknown",0.771,0.229,"LOW"
62,"1","N0","Other/Unknown","Other/Unknown",0.7737,0.2263,"LOW"
63,"1","N0","Other/Unknown","Other/Unknown",0.7753,0.2247,"LOW"
64,"1","N0","Other/Unknown","Other/Unknown",0.7761,0.2239,"LOW"
65,"1","N0","Other/Unknown","Other/Unknown",0.7779,0.2221,"LOW"
66,"1","N0","Other/Unknown","Other/Unknown",0.7788,0.2212,"LOW"
67,"1","N0","Other/Unknown","Other/Unknown",0.7789,0.2211,"LOW"
68,"1","N0","Other/Unknown","Other/Unknown",0.7786,0.2214,"LOW"
69,"1","N0","Other/Unknown","Other/Unknown",0.7788,0.2212,"LOW"
70,"1","N0","Other/Unknown","Other/Unknown",0.7792,0.2208,"LOW"
71,"1","N0","Other/Unknown","Other/Unknown",0.7798,0.2202,"LOW"
72,"1","N0","Other/Unknown","Other/Unknown",0.7801,0.2199,"LOW"
73,"1","N0","Other/Unknown","Other/Unknown",0.7808,0.2192,"LOW"
74,"1","N0","Other/Unknown","Other/Unknown",0.7817,0.2183,"LOW"
75,"1","N0","Other/Unknown","Other/Unknown",0.7824,0.2176,"LOW"
76,"1","N0","Other/Unknown","Other/Unknown",0.7839,0.2161,"LOW"
77,"1","N0","Other/Unknown","Other/Unknown",0.7844,0.2156,"LOW"
78,"1","N0","Other/Unknown","Other/Unknown",0.7833,0.2167,"LOW"
79,"1","N0","Other/Unknown","Other/Unknown",0.7831,0.2169,"LOW"
80,"1","N0","Other/Unknown","Other/Unknown",0.7827,0.2173,"LOW"
81,"1","N0","Other/Unknown","Other/Unknown",0.7826,0.2174,"LOW"
82,"1","N0","Other/Unknown","Other/Unknown",0.7825,0.2175,"LOW"
83,"1","N0","Other/Unknown","Other/Unknown",0.7828,0.2172,"LOW"
84,"1","N0","Other/Unknown","Other/Unknown",0.7828,0.2172,"LOW"
85,"1","N0","Other/Unknown","Other/Unknown",0.7844,0.2156,"LOW"
86,"1","N0","Other/Unknown","Other/Unknown",0.7865,0.2135,"LOW"
87,"1","N0","Other/Unknown","Other/Unknown",0.7877,0.2123,"LOW"
88,"1","N0","Other/Unknown","Other/Unknown",0.7882,0.2118,"LOW"
89,"1","N0","Other/Unknown","Other/Unknown",0.7916,0.2084,"LOW"
90,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
91,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
92,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
93,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
94,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
95,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
96,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
97,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
98,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
99,"1","N0","Other/Unknown","Other/Unknown",0.7924,0.2076,"LOW"
0,"2","N0","Other/Unknown","Other/Unknown",0.7168,0.2832,"LOW"
1,"2","N0","Other/Unknown","Other/Unknown",0.7107,0.2893,"LOW"
2,"2","N0","Other/Unknown","Other/Unknown",0.7116,0.2884,"LOW"
3,"2","N0","Other/Unknown","Other/Unknown",0.7077,0.2923,"LOW"
4,"2","N0","Other/Unknown","Other/Unknown",0.7108,0.2892,"LOW"
5,"2","N0","Other/Unknown","Other/Unknown",0.7075,0.2925,"LOW"
6,"2","N0","Other/Unknown","Other/Unknown",0.7099,0.2901,"LOW"
7,"2","N0","Other/Unknown","Other/Unknown",0.7094,0.2906,"LOW"
8,"2","N0","Other/Unknown","Other/Unknown",0.7098,0.2902,"LOW"
9,"2","N0","Other/Unknown","Other/Unknown",0.7097,0.2903,"LOW"
10,"2","N0","Other/Unknown","Other/Unknown",0.7168,0.2832,"LOW"
11,"2","N0","Other/Unknown","Other/Unknown",0.7182,0.2818,"LOW"
12,"2","N0","Other/Unknown","Other/Unknown",0.7216,0.2784,"LOW"
13,"2","N0","Other/Unknown","Other/Unknown",0.7248,0.2752,"LOW"
14,"2","N0","Other/Unknown","Other/Unknown",0.7278,0.2722,"LOW"
15,"2","N0","Other/Unknown","Other/Unknown",0.7316,0.2684,"LOW"
16,"2","N0","Other/Unknown","Other/Unknown",0.737,0.263,"LOW"
17,"2","N0","Other/Unknown","Other/Unknown",0.7397,0.2603,"LOW"
18,"2","N0","Other/Unknown","Other/Unknown",0.7407,0.2593,"LOW"
19,"2","N0","Other/Unknown","Other/Unknown",0.7453,0.2547,"LOW"
20,"2","N0","Other/Unknown","Other/Unknown",0.7436,0.2564,"LOW"
21,"2","N0","Other/Unknown","Other/Unknown",0.7434,0.2566,"LOW"
22,"2","N0","Other/Unknown","Other/Unknown",0.7424,0.2576,"LOW"
23,"2","N0","Other/Unknown","Other/Unknown",0.7407,0.2593,"LOW"
24,"2","N0","Other/Unknown","Other/Unknown",0.7386,0.2614,"LOW"
25,"2","N0","Other/Unknown","Other/Unknown",0.7397,0.2603,"LOW"
26,"2","N0","Other/Unknown","Other/Unknown",0.7433,0.2567,"LOW"
27,"2","N0","Other/Unknown","Other/Unknown",0.7484,0.2516,"LOW"
28,"2","N0","Other/Unknown","Other/Unknown",0.7488,0.2512,"LOW"
29,"2","N0","Other/Unknown","Other/Unknown",0.7497,0.2503,"LOW"
30,"2","N0","Other/Unknown","Other/Unknown",0.7524,0.2476,"LOW"
31,"2","N0","Other/Unknown","Other/Unknown",0.7578,0.2422,"LOW"
32,"2","N0","Other/Unknown","Other/Unknown",0.7601,0.2399,"LOW"
33,"2","N0","Other/Unknown","Other/Unknown",0.7644,0.2356,"LOW"
34,"2","N0","Other/Unknown","Other/Unknown",0.7664,0.2336,"LOW"
35,"2","N0","Other/Unknown","Other/Unknown",0.7692,0.2308,"LOW"
36,"2","N0","Other/Unknown","Other/Unknown",0.7708,0.2292,"LOW"
37,"2","N0","Other/Unknown","Other/Unknown",0.7709,0.2291,"LOW"
38,"2","N0","Other/Unknown","Other/Unknown",0.7719,0.2281,"LOW"
39,"2","N0","Other/Unknown","Other/Unknown",0.7741,0.2259,"LOW"
40,"2","N0","Other/Unknown","Other/Unknown",0.7736,0.2264,"LOW"
41,"2","N0","Other/Unknown","Other/Unknown",0.7746,0.2254,"LOW"
42,"2","N0","Other/Unknown","Other/Unknown",0.7752,0.2248,"LOW"
43,"2","N0","Other/Unknown","Other/Unknown",0.7759,0.2241,"LOW"
44,"2","N0","Other/Unknown","Other/Unknown",0.7763,0.2237,"LOW"
45,"2","N0","Other/Unknown","Other/Unknown",0.7761,0.2239,"LOW"
46,"2","N0","Other/Unknown","Other/Unknown",0.7776,0.2224,"LOW"
47,"2","N0","Other/Unknown","Other/Unknown",0.7824,0.2176,"LOW"
48,"2","N0","Other/Unknown","Other/Unknown",0.7824,0.2176,"LOW"
49,"2","N0","Other/Unknown","Other/Unknown",0.7837,0.2163,"LOW"
50,"2","N0","Other/Unknown","Other/Unknown",0.7829,0.2171,"LOW"
51,"2","N0","Other/Unknown","Other/Unknown",0.785,0.215,"LOW"
52,"2","N0","Other/Unknown","Other/Unknown",0.7852,0.2148,"LOW"
53,"2","N0","Other/Unknown","Other/Unknown",0.7844,0.2156,"LOW"
54,"2","N0","Other/Unknown","Other/Unknown",0.7874,0.2126,"LOW"
55,"2","N0","Other/Unknown","Other/Unknown",0.7874,0.2126,"LOW"
56,"2","N0","Other/Unknown","Other/Unknown",0.7881,0.2119,"LOW"
57,"2","N0","Other/Unknown","Other/Unknown",0.7887,0.2113,"LOW"
58,"2","N0","Other/Unknown","Other/Unknown",0.7891,0.2109,"LOW"
