"AGE","SEX","TNM_N_cat","TNM_T_cat","retroper_sg_cat","no_metastasis","metastasis","risk_level"
40,"2","N0","T4","2",0.9215,0.0785,"LOW"
41,"2","N0","T4","2",0.9221,0.0779,"LOW"
42,"2","N0","T4","2",0.9217,0.0783,"LOW"
43,"2","N0","T4","2",0.9236,0.0764,"LOW"
44,"2","N0","T4","2",0.9235,0.0765,"LOW"
45,"2","N0","T4","2",0.9232,0.0768,"LOW"
46,"2","N0","T4","2",0.923,0.077,"LOW"
47,"2","N0","T4","2",0.9233,0.0767,"LOW"
48,"2","N0","T4","2",0.9235,0.0765,"LOW"
49,"2","N0","T4","2",0.9236,0.0764,"LOW"
50,"2","N0","T4","2",0.9233,0.0767,"LOW"
51,"2","N0","T4","2",0.9226,0.0774,"LOW"
52,"2","N0","T4","2",0.923,0.077,"LOW"
53,"2","N0","T4","2",0.9232,0.0768,"LOW"
54,"2","N0","T4","2",0.9231,0.0769,"LOW"
55,"2","N0","T4","2",0.9218,0.0782,"LOW"
56,"2","N0","T4","2",0.9222,0.0778,"LOW"
57,"2","N0","T4","2",0.9218,0.0782,"LOW"
58,"2","N0","T4","2",0.9224,0.0776,"LOW"
59,"2","N0","T4","2",0.9225,0.0775,"LOW"
60,"2","N0","T4","2",0.9217,0.0783,"LOW"
61,"2","N0","T4","2",0.9225,0.0775,"LOW"
62,"2","N0","T4","2",0.9224,0.0776,"LOW"
63,"2","N0","T4","2",0.9247,0.0753,"LOW"
64,"2","N0","T4","2",0.9249,0.0751,"LOW"
65,"2","N0","T4","2",0.9252,0.0748,"LOW"
66,"2","N0","T4","2",0.9256,0.0744,"LOW"
67,"2","N0","T4","2",0.9254,0.0746,"LOW"
68,"2","N0","T4","2",0.9254,0.0746,"LOW"
69,"2","N0","T4","2",0.9273,0.0727,"LOW"
70,"2","N0","T4","2",0.928,0.072,"LOW"
71,"2","N0","T4","2",0.9285,0.0715,"LOW"
72,"2","N0","T4","2",0.9282,0.0718,"LOW"
73,"2","N0","T4","2",0.9281,0.0719,"LOW"
74,"2","N0","T4","2",0.929,0.071,"LOW"
75,"2","N0","T4","2",0.9297,0.0703,"LOW"
76,"2","N0","T4","2",0.9294,0.0706,"LOW"
77,"2","N0","T4","2",0.9282,0.0718,"LOW"
78,"2","N0","T4","2",0.9274,0.0726,"LOW"
79,"2","N0","T4","2",0.9254,0.0746,"LOW"
80,"2","N0","T4","2",0.927,0.073,"LOW"
81,"2","N0","T4","2",0.9268,0.0732,"LOW"
82,"2","N0","T4","2",0.9261,0.0739,"LOW"
83,"2","N0","T4","2",0.927,0.073,"LOW"
84,"2","N0","T4","2",0.9271,0.0729,"LOW"
85,"2","N0","T4","2",0.9265,0.0735,"LOW"
86,"2","N0","T4","2",0.9259,0.0741,"LOW"
87,"2","N0","T4","2",0.9258,0.0742,"LOW"
88,"2","N0","T4","2",0.9259,0.0741,"LOW"
89,"2","N0","T4","2",0.926,0.074,"LOW"
90,"2","N0","T4","2",0.9234,0.0766,"LOW"
91,"2","N0","T4","2",0.9234,0.0766,"LOW"
92,"2","N0","T4","2",0.9234,0.0766,"LOW"
93,"2","N0","T4","2",0.9234,0.0766,"LOW"
94,"2","N0","T4","2",0.9234,0.0766,"LOW"
95,"2","N0","T4","2",0.9234,0.0766,"LOW"
96,"2","N0","T4","2",0.9234,0.0766,"LOW"
97,"2","N0","T4","2",0.9234,0.0766,"LOW"
98,"2","N0","T4","2",0.9234,0.0766,"LOW"
99,"2","N0","T4","2",0.9234,0.0766,"LOW"
0,"1","N1","T4","2",0.7163,0.2837,"LOW"
1,"1","N1","T4","2",0.7158,0.2842,"LOW"
2,"1","N1","T4","2",0.7163,0.2837,"LOW"
3,"1","N1","T4","2",0.7164,0.2836,"LOW"
4,"1","N1","T4","2",0.7204,0.2796,"LOW"
5,"1","N1","T4","2",0.7228,0.2772,"LOW"
6,"1","N1","T4","2",0.7278,0.2722,"LOW"
7,"1","N1","T4","2",0.7274,0.2726,"LOW"
8,"1","N1","T4","2",0.7266,0.2734,"LOW"
9,"1","N1","T4","2",0.7263,0.2737,"LOW"
10,"1","N1","T4","2",0.7261,0.2739,"LOW"
11,"1","N1","T4","2",0.7252,0.2748,"LOW"
12,"1","N1","T4","2",0.7278,0.2722,"LOW"
13,"1","N1","T4","2",0.7289,0.2711,"LOW"
14,"1","N1","T4","2",0.7318,0.2682,"LOW"
15,"1","N1","T4","2",0.7318,0.2682,"LOW"
16,"1","N1","T4","2",0.737,0.263,"LOW"
17,"1","N1","T4","2",0.7366,0.2634,"LOW"
18,"1","N1","T4","2",0.7361,0.2639,"LOW"
19,"1","N1","T4","2",0.738,0.262,"LOW"
20,"1","N1","T4","2",0.738,0.262,"LOW"
21,"1","N1","T4","2",0.7397,0.2603,"LOW"
22,"1","N1","T4","2",0.7417,0.2583,"LOW"
23,"1","N1","T4","2",0.7445,0.2555,"LOW"
24,"1","N1","T4","2",0.7438,0.2562,"LOW"
25,"1","N1","T4","2",0.7464,0.2536,"LOW"
26,"1","N1","T4","2",0.7486,0.2514,"LOW"
27,"1","N1","T4","2",0.7471,0.2529,"LOW"
28,"1","N1","T4","2",0.7486,0.2514,"LOW"
29,"1","N1","T4","2",0.7485,0.2515,"LOW"
30,"1","N1","T4","2",0.7454,0.2546,"LOW"
31,"1","N1","T4","2",0.7436,0.2564,"LOW"
32,"1","N1","T4","2",0.7415,0.2585,"LOW"
33,"1","N1","T4","2",0.7438,0.2562,"LOW"
34,"1","N1","T4","2",0.7412,0.2588,"LOW"
35,"1","N1","T4","2",0.7417,0.2583,"LOW"
36,"1","N1","T4","2",0.7406,0.2594,"LOW"
37,"1","N1","T4","2",0.7367,0.2633,"LOW"
38,"1","N1","T4","2",0.7384,0.2616,"LOW"
39,"1","N1","T4","2",0.7397,0.2603,"LOW"
40,"1","N1","T4","2",0.7415,0.2585,"LOW"
41,"1","N1","T4","2",0.7437,0.2563,"LOW"
42,"1","N1","T4","2",0.7436,0.2564,"LOW"
43,"1","N1","T4","2",0.7462,0.2538,"LOW"
44,"1","N1","T4","2",0.7439,0.2561,"LOW"
45,"1","N1","T4","2",0.7443,0.2557,"LOW"
46,"1","N1","T4","2",0.7444,0.2556,"LOW"
47,"1","N1","T4","2",0.7446,0.2554,"LOW"
48,"1","N1","T4","2",0.7433,0.2567,"LOW"
49,"1","N1","T4","2",0.7442,0.2558,"LOW"
50,"1","N1","T4","2",0.7413,0.2587,"LOW"
51,"1","N1","T4","2",0.7397,0.2603,"LOW"
52,"1","N1","T4","2",0.7391,0.2609,"LOW"
53,"1","N1","T4","2",0.7374,0.2626,"LOW"
54,"1","N1","T4","2",0.738,0.262,"LOW"
55,"1","N1","T4","2",0.7346,0.2654,"LOW"
56,"1","N1","T4","2",0.736,0.264,"LOW"
57,"1","N1","T4","2",0.7355,0.2645,"LOW"
58,"1","N1","T4","2",0.7343,0.2657,"LOW"
59,"1","N1","T4","2",0.7363,0.2637,"LOW"
60,"1","N1","T4","2",0.7399,0.2601,"LOW"
61,"1","N1","T4","2",0.7412,0.2588,"LOW"
62,"1","N1","T4","2",0.7399,0.2601,"LOW"
63,"1","N1","T4","2",0.7384,0.2616,"LOW"
64,"1","N1","T4","2",0.7396,0.2604,"LOW"
65,"1","N1","T4","2",0.7386,0.2614,"LOW"
66,"1","N1","T4","2",0.7407,0.2593,"LOW"
67,"1","N1","T4","2",0.7405,0.2595,"LOW"
68,"1","N1","T4","2",0.7366,0.2634,"LOW"
69,"1","N1","T4","2",0.7381,0.2619,"LOW"
70,"1","N1","T4","2",0.741,0.259,"LOW"
71,"1","N1","T4","2",0.7378,0.2622,"LOW"
72,"1","N1","T4","2",0.7365,0.2635,"LOW"
73,"1","N1","T4","2",0.7372,0.2628,"LOW"
74,"1","N1","T4","2",0.7383,0.2617,"LOW"
75,"1","N1","T4","2",0.7355,0.2645,"LOW"
76,"1","N1","T4","2",0.7334,0.2666,"LOW"
77,"1","N1","T4","2",0.7318,0.2682,"LOW"
78,"1","N1","T4","2",0.7321,0.2679,"LOW"
79,"1","N1","T4","2",0.7316,0.2684,"LOW"
80,"1","N1","T4","2",0.7316,0.2684,"LOW"
81,"1","N1","T4","2",0.7307,0.2693,"LOW"
82,"1","N1","T4","2",0.7296,0.2704,"LOW"
83,"1","N1","T4","2",0.7346,0.2654,"LOW"
84,"1","N1","T4","2",0.7319,0.2681,"LOW"
85,"1","N1","T4","2",0.7247,0.2753,"LOW"
86,"1","N1","T4","2",0.727,0.273,"LOW"
87,"1","N1","T4","2",0.7265,0.2735,"LOW"
88,"1","N1","T4","2",0.7266,0.2734,"LOW"
89,"1","N1","T4","2",0.7277,0.2723,"LOW"
90,"1","N1","T4","2",0.7259,0.2741,"LOW"
91,"1","N1","T4","2",0.7259,0.2741,"LOW"
92,"1","N1","T4","2",0.7259,0.2741,"LOW"
93,"1","N1","T4","2",0.7259,0.2741,"LOW"
94,"1","N1","T4","2",0.7259,0.2741,"LOW"
95,"1","N1","T4","2",0.7259,0.2741,"LOW"
96,"1","N1","T4","2",0.7259,0.2741,"LOW"
97,"1","N1","T4","2",0.7259,0.2741,"LOW"
98,"1","N1","T4","2",0.7259,0.2741,"LOW"
99,"1","N1","T4","2",0.7259,0.2741,"LOW"
0,"2","N1","T4","2",0.7096,0.2904,"LOW"
1,"2","N1","T4","2",0.71,0.29,"LOW"
2,"2","N1","T4","2",0.7142,0.2858,"LOW"
3,"2","N1","T4","2",0.7164,0.2836,"LOW"
4,"2","N1","T4","2",0.723,0.277,"LOW"
5,"2","N1","T4","2",0.7257,0.2743,"LOW"
6,"2","N1","T4","2",0.7295,0.2705,"LOW"
7,"2","N1","T4","2",0.7326,0.2674,"LOW"
8,"2","N1","T4","2",0.7307,0.2693,"LOW"
9,"2","N1","T4","2",0.7278,0.2722,"LOW"
10,"2","N1","T4","2",0.7301,0.2699,"LOW"
11,"2","N1","T4","2",0.7306,0.2694,"LOW"
12,"2","N1","T4","2",0.734,0.266,"LOW"
13,"2","N1","T4","2",0.7354,0.2646,"LOW"
14,"2","N1","T4","2",0.7361,0.2639,"LOW"
15,"2","N1","T4","2",0.7368,0.2632,"LOW"
16,"2","N1","T4","2",0.7426,0.2574,"LOW"
17,"2","N1","T4","2",0.7411,0.2589,"LOW"
18,"2","N1","T4","2",0.7406,0.2594,"LOW"
19,"2","N1","T4","2",0.7436,0.2564,"LOW"
20,"2","N1","T4","2",0.7436,0.2564,"LOW"
21,"2","N1","T4","2",0.7466,0.2534,"LOW"
22,"2","N1","T4","2",0.7498,0.2502,"LOW"
23,"2","N1","T4","2",0.7526,0.2474,"LOW"
24,"2","N1","T4","2",0.7522,0.2478,"LOW"
25,"2","N1","T4","2",0.7542,0.2458,"LOW"
26,"2","N1","T4","2",0.7585,0.2415,"LOW"
27,"2","N1","T4","2",0.76,0.24,"LOW"
28,"2","N1","T4","2",0.7614,0.2386,"LOW"
29,"2","N1","T4","2",0.7623,0.2377,"LOW"
30,"2","N1","T4","2",0.757,0.243,"LOW"
31,"2","N1","T4","2",0.7565,0.2435,"LOW"
32,"2","N1","T4","2",0.7523,0.2477,"LOW"
33,"2","N1","T4","2",0.7548,0.2452,"LOW"
34,"2","N1","T4","2",0.7545,0.2455,"LOW"
35,"2","N1","T4","2",0.7551,0.2449,"LOW"
36,"2","N1","T4","2",0.7541,0.2459,"LOW"
37,"2","N1","T4","2",0.7533,0.2467,"LOW"
38,"2","N1","T4","2",0.7539,0.2461,"LOW"
39,"2","N1","T4","2",0.7515,0.2485,"LOW"
40,"2","N1","T4","2",0.7524,0.2476,"LOW"
41,"2","N1","T4","2",0.753,0.247,"LOW"
42,"2","N1","T4","2",0.7529,0.2471,"LOW"
43,"2","N1","T4","2",0.7548,0.2452,"LOW"
44,"2","N1","T4","2",0.7515,0.2485,"LOW"
45,"2","N1","T4","2",0.751,0.249,"LOW"
46,"2","N1","T4","2",0.7491,0.2509,"LOW"
47,"2","N1","T4","2",0.7493,0.2507,"LOW"
48,"2","N1","T4","2",0.748,0.252,"LOW"
49,"2","N1","T4","2",0.746,0.254,"LOW"
50,"2","N1","T4","2",0.7438,0.2562,"LOW"
51,"2","N1","T4","2",0.7429,0.2571,"LOW"
52,"2","N1","T4","2",0.746,0.254,"LOW"
53,"2","N1","T4","2",0.7451,0.2549,"LOW"
54,"2","N1","T4","2",0.7471,0.2529,"LOW"
55,"2","N1","T4","2",0.7422,0.2578,"LOW"
56,"2","N1","T4","2",0.7438,0.2562,"LOW"
57,"2","N1","T4","2",0.7435,0.2565,"LOW"
58,"2","N1","T4","2",0.7399,0.2601,"LOW"
59,"2","N1","T4","2",0.7419,0.2581,"LOW"
60,"2","N1","T4","2",0.746,0.254,"LOW"
61,"2","N1","T4","2",0.7454,0.2546,"LOW"
62,"2","N1","T4","2",0.7455,0.2545,"LOW"
63,"2","N1","T4","2",0.743,0.257,"LOW"
64,"2","N1","T4","2",0.7419,0.2581,"LOW"
65,"2","N1","T4","2",0.7412,0.2588,"LOW"
66,"2","N1","T4","2",0.7409,0.2591,"LOW"
67,"2","N1","T4","2",0.7426,0.2574,"LOW"
68,"2","N1","T4","2",0.7392,0.2608,"LOW"
69,"2","N1","T4","2",0.7417,0.2583,"LOW"
70,"2","N1","T4","2",0.7441,0.2559,"LOW"
71,"2","N1","T4","2",0.7423,0.2577,"LOW"
72,"2","N1","T4","2",0.7421,0.2579,"LOW"
73,"2","N1","T4","2",0.7427,0.2573,"LOW"
74,"2","N1","T4","2",0.7452,0.2548,"LOW"
75,"2","N1","T4","2",0.745,0.255,"LOW"
76,"2","N1","T4","2",0.7449,0.2551,"LOW"
77,"2","N1","T4","2",0.7422,0.2578,"LOW"
78,"2","N1","T4","2",0.741,0.259,"LOW"
79,"2","N1","T4","2",0.741,0.259,"LOW"
80,"2","N1","T4","2",0.7428,0.2572,"LOW"
81,"2","N1","T4","2",0.7428,0.2572,"LOW"
82,"2","N1","T4","2",0.7443,0.2557,"LOW"
83,"2","N1","T4","2",0.7454,0.2546,"LOW"
84,"2","N1","T4","2",0.7447,0.2553,"LOW"
85,"2","N1","T4","2",0.7431,0.2569,"LOW"
86,"2","N1","T4","2",0.7445,0.2555,"LOW"
87,"2","N1","T4","2",0.7441,0.2559,"LOW"
88,"2","N1","T4","2",0.745,0.255,"LOW"
89,"2","N1","T4","2",0.7457,0.2543,"LOW"
90,"2","N1","T4","2",0.7442,0.2558,"LOW"
91,"2","N1","T4","2",0.7442,0.2558,"LOW"
92,"2","N1","T4","2",0.7442,0.2558,"LOW"
93,"2","N1","T4","2",0.7442,0.2558,"LOW"
94,"2","N1","T4","2",0.7442,0.2558,"LOW"
95,"2","N1","T4","2",0.7442,0.2558,"LOW"
96,"2","N1","T4","2",0.7442,0.2558,"LOW"
97,"2","N1","T4","2",0.7442,0.2558,"LOW"
98,"2","N1","T4","2",0.7442,0.2558,"LOW"
99,"2","N1","T4","2",0.7442,0.2558,"LOW"
0,"1","Other/Unknown","T4","2",0.8502,0.1498,"LOW"
1,"1","Other/Unknown","T4","2",0.8522,0.1478,"LOW"
2,"1","Other/Unknown","T4","2",0.8524,0.1476,"LOW"
3,"1","Other/Unknown","T4","2",0.8442,0.1558,"LOW"
4,"1","Other/Unknown","T4","2",0.8468,0.1532,"LOW"
5,"1","Other/Unknown","T4","2",0.8462,0.1538,"LOW"
6,"1","Other/Unknown","T4","2",0.8497,0.1503,"LOW"
7,"1","Other/Unknown","T4","2",0.8493,0.1507,"LOW"
8,"1","Other/Unknown","T4","2",0.8485,0.1515,"LOW"
9,"1","Other/Unknown","T4","2",0.849,0.151,"LOW"
10,"1","Other/Unknown","T4","2",0.8496,0.1504,"LOW"
11,"1","Other/Unknown","T4","2",0.8528,0.1472,"LOW"
12,"1","Other/Unknown","T4","2",0.8572,0.1428,"LOW"
13,"1","Other/Unknown","T4","2",0.8591,0.1409,"LOW"
14,"1","Other/Unknown","T4","2",0.8603,0.1397,"LOW"
15,"1","Other/Unknown","T4","2",0.8599,0.1401,"LOW"
16,"1","Other/Unknown","T4","2",0.861,0.139,"LOW"
17,"1","Other/Unknown","T4","2",0.8614,0.1386,"LOW"
18,"1","Other/Unknown","T4","2",0.8648,0.1352,"LOW"
19,"1","Other/Unknown","T4","2",0.865,0.135,"LOW"
20,"1","Other/Unknown","T4","2",0.865,0.135,"LOW"
21,"1","Other/Unknown","T4","2",0.8646,0.1354,"LOW"
22,"1","Other/Unknown","T4","2",0.866,0.134,"LOW"
23,"1","Other/Unknown","T4","2",0.8672,0.1328,"LOW"
24,"1","Other/Unknown","T4","2",0.8667,0.1333,"LOW"
25,"1","Other/Unknown","T4","2",0.8679,0.1321,"LOW"
26,"1","Other/Unknown","T4","2",0.8671,0.1329,"LOW"
27,"1","Other/Unknown","T4","2",0.8705,0.1295,"LOW"
28,"1","Other/Unknown","T4","2",0.8705,0.1295,"LOW"
29,"1","Other/Unknown","T4","2",0.8719,0.1281,"LOW"
30,"1","Other/Unknown","T4","2",0.8721,0.1279,"LOW"
31,"1","Other/Unknown","T4","2",0.8751,0.1249,"LOW"
32,"1","Other/Unknown","T4","2",0.8794,0.1206,"LOW"
33,"1","Other/Unknown","T4","2",0.8806,0.1194,"LOW"
34,"1","Other/Unknown","T4","2",0.8814,0.1186,"LOW"
35,"1","Other/Unknown","T4","2",0.881,0.119,"LOW"
36,"1","Other/Unknown","T4","2",0.8814,0.1186,"LOW"
37,"1","Other/Unknown","T4","2",0.881,0.119,"LOW"
38,"1","Other/Unknown","T4","2",0.881,0.119,"LOW"
39,"1","Other/Unknown","T4","2",0.8851,0.1149,"LOW"
40,"1","Other/Unknown","T4","2",0.8859,0.1141,"LOW"
41,"1","Other/Unknown","T4","2",0.8876,0.1124,"LOW"
42,"1","Other/Unknown","T4","2",0.8886,0.1114,"LOW"
43,"1","Other/Unknown","T4","2",0.8902,0.1098,"LOW"
44,"1","Other/Unknown","T4","2",0.8898,0.1102,"LOW"
45,"1","Other/Unknown","T4","2",0.8894,0.1106,"LOW"
46,"1","Other/Unknown","T4","2",0.8889,0.1111,"LOW"
47,"1","Other/Unknown","T4","2",0.889,0.111,"LOW"
48,"1","Other/Unknown","T4","2",0.889,0.111,"LOW"
49,"1","Other/Unknown","T4","2",0.8894,0.1106,"LOW"
50,"1","Other/Unknown","T4","2",0.8894,0.1106,"LOW"
51,"1","Other/Unknown","T4","2",0.8907,0.1093,"LOW"
52,"1","Other/Unknown","T4","2",0.8913,0.1087,"LOW"
53,"1","Other/Unknown","T4","2",0.8922,0.1078,"LOW"
54,"1","Other/Unknown","T4","2",0.8923,0.1077,"LOW"
55,"1","Other/Unknown","T4","2",0.8916,0.1084,"LOW"
56,"1","Other/Unknown","T4","2",0.8915,0.1085,"LOW"
57,"1","Other/Unknown","T4","2",0.8916,0.1084,"LOW"
58,"1","Other/Unknown","T4","2",0.8937,0.1063,"LOW"
59,"1","Other/Unknown","T4","2",0.8938,0.1062,"LOW"
60,"1","Other/Unknown","T4","2",0.8945,0.1055,"LOW"
61,"1","Other/Unknown","T4","2",0.894,0.106,"LOW"
62,"1","Other/Unknown","T4","2",0.8941,0.1059,"LOW"
63,"1","Other/Unknown","T4","2",0.8948,0.1052,"LOW"
64,"1","Other/Unknown","T4","2",0.8942,0.1058,"LOW"
65,"1","Other/Unknown","T4","2",0.8941,0.1059,"LOW"
66,"1","Other/Unknown","T4","2",0.8942,0.1058,"LOW"
67,"1","Other/Unknown","T4","2",0.8948,0.1052,"LOW"
68,"1","Other/Unknown","T4","2",0.8943,0.1057,"LOW"
69,"1","Other/Unknown","T4","2",0.8943,0.1057,"LOW"
70,"1","Other/Unknown","T4","2",0.895,0.105,"LOW"
71,"1","Other/Unknown","T4","2",0.8946,0.1054,"LOW"
72,"1","Other/Unknown","T4","2",0.895,0.105,"LOW"
73,"1","Other/Unknown","T4","2",0.8943,0.1057,"LOW"
74,"1","Other/Unknown","T4","2",0.8953,0.1047,"LOW"
75,"1","Other/Unknown","T4","2",0.8945,0.1055,"LOW"
76,"1","Other/Unknown","T4","2",0.8954,0.1046,"LOW"
77,"1","Other/Unknown","T4","2",0.8935,0.1065,"LOW"
78,"1","Other/Unknown","T4","2",0.8936,0.1064,"LOW"
79,"1","Other/Unknown","T4","2",0.8926,0.1074,"LOW"
80,"1","Other/Unknown","T4","2",0.8933,0.1067,"LOW"
81,"1","Other/Unknown","T4","2",0.8964,0.1036,"LOW"
82,"1","Other/Unknown","T4","2",0.8963,0.1037,"LOW"
83,"1","Other/Unknown","T4","2",0.8964,0.1036,"LOW"
84,"1","Other/Unknown","T4","2",0.8962,0.1038,"LOW"
85,"1","Other/Unknown","T4","2",0.896,0.104,"LOW"
86,"1","Other/Unknown","T4","2",0.8966,0.1034,"LOW"
87,"1","Other/Unknown","T4","2",0.8971,0.1029,"LOW"
88,"1","Other/Unknown","T4","2",0.8972,0.1028,"LOW"
89,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
90,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
91,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
92,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
93,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
94,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
95,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
96,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
97,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
98,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
99,"1","Other/Unknown","T4","2",0.8979,0.1021,"LOW"
0,"2","Other/Unknown","T4","2",0.8564,0.1436,"LOW"
1,"2","Other/Unknown","T4","2",0.8563,0.1437,"LOW"
2,"2","Other/Unknown","T4","2",0.8617,0.1383,"LOW"
3,"2","Other/Unknown","T4","2",0.8552,0.1448,"LOW"
4,"2","Other/Unknown","T4","2",0.8605,0.1395,"LOW"
5,"2","Other/Unknown","T4","2",0.8611,0.1389,"LOW"
6,"2","Other/Unknown","T4","2",0.8646,0.1354,"LOW"
7,"2","Other/Unknown","T4","2",0.8657,0.1343,"LOW"
8,"2","Other/Unknown","T4","2",0.8637,0.1363,"LOW"
9,"2","Other/Unknown","T4","2",0.8636,0.1364,"LOW"
10,"2","Other/Unknown","T4","2",0.8659,0.1341,"LOW"
11,"2","Other/Unknown","T4","2",0.8673,0.1327,"LOW"
12,"2","Other/Unknown","T4","2",0.8704,0.1296,"LOW"
13,"2","Other/Unknown","T4","2",0.8703,0.1297,"LOW"
14,"2","Other/Unknown","T4","2",0.8713,0.1287,"LOW"
15,"2","Other/Unknown","T4","2",0.8713,0.1287,"LOW"
16,"2","Other/Unknown","T4","2",0.873,0.127,"LOW"
17,"2","Other/Unknown","T4","2",0.8735,0.1265,"LOW"
18,"2","Other/Unknown","T4","2",0.8765,0.1235,"LOW"
19,"2","Other/Unknown","T4","2",0.8756,0.1244,"LOW"
20,"2","Other/Unknown","T4","2",0.8756,0.1244,"LOW"
21,"2","Other/Unknown","T4","2",0.8759,0.1241,"LOW"
22,"2","Other/Unknown","T4","2",0.8756,0.1244,"LOW"
23,"2","Other/Unknown","T4","2",0.8764,0.1236,"LOW"
24,"2","Other/Unknown","T4","2",0.8764,0.1236,"LOW"
25,"2","Other/Unknown","T4","2",0.8778,0.1222,"LOW"
26,"2","Other/Unknown","T4","2",0.8766,0.1234,"LOW"
27,"2","Other/Unknown","T4","2",0.8777,0.1223,"LOW"
28,"2","Other/Unknown","T4","2",0.8771,0.1229,"LOW"
29,"2","Other/Unknown","T4","2",0.8761,0.1239,"LOW"
30,"2","Other/Unknown","T4","2",0.8779,0.1221,"LOW"
31,"2","Other/Unknown","T4","2",0.8789,0.1211,"LOW"
32,"2","Other/Unknown","T4","2",0.8815,0.1185,"LOW"
33,"2","Other/Unknown","T4","2",0.8819,0.1181,"LOW"
34,"2","Other/Unknown","T4","2",0.8821,0.1179,"LOW"
35,"2","Other/Unknown","T4","2",0.882,0.118,"LOW"
36,"2","Other/Unknown","T4","2",0.882,0.118,"LOW"
37,"2","Other/Unknown","T4","2",0.8813,0.1187,"LOW"
38,"2","Other/Unknown","T4","2",0.8815,0.1185,"LOW"
39,"2","Other/Unknown","T4","2",0.881,0.119,"LOW"
40,"2","Other/Unknown","T4","2",0.8811,0.1189,"LOW"
41,"2","Other/Unknown","T4","2",0.8821,0.1179,"LOW"
42,"2","Other/Unknown","T4","2",0.8836,0.1164,"LOW"
43,"2","Other/Unknown","T4","2",0.8833,0.1167,"LOW"
44,"2","Other/Unknown","T4","2",0.8832,0.1168,"LOW"
45,"2","Other/Unknown","T4","2",0.8824,0.1176,"LOW"
46,"2","Other/Unknown","T4","2",0.8814,0.1186,"LOW"
47,"2","Other/Unknown","T4","2",0.8813,0.1187,"LOW"
48,"2","Other/Unknown","T4","2",0.8819,0.1181,"LOW"
49,"2","Other/Unknown","T4","2",0.8826,0.1174,"LOW"
50,"2","Other/Unknown","T4","2",0.8824,0.1176,"LOW"
51,"2","Other/Unknown","T4","2",0.8816,0.1184,"LOW"
52,"2","Other/Unknown","T4","2",0.8813,0.1187,"LOW"
53,"2","Other/Unknown","T4","2",0.8813,0.1187,"LOW"
54,"2","Other/Unknown","T4","2",0.8813,0.1187,"LOW"
55,"2","Other/Unknown","T4","2",0.8802,0.1198,"LOW"
56,"2","Other/Unknown","T4","2",0.88,0.12,"LOW"
57,"2","Other/Unknown","T4","2",0.8797,0.1203,"LOW"
58,"2","Other/Unknown","T4","2",0.8806,0.1194,"LOW"
59,"2","Other/Unknown","T4","2",0.8797,0.1203,"LOW"
60,"2","Other/Unknown","T4","2",0.8799,0.1201,"LOW"
61,"2","Other/Unknown","T4","2",0.8799,0.1201,"LOW"
62,"2","Other/Unknown","T4","2",0.8797,0.1203,"LOW"
63,"2","Other/Unknown","T4","2",0.8801,0.1199,"LOW"
64,"2","Other/Unknown","T4","2",0.8793,0.1207,"LOW"
65,"2","Other/Unknown","T4","2",0.8803,0.1197,"LOW"
66,"2","Other/Unknown","T4","2",0.8802,0.1198,"LOW"
67,"2","Other/Unknown","T4","2",0.8802,0.1198,"LOW"
68,"2","Other/Unknown","T4","2",0.8802,0.1198,"LOW"
69,"2","Other/Unknown","T4","2",0.8807,0.1193,"LOW"
70,"2","Other/Unknown","T4","2",0.8814,0.1186,"LOW"
71,"2","Other/Unknown","T4","2",0.8822,0.1178,"LOW"
72,"2","Other/Unknown","T4","2",0.8826,0.1174,"LOW"
73,"2","Other/Unknown","T4","2",0.8824,0.1176,"LOW"
74,"2","Other/Unknown","T4","2",0.8847,0.1153,"LOW"
75,"2","Other/Unknown","T4","2",0.8849,0.1151,"LOW"
76,"2","Other/Unknown","T4","2",0.8855,0.1145,"LOW"
77,"2","Other/Unknown","T4","2",0.883,0.117,"LOW"
78,"2","Other/Unknown","T4","2",0.884,0.116,"LOW"
79,"2","Other/Unknown","T4","2",0.8838,0.1162,"LOW"
80,"2","Other/Unknown","T4","2",0.8833,0.1167,"LOW"
81,"2","Other/Unknown","T4","2",0.8861,0.1139,"LOW"
82,"2","Other/Unknown","T4","2",0.8865,0.1135,"LOW"
83,"2","Other/Unknown","T4","2",0.8877,0.1123,"LOW"
84,"2","Other/Unknown","T4","2",0.888,0.112,"LOW"
85,"2","Other/Unknown","T4","2",0.8877,0.1123,"LOW"
86,"2","Other/Unknown","T4","2",0.8885,0.1115,"LOW"
87,"2","Other/Unknown","T4","2",0.8893,0.1107,"LOW"
88,"2","Other/Unknown","T4","2",0.8902,0.1098,"LOW"
89,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
90,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
